Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
1423,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1424,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1425,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1427,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1428,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1429,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1430,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1431,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1432,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1433,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1434,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1435,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1436,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1437,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1438,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1439,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1440,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1441,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1442,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1443,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1444,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1445,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1446,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1447,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1448,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1449,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1450,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1451,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1452,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1453,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1454,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1455,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1456,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1457,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1458,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1459,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1460,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1461,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1462,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1463,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1464,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1465,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1466,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1467,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1468,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1469,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1470,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1471,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1472,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1473,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1474,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1475,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1476,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1477,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1478,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1479,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1480,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1481,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1482,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1483,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1484,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
1485,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1486,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1487,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1488,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1489,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1490,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1491,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1492,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1493,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1494,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1495,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1496,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1497,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1498,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1499,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1500,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1501,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1502,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1503,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1504,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1505,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1506,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1507,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1508,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1509,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
1510,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1511,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1512,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1513,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1514,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1515,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1516,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1517,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1518,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1519,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1520,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1521,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1522,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1523,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1524,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1525,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1526,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1527,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1528,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1529,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1530,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1531,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1532,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1533,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1534,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1535,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1536,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1537,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1538,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1539,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1540,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1541,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1542,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1543,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1544,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1545,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1546,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1547,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1548,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1549,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1550,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1551,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1552,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1553,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1554,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1555,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1556,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1557,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1558,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1559,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1560,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1561,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1562,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1563,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1564,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1565,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1566,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1567,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1568,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1569,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1570,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1571,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1572,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1573,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1574,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1575,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1576,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1577,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1578,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1579,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1580,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1581,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1582,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1583,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1584,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1585,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1586,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1587,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1588,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1589,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1590,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1591,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1592,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1593,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1594,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1595,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1596,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1597,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1598,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1599,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1600,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1601,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1602,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1603,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1604,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1605,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1606,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1607,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1608,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1609,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1610,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1611,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1612,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1613,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1614,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1615,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1616,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1617,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1618,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1619,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1620,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
1621,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
1622,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1623,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1624,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1625,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1626,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1627,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1628,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
1629,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1630,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1631,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1632,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1633,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1634,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1635,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1636,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
1637,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1638,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
1639,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1640,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
1641,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1642,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1643,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
1644,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1645,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1646,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1647,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1648,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1649,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1650,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
1651,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
1652,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1653,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1654,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1655,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1656,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1657,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1658,Forest,Wetland,Water,Water,Water,Water,Water,Water
1659,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1660,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1661,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1662,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1663,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1664,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1665,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1666,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1667,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1668,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1669,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1670,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1671,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1672,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1673,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1674,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1675,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1676,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1677,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1678,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1679,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1680,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1681,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1682,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1683,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1684,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1685,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1686,Forest,Bareland,Water,Water,Water,Wetland,Wetland,Grassland
1687,Forest,Bareland,Water,Water,Water,Wetland,Water,Grassland
1688,Forest,Bareland,Water,Water,Water,Water,Water,Wetland
1689,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1690,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1691,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1692,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1693,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1694,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1695,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1696,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1697,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1709,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1710,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1711,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1712,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1713,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1714,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1715,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1716,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1717,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1718,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1719,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
1720,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1721,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1722,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1723,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1724,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1725,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1726,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1727,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1728,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1729,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1730,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1731,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1732,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1733,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1734,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1735,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1736,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1737,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1738,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1739,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1740,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1741,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1742,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1743,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1744,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1745,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1746,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1747,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1748,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1749,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1750,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1751,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1752,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1753,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1754,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1755,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1756,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1757,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1758,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1759,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1760,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1761,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1762,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1763,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1764,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1765,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1766,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
