Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBC_M_R
327,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
328,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
329,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
330,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
333,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
334,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
336,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
337,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
340,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
343,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
345,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
346,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
347,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
350,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
352,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
354,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
355,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
356,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
357,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
360,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
361,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
364,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
365,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
366,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
367,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
368,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
369,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
370,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
371,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
372,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
374,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
375,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
376,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
377,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
378,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
379,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
380,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
381,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
382,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
383,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
384,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
385,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
386,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
387,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
388,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
389,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
390,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
393,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
394,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
395,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
396,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
397,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
398,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
399,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
400,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
401,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
402,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
403,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
404,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
406,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
407,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
408,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
409,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
410,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
411,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
412,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
413,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
414,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
415,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
416,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
417,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
418,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
419,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
420,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
421,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
422,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
423,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Bareland
424,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
425,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
426,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
427,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
429,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
431,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
432,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
433,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
434,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
435,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
436,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
437,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
438,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
439,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
441,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
442,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
443,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
444,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
445,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
446,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
447,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
448,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
449,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
450,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
451,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
452,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
453,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
454,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
455,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
456,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
457,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
458,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
459,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
460,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
461,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
462,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
463,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
464,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
465,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
466,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
467,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
468,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
469,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Wetland
470,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
471,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
475,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
476,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
477,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
479,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
482,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
483,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
486,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
488,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
489,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
490,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
491,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
493,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
494,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
497,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
498,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
499,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
500,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
501,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
502,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
503,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
504,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Bareland
505,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
506,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
507,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
508,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
509,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
510,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
511,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
512,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
513,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
514,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
515,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
516,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
517,NULL,NULL,Bareland,Water,Non_Wetland,Forest,Wetland,Wetland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
524,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
529,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
536,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
541,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
543,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
544,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
545,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
547,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
548,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
549,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
550,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
551,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
552,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
553,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
554,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
555,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
556,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
557,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
558,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
559,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
560,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
561,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
562,NULL,NULL,Water,NULL,Water,Water,Water,Water
563,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
564,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
565,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
566,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Bareland
567,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
568,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
569,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
570,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
571,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
572,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
573,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
574,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
575,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
576,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
577,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
578,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
579,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
580,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
581,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
582,NULL,NULL,Water,Water,Water,Wetland,Wetland,Bareland
583,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
584,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
585,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
586,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
587,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
588,NULL,NULL,Water,Water,Water,Wetland,Water,Water
589,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
590,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
591,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
592,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
593,NULL,NULL,Water,Water,Water,Water,Wetland,Water
594,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
595,NULL,NULL,Water,Water,Water,Water,Water,Grassland
596,NULL,NULL,Water,Water,Water,Water,Water,Wetland
597,NULL,NULL,Water,Water,Water,Water,Water,Bareland
598,NULL,NULL,Water,Water,Water,Water,Water,Water
599,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
620,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
621,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
645,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
651,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
653,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
655,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
656,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
657,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
658,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
659,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
662,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
663,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
664,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
665,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
666,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
667,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
668,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
669,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
670,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
671,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
672,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
673,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
674,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
675,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
676,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
677,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
678,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
679,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
680,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
681,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
682,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
