Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
7193,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7194,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
7195,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7196,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
7197,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
7198,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7199,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7200,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
7201,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
7202,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7203,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7204,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7205,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
7206,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
7207,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
7208,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7209,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
7210,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
7211,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7212,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
7213,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7214,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
7215,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
7216,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
7217,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
7218,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7219,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7220,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7221,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
7222,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
7223,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7224,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
7225,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7226,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7227,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7228,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7229,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
7230,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7231,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7232,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7233,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
7234,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
7235,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7236,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7237,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7238,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7239,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7240,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
7241,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7242,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7243,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7244,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7245,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7246,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7247,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7248,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7249,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7250,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7251,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7252,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7253,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7254,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7255,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7256,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
7257,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7258,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7259,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7260,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7261,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7262,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7263,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7264,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7265,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7266,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7267,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7268,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7269,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7270,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7271,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7272,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7273,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7274,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7275,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7276,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7277,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7278,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7279,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7280,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7281,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7282,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7283,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7284,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7285,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7286,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7287,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7288,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7289,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7290,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
7291,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7292,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7293,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7294,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7295,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7296,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7297,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
7298,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7299,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
7300,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7301,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7302,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7303,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7304,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7305,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
7306,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7307,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7308,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7309,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7310,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7311,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7312,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7313,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7314,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7315,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7316,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7317,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7318,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7319,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7320,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7321,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7322,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7323,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
7324,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7325,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7326,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7327,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
7328,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7329,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7330,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7331,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7332,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7333,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7334,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7335,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7336,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7337,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7338,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7339,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7340,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7341,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7342,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7343,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7344,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7345,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7346,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7347,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7348,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7349,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7350,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7351,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7352,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
7353,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7354,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7355,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7356,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
7357,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7358,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7359,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7360,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7361,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7362,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7363,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7364,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7365,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7366,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7367,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
7368,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7369,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7370,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7371,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7372,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7373,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
7374,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
7375,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
7376,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
7377,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7378,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7379,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7380,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7381,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7382,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7383,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7384,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7385,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7386,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7387,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7388,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7389,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7390,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7391,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7392,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
7393,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7394,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7395,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7396,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7397,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7398,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7399,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7400,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
7401,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7402,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7403,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7404,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7405,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7406,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7407,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7408,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7409,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7410,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7411,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7412,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
7413,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7414,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7415,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7416,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7417,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7418,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
7419,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7420,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
7421,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
7422,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7423,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
7424,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7425,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
7426,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
7427,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7428,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7429,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7430,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7431,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7432,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7433,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7434,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7435,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7436,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7437,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7438,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7439,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7440,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7441,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7442,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7443,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7444,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7445,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7446,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7447,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7448,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7449,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7450,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
7451,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7452,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7453,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7454,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7455,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7456,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7457,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7458,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7459,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7460,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7461,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7462,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7463,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7464,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7465,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7466,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7467,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7468,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7469,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7470,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7471,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7472,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7473,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7474,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7475,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7476,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
7477,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7478,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
7479,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7480,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7481,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7482,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7483,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7484,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
7485,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7486,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7487,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7488,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7489,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7490,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7491,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7492,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7493,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7494,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7495,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7496,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7497,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7498,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7499,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
7500,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7501,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7502,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7503,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7504,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7505,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7506,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7507,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7508,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7509,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
7510,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7511,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
