Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCN_M_R
335,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
336,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
337,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
340,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
341,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
346,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
348,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
350,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
351,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
352,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
354,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
355,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
357,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
358,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
359,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Grassland,Grassland
360,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
361,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Water
362,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
363,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
365,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
367,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
372,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
375,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
377,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
378,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
379,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
380,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
382,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
383,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
384,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
386,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
387,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
388,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
389,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
390,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
391,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
395,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
398,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
399,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
400,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
401,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
402,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
403,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
404,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
405,NULL,Cropland,Water,NULL,Water,Water,Grassland,Bareland
406,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
408,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
410,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
411,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
412,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
414,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
415,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
416,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
418,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
419,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
420,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
421,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
422,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
423,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
424,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
427,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
429,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
430,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
431,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
432,NULL,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
433,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
434,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
435,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
436,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
437,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
438,NULL,Bareland,Water,Non_Water,Water,Water,Water,Grassland
439,NULL,Bareland,Water,Non_Water,Water,Water,Water,Water
440,NULL,Bareland,Water,Water,Water,Built-up,Built-up,Water
441,NULL,Bareland,Water,Water,Water,Water,Water,Water
442,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
443,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
444,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
445,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
446,NULL,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
447,NULL,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
448,NULL,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
449,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
452,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
453,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
454,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
455,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
456,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
457,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
458,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
459,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
460,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
461,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
462,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
463,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
464,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
466,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
467,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Water
468,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
474,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
483,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
484,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
485,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
495,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
503,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
504,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
505,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
506,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
507,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
508,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
509,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
510,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
511,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
512,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
513,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
514,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
515,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
516,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Water
517,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Water
518,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
519,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
520,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
522,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
523,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
524,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
527,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
528,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
529,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
531,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
532,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
533,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
534,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
535,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
536,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
537,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
538,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
540,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
541,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
543,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
544,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
545,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
546,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
547,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
548,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
549,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
550,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
551,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
552,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
553,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
554,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
555,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
556,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
557,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
558,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
559,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
560,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
561,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
562,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
563,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
564,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
565,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
566,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Built-up,Forest
567,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Built-up
568,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Forest
569,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Grassland,Grassland
570,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
571,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
572,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
573,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
574,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
575,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
576,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
577,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
578,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
579,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
580,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
581,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
582,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
583,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
584,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
585,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
586,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
587,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
588,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
589,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
590,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
591,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
592,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
593,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
596,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
597,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
598,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
599,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
601,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
602,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
603,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
614,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
616,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
617,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
618,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
619,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
620,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
621,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
624,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
625,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
626,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
627,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
637,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
639,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
640,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
641,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
642,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
643,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
644,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
645,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
646,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
647,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
648,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
649,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
650,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
651,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
652,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
653,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
654,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
655,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
656,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
658,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
659,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
660,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
661,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
662,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
663,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
664,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
665,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
