Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
1072,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1073,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1074,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1075,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1076,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1077,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1078,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1079,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1080,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1081,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1082,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1083,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1084,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1085,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1086,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1087,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1088,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1089,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1090,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1091,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1092,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1093,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1094,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1095,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1096,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1097,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1098,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1099,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1100,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1101,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1103,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1104,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1105,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1106,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1107,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1108,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1109,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1110,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1111,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1112,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1113,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1114,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1115,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1116,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1117,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1118,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1119,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1120,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1121,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1122,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1123,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1124,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1125,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1126,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1127,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1128,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1129,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1130,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1131,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1132,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1133,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1134,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1135,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1136,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1137,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1138,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1139,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1140,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1141,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1142,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1143,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1144,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1145,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1146,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1147,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1148,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1149,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1150,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1151,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1152,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1153,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1154,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1155,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1156,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1157,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1158,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1159,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1160,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1161,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1162,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1163,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1164,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1165,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1166,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1167,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1168,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1169,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1170,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1171,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1172,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1173,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1174,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1175,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1176,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1177,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1178,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1179,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1180,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1181,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1182,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1183,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1184,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1185,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1186,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1187,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1188,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1189,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1190,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1191,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1192,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1193,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1194,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1195,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1196,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1197,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1198,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1199,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1200,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1201,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1202,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1203,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1204,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
1205,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1206,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1207,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1208,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1209,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1210,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1211,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1212,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1213,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1214,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1215,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1216,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1217,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1218,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1219,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1220,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1221,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1222,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1223,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1224,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1225,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1226,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1227,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1228,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1229,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1230,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1231,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1232,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1233,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1234,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1235,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1236,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1237,Forest,NULL,Water,NULL,Water,Forest,Wetland,Grassland
1238,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1239,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1240,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1241,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1242,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1243,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1244,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1245,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1246,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1247,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1248,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1249,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1250,Forest,NULL,Water,Water,Water,Water,Water,Water
1251,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1252,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1253,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1254,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1256,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1257,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1258,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1259,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1260,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1261,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1262,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1263,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1264,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1265,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1266,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1267,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1268,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1269,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1270,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1271,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1272,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1273,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1274,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1275,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1276,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1277,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1278,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1279,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1280,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1281,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1282,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1283,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1284,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1285,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1286,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1287,Forest,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1288,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1290,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1291,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1292,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1293,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
1294,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1295,Forest,Cropland,Water,NULL,Water,Water,Wetland,Grassland
1296,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1298,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1299,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1300,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1301,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1302,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1303,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1304,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1305,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1306,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1307,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1308,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1309,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1310,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1311,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1312,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1313,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1315,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1316,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1317,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1318,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1319,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1320,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1321,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1322,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1323,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1324,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1327,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1328,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1329,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1330,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1331,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1332,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1333,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1334,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1335,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1336,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1337,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1338,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1339,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1340,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1341,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1342,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1343,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1344,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1345,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1346,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1347,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1348,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1349,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1350,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1351,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1352,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1353,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1354,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1355,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1356,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1357,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1358,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1359,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1360,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1361,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1362,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1363,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1364,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1365,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1366,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1367,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1368,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1369,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1370,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1371,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1372,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1373,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1374,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1375,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1376,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1377,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1378,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1379,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1380,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
