Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R
1093,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1096,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1099,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1100,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1101,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1103,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1109,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1113,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1118,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1119,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1120,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1121,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1122,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1123,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1124,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1125,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1126,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1127,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1128,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1129,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1130,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1131,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1133,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1137,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1138,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1139,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1140,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1142,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1144,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1145,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1150,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1151,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1152,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1153,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1154,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1155,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1156,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1157,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1158,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1159,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1160,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1161,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1162,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1163,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1166,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1167,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1168,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1169,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1171,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1174,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1176,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1177,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1180,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1181,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1182,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1183,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1184,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1185,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1186,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1187,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1189,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1191,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1195,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1196,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1197,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1198,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1199,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1200,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1201,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1202,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1205,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1207,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1208,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1209,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1210,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1211,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1212,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1214,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1215,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1216,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1218,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1219,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1221,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1222,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1223,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1224,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1225,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1227,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1228,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1229,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1231,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1233,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1234,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1235,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1237,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1238,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1239,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1240,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1241,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1242,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1244,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1245,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1247,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1248,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1249,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1250,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1251,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1252,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1255,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1256,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1257,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1258,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1259,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1260,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1261,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1263,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1264,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1265,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1266,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1267,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1268,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1269,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1270,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1271,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1272,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1273,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1274,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1275,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1276,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1277,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1278,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1279,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1280,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1281,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1282,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1283,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1284,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1285,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1287,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1288,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1289,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1290,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1293,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1294,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1295,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1296,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1297,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1298,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1299,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1300,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1301,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1302,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1303,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1304,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1305,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1306,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1307,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1309,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1310,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1311,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1312,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1313,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1314,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1315,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1316,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1317,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1318,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1319,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1320,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1321,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1322,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1324,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1326,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1329,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1330,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1331,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1332,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1333,Wetland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1334,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1335,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1336,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1337,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1339,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1340,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1341,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1342,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1343,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1344,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1346,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1347,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1348,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1349,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1350,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1351,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1352,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1353,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1354,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1355,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1356,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1357,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1358,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1359,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1360,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1361,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1362,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1363,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1364,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1365,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1366,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1367,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1368,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1369,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1370,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1371,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1372,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1373,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1375,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1376,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1377,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1378,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1379,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1380,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1381,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1382,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1383,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1384,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1385,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1386,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1387,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1388,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1389,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1390,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1391,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1392,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1393,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1394,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1395,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1396,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1397,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1398,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1399,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1400,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1401,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1402,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1403,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1404,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1406,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1407,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1408,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1409,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1410,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1411,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1412,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1414,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1415,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1416,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1417,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1418,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1419,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1420,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1421,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1422,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1423,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1424,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1426,Wetland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
