Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
3343,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
3344,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3345,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3346,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3347,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
3348,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3349,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
3350,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3351,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3352,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3353,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3354,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3355,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3356,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3357,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3358,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3359,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3360,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3361,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3362,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3363,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3364,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3365,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3366,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3367,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3368,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3369,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3370,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3371,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3372,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
3373,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3374,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3375,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3376,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3377,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3378,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
3379,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3380,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3381,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3382,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
3383,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3384,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3385,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3386,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3387,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3388,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3389,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3390,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3391,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3392,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3393,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3394,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3395,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3396,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3397,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3398,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3399,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3400,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3401,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3402,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3403,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3404,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
3405,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3406,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3407,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3408,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3409,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3410,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3411,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3412,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3413,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3414,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
3415,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3416,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3417,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3418,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3419,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3420,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3421,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3422,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3423,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3424,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3425,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3426,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3427,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3428,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3429,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3430,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3431,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3432,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3433,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3434,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3435,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3436,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3437,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3438,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3439,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3440,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3441,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3442,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
3443,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
3444,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3445,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3446,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3447,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
3448,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3449,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3450,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3451,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3452,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3453,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
3454,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
3455,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
3456,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
3457,NULL,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
3458,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,NULL
3459,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3460,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3461,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
3462,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3463,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3464,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
3465,NULL,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
3466,NULL,Water,Wetland,Water,Wetland,NULL,Water,Forest
3467,NULL,Water,Wetland,Water,Wetland,Wetland,Water,NULL
3468,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
3469,NULL,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
3470,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3471,NULL,Water,Wetland,Water,Wetland,Bareland,Water,NULL
3472,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
3473,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
3474,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3475,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3476,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3477,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3478,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3479,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3480,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3481,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3482,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3483,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3484,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3485,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3486,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3487,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3488,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3489,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3490,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
3491,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
3492,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
3493,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
3494,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
3495,NULL,Water,Water,NULL,Water,Shrubland,Built-up,Water
3496,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
3497,NULL,Water,Water,NULL,Water,Wetland,Water,Water
3498,NULL,Water,Water,NULL,Water,Water,Bareland,Water
3499,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3500,NULL,Water,Water,Non_Water,Water,Bareland,Water,Water
3501,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
3502,NULL,Water,Water,Water,Water,Water,Water,Water
3503,NULL,Water,Water,Water,Water,Forest,Wetland,Forest
3504,NULL,Water,Water,Water,Water,Forest,Water,Forest
3505,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3506,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3507,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3508,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3509,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3510,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3511,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3512,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3513,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
3514,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3515,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3516,NULL,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
3517,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3518,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3519,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3520,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3521,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3522,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3523,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3524,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3525,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3526,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3527,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3528,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3529,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3530,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3531,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3532,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3533,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3534,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3535,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3536,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3537,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3538,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3539,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3540,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3541,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3542,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3543,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3544,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3545,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3546,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3547,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3548,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3549,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3550,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3551,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3552,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3553,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3554,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3555,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3556,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3557,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3558,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3559,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3560,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3561,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3562,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3563,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3564,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3565,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3566,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3567,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3568,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3569,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3570,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3571,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3572,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3573,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3574,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3575,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3576,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3577,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3578,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3579,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3580,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3581,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3582,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3583,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3584,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3585,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3586,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3587,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3588,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3589,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3590,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3591,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3592,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3593,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3594,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3595,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3596,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3597,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3598,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3599,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3600,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3601,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3602,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3603,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3604,NULL,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
3605,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3606,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3607,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3608,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3609,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3610,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3611,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3612,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3613,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3614,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3615,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3616,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3617,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3618,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3619,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3620,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3621,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3622,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3623,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3624,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3625,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3626,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3627,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3628,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3629,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3630,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3631,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3632,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3633,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3634,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3635,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
3636,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3637,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3638,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3639,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3640,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3641,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3644,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3645,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3646,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3647,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3648,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3649,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3650,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3651,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3652,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3653,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3654,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3655,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3656,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3657,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3658,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3659,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3660,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3661,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3662,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3663,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3664,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3665,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3666,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3667,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3668,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3669,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3670,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3671,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3672,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3673,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3674,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3675,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3676,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
