Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
330,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
331,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
332,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
333,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
334,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
335,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
336,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
337,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
338,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
339,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
340,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
341,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
342,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
343,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
344,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
345,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
346,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
347,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
348,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
349,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
350,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
351,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
352,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
353,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
354,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
355,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
356,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
357,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
358,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
360,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
361,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
362,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
363,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
364,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
365,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
366,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
367,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
368,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
369,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
370,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
371,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Bareland
372,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
373,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
374,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Water
375,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
376,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
377,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
378,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
379,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
381,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
383,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
384,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
385,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
386,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
387,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
388,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
389,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
390,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
391,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
392,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
393,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
394,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
395,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
396,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
397,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
398,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
399,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
400,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
401,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
402,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
403,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
404,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
405,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
406,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
407,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
408,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
409,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
410,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
411,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
414,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
415,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
416,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
417,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
420,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
421,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
423,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
424,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
425,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
426,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
428,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
429,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
430,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Bareland
431,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
433,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Water
444,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
448,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
451,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
452,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
454,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
455,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
457,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Water
458,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
472,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
473,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
476,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
477,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
478,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
479,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Water
480,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
481,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
482,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
483,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
484,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
485,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
486,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
487,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
488,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
489,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
490,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
491,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
492,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
493,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
494,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
495,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
497,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
498,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
499,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
500,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
501,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,NULL,Bareland
502,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,NULL,Water
503,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Wetland,Bareland
504,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Wetland,Water
505,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Water,Bareland
506,NULL,NULL,Built-up,Water,Non_Wetland,Cropland,Water,Water
507,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
508,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Bareland
509,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Water
510,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
511,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
513,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
514,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
515,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
516,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
517,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
518,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
519,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
520,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
521,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
524,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
525,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
526,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
528,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
529,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
530,NULL,NULL,Built-up,Water,Non_Wetland,Water,NULL,Bareland
531,NULL,NULL,Built-up,Water,Non_Wetland,Water,NULL,Water
532,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
533,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
534,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
535,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
536,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
537,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
538,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
539,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
540,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
541,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
542,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
543,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Water
544,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
545,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
546,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
547,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
548,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
549,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
550,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
551,NULL,NULL,Water,Water,Water,Grassland,Water,Water
552,NULL,NULL,Water,Water,Water,Cropland,Water,Water
553,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
554,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
555,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
556,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
557,NULL,NULL,Water,Water,Water,Wetland,Water,Water
558,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
559,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
560,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
561,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
562,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
563,NULL,NULL,Water,Water,Water,Bareland,Wetland,Bareland
564,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
565,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
566,NULL,NULL,Water,Water,Water,Bareland,Water,Water
567,NULL,NULL,Water,Water,Water,Bareland,Water,Forest
568,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
569,NULL,NULL,Water,Water,Water,Bareland,Forest,Forest
570,NULL,NULL,Water,Water,Water,Water,Water,Water
571,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
588,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
589,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
594,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
595,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
603,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
608,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
609,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
610,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
611,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
612,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
613,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
615,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
621,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
623,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
638,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
639,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
640,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
641,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
642,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
643,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
644,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
645,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
646,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
647,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
648,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
649,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
650,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
651,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
652,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
653,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
654,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
656,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
657,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
658,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
659,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
660,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
661,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
662,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
663,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
664,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
665,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
666,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
667,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
668,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
669,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
670,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
671,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
672,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
673,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
674,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
675,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
676,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
677,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
678,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
