Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R
1965,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1966,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1967,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1968,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1969,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1977,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1978,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1979,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1980,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1981,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1982,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1983,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1984,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1985,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,NULL,Water
1986,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
1987,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Bareland
1988,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1989,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
1990,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1991,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
1992,NULL,Cropland,Water,Water,Water,Shrubland,Shrubland,Water
1993,NULL,Cropland,Water,Water,Water,Bareland,Bareland,Grassland
1994,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1995,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1996,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1997,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1998,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1999,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2000,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2001,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2002,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2003,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2004,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2005,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2006,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2007,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2008,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2009,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2010,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2011,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2012,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2013,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2014,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2015,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2016,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2017,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2018,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2019,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2020,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2021,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2022,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2023,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2024,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2025,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2026,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2027,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2028,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2029,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2030,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2031,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2032,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2033,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2034,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2035,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2036,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2037,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2038,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2039,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2040,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2041,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2042,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2043,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2044,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2045,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2046,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2047,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2048,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2049,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2050,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2051,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2052,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2053,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2054,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2055,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
2056,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2057,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2058,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2059,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2060,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2061,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2062,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2063,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2064,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2065,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2066,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2067,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2068,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2069,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2070,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2071,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2072,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
2073,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2074,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2075,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2076,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2077,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2078,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2079,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2080,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2081,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2082,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2083,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2084,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2085,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2086,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2087,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2088,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2089,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2090,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2091,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2092,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2093,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2094,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2095,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2096,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2097,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2098,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2099,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2100,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2101,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2102,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2103,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2104,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2105,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
2106,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2107,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2108,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2109,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
2110,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2111,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2112,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
2113,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
2114,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2115,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2116,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2117,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2118,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2119,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2120,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2121,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2122,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2123,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2124,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2125,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2126,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2127,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2128,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2129,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2130,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2131,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2132,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2133,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2134,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
2135,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2136,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2137,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2138,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2139,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2140,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2141,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2142,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2143,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2144,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2145,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2146,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2147,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2148,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2149,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2150,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
2151,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2152,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2153,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2154,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
2155,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2156,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2157,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2158,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2159,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2160,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2161,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2162,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2163,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2164,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2165,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2166,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2167,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2168,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2169,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2170,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2171,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
2172,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2173,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2174,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2175,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2176,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2177,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2178,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2179,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2180,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2186,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2187,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2188,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2189,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2192,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2193,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2194,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2195,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2196,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2197,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2198,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2199,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2200,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2201,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2202,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2203,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2204,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2205,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2206,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2207,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2208,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2209,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2210,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2211,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2212,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2213,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2214,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2215,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2216,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2217,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2218,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2219,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2220,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2221,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2222,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2223,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2224,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2225,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2226,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2227,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2228,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2229,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
2230,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2231,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2232,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2233,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2234,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2235,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2236,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2237,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2238,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2239,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2240,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2241,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2242,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2243,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2244,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2245,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2246,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2247,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2248,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2249,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2250,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2251,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2252,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2253,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2254,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2255,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
2256,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2257,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2258,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2259,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2260,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2261,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2262,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2263,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2264,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2265,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2266,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2267,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2268,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2269,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2270,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2271,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2272,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2273,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2274,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2275,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2276,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
