Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEU_M_R
1478,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1479,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1480,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
1481,Forest,Water,Water,NULL,Water,Forest,Water,Water
1482,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1483,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1484,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1485,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1486,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1487,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1488,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1489,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1490,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1491,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1492,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1493,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1494,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1495,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1496,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1497,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
1498,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
1499,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1500,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1501,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1502,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1503,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1504,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1505,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1506,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1507,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1508,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1509,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
1510,Forest,Water,Water,Water,Water,NULL,Water,Water
1511,Forest,Water,Water,Water,Water,NULL,Water,Forest
1512,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1513,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1514,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1515,Forest,Water,Water,Water,Water,Wetland,Bareland,Forest
1516,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1517,Forest,Water,Water,Water,Water,Wetland,Water,Water
1518,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1519,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1520,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
1521,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1522,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1523,Forest,Water,Water,Water,Water,Water,Wetland,Water
1524,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1525,Forest,Water,Water,Water,Water,Water,Bareland,Water
1526,Forest,Water,Water,Water,Water,Water,Bareland,Forest
1527,Forest,Water,Water,Water,Water,Water,Water,Grassland
1528,Forest,Water,Water,Water,Water,Water,Water,Water
1529,Forest,Water,Water,Water,Water,Water,Water,Forest
1530,Forest,Water,Water,Water,Water,Water,Forest,Water
1531,Forest,Water,Water,Water,Water,Water,Forest,Forest
1532,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1533,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1534,Forest,Water,Water,Water,Water,Forest,Water,Water
1535,Forest,Water,Water,Water,Water,Forest,Water,Forest
1536,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1537,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1538,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1539,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1540,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1541,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1542,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1543,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1544,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1545,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1546,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1547,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1548,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
1549,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1550,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1551,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1552,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1553,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1554,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1555,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1556,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1557,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1558,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1559,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1560,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1561,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1562,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1563,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1564,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1565,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1566,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1567,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1570,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1571,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1572,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1573,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1574,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1575,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1576,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1577,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1578,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1579,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1580,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1581,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1582,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1583,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1584,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1585,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1586,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1587,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1588,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
1589,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1590,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1591,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1592,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1593,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1594,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1595,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1596,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1597,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1598,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1599,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1600,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1601,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1602,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1603,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1604,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1605,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1606,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
1607,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1608,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1609,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1610,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1611,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1612,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1613,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1614,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1615,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1616,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1617,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1618,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1619,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1620,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1621,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1622,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1623,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1624,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1625,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1626,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1627,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1628,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1629,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1630,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1631,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1632,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1633,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1634,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1635,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1636,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1637,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1638,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1639,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1640,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1641,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1642,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1643,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1644,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1645,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1646,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1647,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1648,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1649,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1650,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1651,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1652,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1653,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1654,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1655,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1656,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1657,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1658,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1659,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1660,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1661,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1662,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1663,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1664,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1665,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1666,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1667,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1668,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1669,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1670,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1671,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
1672,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1673,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1674,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1675,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1676,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
1677,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1678,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1679,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1680,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1681,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1682,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1683,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1684,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1685,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1686,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1687,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1688,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Forest
1689,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
1690,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1691,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1692,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1693,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1694,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1695,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1696,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1697,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1698,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1699,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1715,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1716,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1718,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1719,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1720,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1723,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1724,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1728,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1729,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1730,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1731,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
1732,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1733,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1734,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1735,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1736,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1737,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1738,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1739,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1740,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1741,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1742,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1743,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1744,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1745,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1746,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1747,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1749,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1750,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1751,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1752,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1753,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1754,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1755,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1756,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1757,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1758,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1759,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1760,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1761,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1762,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1763,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1764,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1765,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1766,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1767,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1768,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1769,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1770,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1771,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1772,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1773,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
1774,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1775,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1776,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1777,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1778,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1779,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1780,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1781,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1782,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
1783,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1784,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1785,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1786,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1787,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1788,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1789,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1790,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
1791,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
1792,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1793,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1794,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
1795,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1796,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1797,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1798,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1799,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1800,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1801,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1802,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1803,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1804,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1805,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1806,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1807,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1808,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1809,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1810,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1811,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1812,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1813,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1814,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1815,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1816,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1817,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1818,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1819,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1820,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1821,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1822,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1823,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1824,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1825,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1826,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1827,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1828,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1829,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1830,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1831,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1832,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1833,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1834,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
