Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQC_M_R
3470,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3471,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3472,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3473,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3474,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3475,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3476,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3477,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3478,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3479,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3480,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3481,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3482,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3483,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3484,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3485,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3486,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3487,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3488,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3489,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3490,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3491,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3492,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3493,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3494,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3495,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3496,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3497,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3498,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3499,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3500,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3501,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3502,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3503,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3504,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3505,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3506,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3507,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3508,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3509,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3510,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3511,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3512,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3513,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3514,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3515,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3516,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3517,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3518,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3519,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3520,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3521,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3522,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3524,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3525,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3526,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3527,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3528,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3529,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3530,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3531,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3532,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3533,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3534,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3535,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3536,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3537,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3538,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3539,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3540,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3541,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3542,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3543,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3544,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3545,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3546,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3547,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3548,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3549,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3550,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3551,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3552,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3553,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3554,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3555,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3556,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3557,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3558,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3559,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3560,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3561,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3562,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3563,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3564,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3565,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3566,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3567,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3568,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3569,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3570,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3571,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3572,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3573,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3574,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3575,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3576,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3577,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3578,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3579,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3580,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3581,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3582,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3583,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3584,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3585,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3586,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3587,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3588,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3589,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3590,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3591,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3592,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3593,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3594,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3595,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3596,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3597,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3598,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3599,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3600,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3601,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3602,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3603,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3604,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3605,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3606,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3607,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3608,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3609,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3610,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3611,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3612,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3613,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3614,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3615,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3616,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3617,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3618,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3619,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3620,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3621,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3622,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3623,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3624,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3625,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3626,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3627,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3628,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3629,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3630,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3631,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3632,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3633,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3634,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3635,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3636,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3637,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3638,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3639,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3640,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3641,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3642,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3643,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3644,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3645,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3646,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3647,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3648,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3649,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3650,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3651,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3652,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3653,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3654,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3655,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3656,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3657,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3658,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3659,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3660,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3661,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3662,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3663,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3664,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3665,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3666,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3667,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3668,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3669,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3670,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3671,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3672,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3673,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3674,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3675,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3676,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3677,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3678,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3679,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3680,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3681,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3682,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3683,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3684,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
3685,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3686,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3687,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3688,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3689,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3690,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3691,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3692,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3693,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3694,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3695,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3696,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3697,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3698,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3699,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3700,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3701,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3702,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3703,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3704,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3705,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3706,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3707,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3708,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3709,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3710,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3711,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3712,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3713,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3714,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3715,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3716,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3717,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3718,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3719,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3720,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3721,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3722,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3723,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3724,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3725,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3726,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3727,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3728,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3729,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3730,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3731,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3732,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3733,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3734,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3735,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3736,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3737,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3738,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3739,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3740,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3741,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3742,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
3743,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
3744,NULL,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3745,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3746,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3747,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3748,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3749,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3750,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3751,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3752,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3753,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3754,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3755,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3756,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3757,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3758,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3759,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3760,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3761,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3762,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3763,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3764,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3765,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3766,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3767,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3768,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3769,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3770,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3771,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3772,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3773,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3774,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
3775,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
3776,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3777,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3778,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3779,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3780,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3781,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3782,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3783,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3784,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3785,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3786,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3787,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3788,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3789,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3790,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3791,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3792,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
