Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFT_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
330,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
335,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
337,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
345,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
348,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
393,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
396,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
410,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
414,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
415,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
424,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
427,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
432,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
438,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
451,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
452,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
453,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
454,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
459,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
460,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
461,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
462,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
463,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
464,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
465,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
466,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
467,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
470,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
471,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
472,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
473,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
474,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
477,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
478,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
479,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
480,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
481,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Cropland
482,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
483,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
554,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
561,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
578,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
580,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
581,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Bareland
582,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
583,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
584,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
586,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
587,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
588,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
589,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
590,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
591,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
592,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
593,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
594,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
595,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
596,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
597,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
598,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
599,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
600,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
601,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
602,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
603,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
604,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
605,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
606,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
607,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
608,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
609,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
610,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
614,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
615,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
616,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
618,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
619,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
620,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
622,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
624,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
625,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
626,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
628,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
629,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
630,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
631,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
632,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
633,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
634,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
635,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
637,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
638,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
640,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
641,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
642,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
643,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
644,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
645,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
646,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
647,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
648,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
649,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
650,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
651,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
653,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
655,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
