Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTT_M_R
1720,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1721,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1722,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1723,Forest,Forest,NULL,Water,Non_Wetland,Forest
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1726,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1727,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1728,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1729,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1730,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1736,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1737,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1738,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1739,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1740,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1741,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1742,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1743,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1744,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1745,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1746,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1747,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1748,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1749,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1750,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1751,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1752,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1753,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1754,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1755,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1756,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1757,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1758,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1759,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1760,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1761,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1762,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1763,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1764,Forest,Forest,Cropland,Water,Non_Wetland,Water
1765,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1766,Forest,Forest,Wetland,NULL,Wetland,Water
1767,Forest,Forest,Wetland,NULL,Wetland,Forest
1768,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1769,Forest,Forest,Wetland,Non_Water,Wetland,Water
1770,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1771,Forest,Forest,Wetland,Water,Wetland,Grassland
1772,Forest,Forest,Wetland,Water,Wetland,Bareland
1773,Forest,Forest,Wetland,Water,Wetland,Water
1774,Forest,Forest,Wetland,Water,Wetland,Forest
1775,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1776,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1777,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1778,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1779,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1780,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1781,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1782,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1783,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1784,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1785,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1786,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1787,Forest,Forest,Bareland,Water,Non_Wetland,Water
1788,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1789,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1790,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1791,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1792,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1793,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1794,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1795,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1796,Forest,Forest,Water,NULL,Water,NULL
1797,Forest,Forest,Water,NULL,Water,Grassland
1798,Forest,Forest,Water,NULL,Water,Bareland
1799,Forest,Forest,Water,NULL,Water,Water
1800,Forest,Forest,Water,NULL,Water,Forest
1801,Forest,Forest,Water,Non_Water,Water,Grassland
1802,Forest,Forest,Water,Non_Water,Water,Bareland
1803,Forest,Forest,Water,Non_Water,Water,Water
1804,Forest,Forest,Water,Non_Water,Water,Forest
1805,Forest,Forest,Water,Water,Water,NULL
1806,Forest,Forest,Water,Water,Water,Grassland
1807,Forest,Forest,Water,Water,Water,Cropland
1808,Forest,Forest,Water,Water,Water,Bareland
1809,Forest,Forest,Water,Water,Water,Water
1810,Forest,Forest,Water,Water,Water,Forest
1811,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1812,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1813,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1814,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1815,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1816,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1817,Forest,Forest,Forest,NULL,Non_Wetland,Water
1818,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1819,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1820,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1821,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1822,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1823,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1824,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1825,Forest,Forest,Forest,Water,Non_Wetland,NULL
1826,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1827,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1828,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1829,Forest,Forest,Forest,Water,Non_Wetland,Water
1830,Forest,Forest,Forest,Water,Non_Wetland,Forest
