Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQG_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
322,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
327,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
332,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
334,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
335,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
336,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
338,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
339,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
340,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
342,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
343,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
344,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
345,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
347,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
348,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
349,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
350,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
351,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
352,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
353,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Forest
354,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
355,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Wetland
356,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Water
357,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
359,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
360,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
361,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
362,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
364,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
365,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
366,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
367,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
370,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
371,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
372,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
373,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
374,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
375,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
376,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
377,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
378,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
379,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
380,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
381,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
382,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
383,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
384,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
385,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
386,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
387,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
400,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
402,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
403,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
404,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
405,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
406,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
408,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
409,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
410,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
411,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
412,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
413,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
415,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,NULL
438,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,NULL
439,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
457,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
459,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
460,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
462,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
463,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
464,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
465,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
467,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
470,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
471,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
472,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
474,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
476,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
477,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
478,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
479,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
481,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
483,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
484,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
485,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
486,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
487,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
488,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
489,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
490,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
491,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
492,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
493,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
494,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
495,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
497,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
498,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
499,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
500,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
501,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
503,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
504,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
506,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
507,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
508,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
509,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
512,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
513,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
514,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
515,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
516,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
517,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
518,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
519,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
520,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
521,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
522,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
525,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
526,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
527,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
528,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
529,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
530,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
531,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
532,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
533,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
534,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
535,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
536,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
537,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
538,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
539,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
540,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
541,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
542,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
543,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
544,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
545,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
546,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
547,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
548,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
549,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
550,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
551,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
552,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
553,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
554,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
555,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
556,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
557,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
558,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
559,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
560,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
561,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
562,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
563,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
564,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
565,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
566,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
567,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
568,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
569,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
570,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
571,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Forest
572,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
573,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
574,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
576,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
582,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
586,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
587,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
589,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
590,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
594,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
597,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
598,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
600,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
601,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
623,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
625,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
627,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
629,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
630,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
631,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
632,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
634,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
635,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
636,NULL,NULL,Water,NULL,Water,NULL,Wetland,Forest
637,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
638,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Built-up
639,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
640,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
641,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
642,NULL,NULL,Water,NULL,Water,Grassland,Water,Bareland
643,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
644,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
645,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
646,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
647,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
648,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
649,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
650,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
651,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
652,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
653,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
654,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
655,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
656,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
657,NULL,NULL,Water,NULL,Water,Wetland,Forest,Forest
658,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
659,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
660,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
661,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
662,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
663,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
664,NULL,NULL,Water,NULL,Water,Water,Wetland,Bareland
665,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
666,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
667,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
668,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
669,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
670,NULL,NULL,Water,NULL,Water,Water,Water,Water
671,NULL,NULL,Water,NULL,Water,Water,Water,Forest
672,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
673,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
674,NULL,NULL,Water,NULL,Water,Forest,Wetland,Grassland
675,NULL,NULL,Water,NULL,Water,Forest,Forest,Grassland
676,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
