Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVM_M_R
1273,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1274,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1275,NULL,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1276,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1277,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1278,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1279,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1280,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
1281,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1282,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1283,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1284,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1285,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1286,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1287,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1288,NULL,Water,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1289,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1290,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1291,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1292,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1293,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1294,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1295,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1296,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1297,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
1298,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1299,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1300,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1301,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1302,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1303,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1304,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1305,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Water
1306,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
1307,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1308,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1309,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1310,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1311,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1312,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1313,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1314,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1315,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1316,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1317,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1318,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1319,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1320,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1321,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1322,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1323,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1324,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1325,NULL,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
1326,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1327,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1328,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1329,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1330,NULL,Water,Wetland,Water,Wetland,Grassland,Forest,Water
1331,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1332,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1333,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1334,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1335,NULL,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
1336,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1337,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1338,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1339,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1340,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1341,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
1342,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
1343,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1344,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1345,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1346,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1347,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1348,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
1349,NULL,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1350,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1351,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1352,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1353,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1354,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1355,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1356,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1357,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1358,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1359,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1360,NULL,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
1361,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1362,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1363,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1364,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1365,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1366,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1367,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1368,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1369,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1370,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1371,NULL,Water,Water,NULL,Water,Grassland,Water,Water
1372,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1373,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
1374,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
1375,NULL,Water,Water,Water,Water,Grassland,Wetland,Water
1376,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
1377,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
1378,NULL,Water,Water,Water,Water,Bareland,Water,Water
1379,NULL,Water,Water,Water,Water,Water,Wetland,Water
1380,NULL,Water,Water,Water,Water,Water,Water,Water
1381,NULL,Water,Water,Water,Water,Water,Water,Forest
1382,NULL,Water,Water,Water,Water,Water,Forest,Water
1383,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1384,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1385,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1386,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1387,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1388,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1389,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1390,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1391,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1392,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1393,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1394,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1395,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1396,NULL,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1397,NULL,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1398,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1399,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1400,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1401,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1402,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1403,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1404,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1405,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1406,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1407,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1408,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1409,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1410,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1411,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1412,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1413,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1414,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1415,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1416,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1417,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1418,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1419,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1420,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1421,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1422,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1423,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1424,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1425,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1426,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1427,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1428,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1429,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1430,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1431,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1432,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1433,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1434,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1435,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1436,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1437,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1438,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1439,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1440,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1441,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1442,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1443,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1444,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1445,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1446,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1447,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1448,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1449,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1450,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1451,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1452,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1453,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1454,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1455,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1456,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1457,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1458,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1459,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1460,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1461,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1462,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1463,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1464,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1465,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1466,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1467,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1468,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1469,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1470,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1471,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1472,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1473,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1474,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1475,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1476,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1477,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1478,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1479,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1480,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1481,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1482,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1483,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1484,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1485,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1486,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1487,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1488,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1489,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1490,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1491,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1492,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1493,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1494,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1495,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1496,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1497,NULL,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1498,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
1499,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1500,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1501,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1502,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1503,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1504,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1505,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1506,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1507,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1508,NULL,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
1509,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1510,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
1511,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1512,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1513,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1514,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1515,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1516,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1517,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1518,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1519,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1520,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1521,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1522,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1523,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1524,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1525,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1526,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1527,NULL,Forest,Water,Water,Water,Shrubland,Water,Grassland
1528,NULL,Forest,Water,Water,Water,Bareland,Bareland,Grassland
1529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1530,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1531,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1532,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1533,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1534,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1535,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1536,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1537,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1538,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1539,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1540,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1541,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1542,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1543,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1544,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1545,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1546,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1547,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1548,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1549,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1550,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1551,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1552,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1553,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1554,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1555,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1556,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1557,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1558,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1559,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1560,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1561,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1562,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1563,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1564,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1565,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1566,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1567,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1568,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1569,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1570,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1571,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1572,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1573,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1574,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1575,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1576,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1577,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1578,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1579,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1580,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1581,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1582,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1583,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1584,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1585,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1586,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1587,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1588,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1589,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1590,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1591,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1592,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1593,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1594,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1595,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1596,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1597,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1598,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1599,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1600,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1601,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1602,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1603,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1604,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1605,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1606,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1607,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1608,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1609,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1610,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
1611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
