Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRS_M_R
324,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
325,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
326,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
327,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
328,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
329,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
330,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
331,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
332,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
333,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
334,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
336,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
337,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
338,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
339,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
340,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
341,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
342,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
343,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
344,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
345,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
346,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
347,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
348,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
349,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
366,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
369,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
370,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
371,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
372,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
374,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
376,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
377,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
379,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
380,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
381,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
382,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
383,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
390,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
391,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
393,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
394,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
395,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
396,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
397,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
398,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
399,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
401,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
402,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
406,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
407,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
408,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
409,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
410,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
411,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
412,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
413,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
414,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
415,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
416,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
417,NULL,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
418,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
419,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
420,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
421,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
422,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
423,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
424,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
425,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
426,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
427,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
428,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
429,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
430,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
431,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
432,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
433,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
434,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
436,NULL,Water,Water,Water,Water,Water,Water,Water
437,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
439,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
441,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
442,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
445,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
446,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
447,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
449,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
452,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
453,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
454,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
455,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
458,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
459,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
460,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
461,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
462,NULL,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
463,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
464,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
467,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
468,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
469,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
471,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
472,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
474,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
475,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
476,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
477,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
478,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
479,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
480,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
481,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
482,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
483,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
484,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
485,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
487,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
488,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
489,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
491,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
492,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
493,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
494,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
495,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
497,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
498,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
499,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
500,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
502,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
503,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
504,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
506,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
507,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
508,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
509,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
510,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
511,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
512,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
513,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
514,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
515,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
516,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
517,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
547,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
550,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
551,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
553,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
554,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
555,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
562,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
563,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
564,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
565,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
566,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
567,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
568,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
569,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
570,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
571,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
574,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
575,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
576,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
577,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
578,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
580,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
581,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
582,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
583,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
586,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
588,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
589,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
590,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
591,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
592,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
593,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
594,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
595,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
596,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
597,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
598,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
599,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
600,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
601,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
602,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
603,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
604,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
605,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
606,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
607,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
608,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
609,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
610,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
611,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
612,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
613,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
614,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
615,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
616,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
617,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
618,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
619,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
620,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
621,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
622,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
623,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
624,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
626,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
627,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
629,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
630,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
631,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
632,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
633,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
635,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
636,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
637,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
639,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
640,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
641,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
642,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
643,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
644,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
645,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
646,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
647,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
648,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
649,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
650,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
651,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
652,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
653,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
654,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
655,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
