Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTH_M_R
1785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1791,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1792,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1793,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1794,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1795,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1796,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1797,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1798,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1799,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1800,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1801,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1802,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1803,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1804,Grassland,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
1805,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1806,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1807,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1808,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1809,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1810,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1811,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1812,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1813,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1814,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1816,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1817,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1818,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1819,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1820,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1821,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1822,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1823,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1824,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1825,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1826,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1827,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
1828,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1829,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
1830,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
1831,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
1832,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
1833,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1834,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1835,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1836,Grassland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
1837,Grassland,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
1838,Grassland,Cropland,Water,Water,Water,Bareland,Water,Grassland
1839,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1840,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1841,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1842,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1843,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1844,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1845,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1846,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1847,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1848,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1849,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1850,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1851,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1852,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1853,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1854,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1855,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1856,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1857,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1858,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1859,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1860,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1861,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1862,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1863,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1864,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1865,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1866,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1867,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1868,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1869,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1870,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1871,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1872,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1873,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1874,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1875,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1876,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1877,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1878,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1879,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1880,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1881,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1882,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1883,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1884,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1885,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1886,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1887,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1888,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1889,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1890,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1891,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1892,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1893,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1894,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1895,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1896,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1897,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1898,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1899,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1900,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1901,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1902,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1903,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1904,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1905,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1906,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1907,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1908,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1909,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1910,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1912,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1913,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1914,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1915,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1916,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1917,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1918,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1919,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1920,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1921,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1922,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1923,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1924,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1925,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1926,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1927,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1928,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1929,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1930,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1931,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1932,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1933,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1934,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1935,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1936,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1937,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1938,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1939,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1940,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1941,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1942,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1943,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1944,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
1945,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
1946,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1947,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
1948,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1949,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1950,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1951,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1952,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1953,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1954,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1955,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1956,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1957,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1958,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1960,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1961,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1962,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1963,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1964,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1965,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1966,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1967,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1968,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1969,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1970,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1971,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1972,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1973,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1974,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1975,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1976,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1977,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1978,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1979,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1980,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1981,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1982,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1983,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1984,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1985,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1986,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1987,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1988,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1989,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1990,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1991,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1992,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1993,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1994,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1995,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1996,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1997,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1998,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1999,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2000,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2001,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2002,Grassland,Forest,Water,NULL,Water,Bareland,Grassland,Forest
2003,Grassland,Forest,Water,NULL,Water,Bareland,Water,Grassland
2004,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2005,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2006,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2007,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2008,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2009,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2010,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2011,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2012,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2013,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2014,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2015,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2016,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2017,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2018,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2019,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2020,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2021,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2022,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2023,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2024,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2025,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2026,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2027,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2028,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2029,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2030,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2031,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2032,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2033,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2034,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2035,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2036,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2037,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2038,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2039,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2040,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2041,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2042,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2043,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2044,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2045,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2046,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2047,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2048,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2049,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2050,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2051,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2052,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
2053,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2054,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2055,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2056,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2057,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2058,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2059,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2060,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2061,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2062,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2063,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2064,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2065,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2066,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2067,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2068,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2069,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2075,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
