Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
1688,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
1689,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1690,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1691,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up
1692,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1693,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1694,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1695,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1696,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1697,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1698,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1699,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1700,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1701,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1702,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1703,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1704,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1705,Bareland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1706,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1707,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1708,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1709,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1710,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1711,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1712,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1713,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1714,Bareland,Built-up,Wetland,Water,Wetland,Built-up
1715,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1716,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1717,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1718,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1719,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1720,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1721,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1722,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1723,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1724,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1725,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1726,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1727,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1728,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1729,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1730,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1731,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1732,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1733,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1734,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1735,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1736,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1737,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1738,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1739,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1740,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1741,Bareland,Built-up,Water,NULL,Water,Grassland
1742,Bareland,Built-up,Water,NULL,Water,Bareland
1743,Bareland,Built-up,Water,NULL,Water,Built-up
1744,Bareland,Built-up,Water,Water,Water,Bareland
1745,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1746,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1747,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
1748,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1749,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1750,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1751,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1752,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1753,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1754,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1755,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1756,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1757,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1758,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1759,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1760,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1761,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1762,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1763,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1764,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1765,Bareland,Water,Shrubland,Water,Non_Wetland,Built-up
1766,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1767,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1768,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1769,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1770,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1771,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1772,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1773,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1774,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1775,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1776,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1777,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1778,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1779,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1780,Bareland,Water,Grassland,Water,Non_Wetland,Water
1781,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1782,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1783,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1784,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1785,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1786,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1787,Bareland,Water,Cropland,Water,Non_Wetland,Water
1788,Bareland,Water,Wetland,NULL,Wetland,Bareland
1789,Bareland,Water,Wetland,NULL,Wetland,Water
1790,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1791,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1792,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1793,Bareland,Water,Wetland,Non_Water,Wetland,Water
1794,Bareland,Water,Wetland,Water,Wetland,Wetland
1795,Bareland,Water,Wetland,Water,Wetland,Bareland
1796,Bareland,Water,Wetland,Water,Wetland,Built-up
1797,Bareland,Water,Wetland,Water,Wetland,Water
1798,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1799,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1800,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1801,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1802,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1803,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1804,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1805,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1806,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1807,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1808,Bareland,Water,Bareland,Non_Water,Non_Wetland,Built-up
1809,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1810,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1811,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1812,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1813,Bareland,Water,Bareland,Water,Non_Wetland,Built-up
1814,Bareland,Water,Bareland,Water,Non_Wetland,Water
1815,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1816,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1817,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1818,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1819,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1820,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1821,Bareland,Water,Water,NULL,Water,Grassland
1822,Bareland,Water,Water,NULL,Water,Bareland
1823,Bareland,Water,Water,NULL,Water,Built-up
1824,Bareland,Water,Water,NULL,Water,Water
1825,Bareland,Water,Water,Non_Water,Water,Water
1826,Bareland,Water,Water,Water,Water,Grassland
1827,Bareland,Water,Water,Water,Water,Wetland
1828,Bareland,Water,Water,Water,Water,Bareland
1829,Bareland,Water,Water,Water,Water,Built-up
1830,Bareland,Water,Water,Water,Water,Water
1831,Bareland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1832,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1833,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1834,Bareland,Water,Forest,NULL,Non_Wetland,Water
1835,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
1836,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1837,Bareland,Water,Forest,Water,Non_Wetland,Water
1838,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1839,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1840,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1841,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1842,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1843,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1844,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
1845,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1846,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1847,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1848,Bareland,Forest,Water,NULL,Water,Grassland
1849,Bareland,Forest,Water,NULL,Water,Bareland
1850,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1851,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1852,Water,NULL,NULL,NULL,Non_Wetland,Water
1853,Water,NULL,NULL,NULL,Non_Wetland,Forest
1854,Water,NULL,NULL,Water,Non_Wetland,Grassland
1855,Water,NULL,NULL,Water,Non_Wetland,Water
1856,Water,NULL,NULL,Water,Non_Wetland,Forest
1857,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1858,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1859,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1860,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1861,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1862,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1863,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1864,Water,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1865,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1866,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1867,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1868,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1869,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1870,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1871,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1872,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1873,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1874,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1875,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1876,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1877,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1878,Water,NULL,Shrubland,Water,Non_Wetland,Water
1879,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1880,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1881,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1882,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1883,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1884,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1885,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1886,Water,NULL,Grassland,NULL,Non_Wetland,Water
1887,Water,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1888,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1889,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1890,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1891,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1892,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1893,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1894,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1895,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1896,Water,NULL,Grassland,Water,Non_Wetland,Water
1897,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1898,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1899,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1900,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1901,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1902,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1903,Water,NULL,Cropland,NULL,Non_Wetland,Water
1904,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1905,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1906,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1907,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1908,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1909,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1910,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1911,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1912,Water,NULL,Cropland,Water,Non_Wetland,Built-up
1913,Water,NULL,Cropland,Water,Non_Wetland,Water
1914,Water,NULL,Wetland,NULL,Wetland,NULL
1915,Water,NULL,Wetland,NULL,Wetland,Grassland
1916,Water,NULL,Wetland,NULL,Wetland,Wetland
1917,Water,NULL,Wetland,NULL,Wetland,Water
1918,Water,NULL,Wetland,NULL,Wetland,Forest
1919,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1920,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1921,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1922,Water,NULL,Wetland,Non_Water,Wetland,Water
1923,Water,NULL,Wetland,Water,Wetland,NULL
1924,Water,NULL,Wetland,Water,Wetland,Grassland
1925,Water,NULL,Wetland,Water,Wetland,Wetland
1926,Water,NULL,Wetland,Water,Wetland,Bareland
1927,Water,NULL,Wetland,Water,Wetland,Water
1928,Water,NULL,Wetland,Water,Wetland,Forest
1929,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1930,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1931,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1932,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1933,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1934,Water,NULL,Bareland,NULL,Non_Wetland,Water
1935,Water,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1936,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1937,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1938,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1939,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1940,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1941,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1942,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1943,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1944,Water,NULL,Bareland,Water,Non_Wetland,Built-up
1945,Water,NULL,Bareland,Water,Non_Wetland,Water
1946,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1947,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1948,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1949,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1950,Water,NULL,Built-up,NULL,Non_Wetland,Water
1951,Water,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1952,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1953,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1954,Water,NULL,Water,NULL,NULL,Grassland
1955,Water,NULL,Water,NULL,NULL,Bareland
1956,Water,NULL,Water,NULL,NULL,Water
1957,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1958,Water,NULL,Water,NULL,Water,Grassland
1959,Water,NULL,Water,NULL,Water,Cropland
1960,Water,NULL,Water,NULL,Water,Wetland
1961,Water,NULL,Water,NULL,Water,Bareland
1962,Water,NULL,Water,NULL,Water,Water
1963,Water,NULL,Water,NULL,Water,Permanent_ice_and_snow
1964,Water,NULL,Water,NULL,Water,Forest
1965,Water,NULL,Water,Non_Water,Water,Grassland
1966,Water,NULL,Water,Non_Water,Water,Wetland
1967,Water,NULL,Water,Non_Water,Water,Bareland
1968,Water,NULL,Water,Non_Water,Water,Water
1969,Water,NULL,Water,Water,NULL,Bareland
1970,Water,NULL,Water,Water,Water,NULL
1971,Water,NULL,Water,Water,Water,Grassland
1972,Water,NULL,Water,Water,Water,Wetland
1973,Water,NULL,Water,Water,Water,Bareland
1974,Water,NULL,Water,Water,Water,Water
1975,Water,NULL,Water,Water,Water,Forest
1976,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1977,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1978,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1979,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1980,Water,NULL,Forest,NULL,Non_Wetland,NULL
1981,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1982,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1983,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1984,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1985,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1986,Water,NULL,Forest,NULL,Non_Wetland,Water
1987,Water,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1988,Water,NULL,Forest,NULL,Non_Wetland,Forest
1989,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1990,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1991,Water,NULL,Forest,Water,Non_Wetland,NULL
1992,Water,NULL,Forest,Water,Non_Wetland,Grassland
1993,Water,NULL,Forest,Water,Non_Wetland,Wetland
1994,Water,NULL,Forest,Water,Non_Wetland,Bareland
1995,Water,NULL,Forest,Water,Non_Wetland,Water
1996,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1997,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1998,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1999,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2000,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2001,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2002,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2003,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2004,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2005,Water,Cropland,Grassland,NULL,Non_Wetland,Water
2006,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2007,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2008,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2009,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2010,Water,Cropland,Wetland,NULL,Wetland,Water
2011,Water,Cropland,Wetland,NULL,Wetland,Forest
2012,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2013,Water,Cropland,Wetland,Water,Wetland,Cropland
2014,Water,Cropland,Wetland,Water,Wetland,Water
2015,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2016,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2017,Water,Cropland,Water,NULL,Water,Wetland
2018,Water,Cropland,Water,Non_Water,Water,Water
2019,Water,Cropland,Water,Water,Water,Wetland
2020,Water,Cropland,Water,Water,Water,Water
2021,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2022,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2023,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
2024,Water,Cropland,Forest,NULL,Non_Wetland,Water
2025,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2026,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2027,Water,Cropland,Forest,Water,Non_Wetland,Cropland
2028,Water,Cropland,Forest,Water,Non_Wetland,Wetland
2029,Water,Cropland,Forest,Water,Non_Wetland,Forest
2030,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
2031,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2032,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2033,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2034,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2035,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2036,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2037,Water,Wetland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2038,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2039,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2040,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2041,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2042,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2043,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
2044,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2045,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
2046,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
2047,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2048,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
2049,Water,Wetland,Grassland,NULL,Non_Wetland,Water
2050,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2051,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2052,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2053,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2054,Water,Wetland,Grassland,Water,Non_Wetland,Water
2055,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2056,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
2057,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
2058,Water,Wetland,Cropland,NULL,Non_Wetland,Water
2059,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2060,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2061,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
2062,Water,Wetland,Cropland,Water,Non_Wetland,Water
2063,Water,Wetland,Wetland,NULL,Wetland,Grassland
2064,Water,Wetland,Wetland,NULL,Wetland,Wetland
2065,Water,Wetland,Wetland,NULL,Wetland,Water
2066,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2067,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2068,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
2069,Water,Wetland,Wetland,Non_Water,Wetland,Water
2070,Water,Wetland,Wetland,Water,Wetland,Grassland
2071,Water,Wetland,Wetland,Water,Wetland,Wetland
2072,Water,Wetland,Wetland,Water,Wetland,Bareland
2073,Water,Wetland,Wetland,Water,Wetland,Water
2074,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
2075,Water,Wetland,Bareland,NULL,Non_Wetland,Water
2076,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2077,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2078,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
2079,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
2080,Water,Wetland,Bareland,Water,Non_Wetland,Water
2081,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
2082,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up
2083,Water,Wetland,Water,NULL,Water,Grassland
2084,Water,Wetland,Water,NULL,Water,Wetland
2085,Water,Wetland,Water,NULL,Water,Water
2086,Water,Wetland,Water,Non_Water,Water,Grassland
2087,Water,Wetland,Water,Non_Water,Water,Wetland
2088,Water,Wetland,Water,Non_Water,Water,Water
2089,Water,Wetland,Water,Water,Water,Grassland
2090,Water,Wetland,Water,Water,Water,Wetland
2091,Water,Wetland,Water,Water,Water,Water
2092,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2093,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2094,Water,Wetland,Forest,NULL,Non_Wetland,Water
2095,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2096,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2097,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2098,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2099,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2100,Water,Wetland,Forest,Water,Non_Wetland,Water
2101,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
2102,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
2103,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
2104,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2105,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2106,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2107,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
2108,Water,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2109,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2110,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
2111,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2112,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2113,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2114,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2115,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2116,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
