Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
1705,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1706,Water,NULL,Forest,NULL,Non_Wetland,Water
1707,Water,NULL,Forest,NULL,Non_Wetland,Forest
1708,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1709,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1710,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1711,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1712,Water,NULL,Forest,Water,Non_Wetland,Grassland
1713,Water,NULL,Forest,Water,Non_Wetland,Water
1714,Water,NULL,Forest,Water,Non_Wetland,Forest
1715,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1716,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1717,Water,Cropland,NULL,NULL,Non_Wetland,Built-up
1718,Water,Cropland,NULL,NULL,Non_Wetland,Water
1719,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1720,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1721,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1722,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1723,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1724,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1725,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1726,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1727,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1728,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1729,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1730,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1731,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1732,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1733,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1734,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1735,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1736,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1737,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1738,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1739,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1740,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1741,Water,Cropland,Grassland,Water,Non_Wetland,Water
1742,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1743,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1744,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1745,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1746,Water,Cropland,Wetland,NULL,Wetland,Grassland
1747,Water,Cropland,Wetland,Water,Wetland,Grassland
1748,Water,Cropland,Wetland,Water,Wetland,Cropland
1749,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1750,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1751,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1752,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1753,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1754,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1755,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1756,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1757,Water,Cropland,Water,NULL,Water,Grassland
1758,Water,Cropland,Water,NULL,Water,Cropland
1759,Water,Cropland,Water,NULL,Water,Bareland
1760,Water,Cropland,Water,NULL,Water,Water
1761,Water,Cropland,Water,NULL,Water,Forest
1762,Water,Cropland,Water,Non_Water,Water,Forest
1763,Water,Cropland,Water,Water,Water,Grassland
1764,Water,Cropland,Water,Water,Water,Water
1765,Water,Cropland,Water,Water,Water,Forest
1766,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1767,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1768,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1769,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1770,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1771,Water,Cropland,Forest,NULL,Non_Wetland,Water
1772,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1773,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1774,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1775,Water,Cropland,Forest,Water,Non_Wetland,Forest
1776,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1777,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1778,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1779,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1780,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1781,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1782,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1783,Water,Wetland,Water,NULL,Water,Forest
1784,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1785,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1786,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1787,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1788,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1789,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1790,Water,Bareland,NULL,NULL,Non_Wetland,Water
1791,Water,Bareland,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
1792,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1793,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1794,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1795,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1796,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1797,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1798,Water,Bareland,NULL,Water,Non_Wetland,Water
1799,Water,Bareland,NULL,Water,Non_Wetland,Forest
1800,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1801,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1802,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1803,Water,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1804,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1805,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1806,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1807,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1808,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1809,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1810,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1811,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1812,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1813,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1814,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1815,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1816,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
1817,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1818,Water,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1819,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1820,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1821,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1822,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1823,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1824,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1825,Water,Bareland,Grassland,Water,Non_Wetland,Water
1826,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1827,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1828,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1829,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1830,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1831,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1832,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1833,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1834,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1835,Water,Bareland,Cropland,Water,Non_Wetland,Water
1836,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1837,Water,Bareland,Wetland,NULL,Wetland,Grassland
1838,Water,Bareland,Wetland,NULL,Wetland,Bareland
1839,Water,Bareland,Wetland,NULL,Wetland,Water
1840,Water,Bareland,Wetland,NULL,Wetland,Forest
1841,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1842,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1843,Water,Bareland,Wetland,Non_Water,Wetland,Water
1844,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1845,Water,Bareland,Wetland,Water,Wetland,Grassland
1846,Water,Bareland,Wetland,Water,Wetland,Bareland
1847,Water,Bareland,Wetland,Water,Wetland,Water
1848,Water,Bareland,Wetland,Water,Wetland,Forest
1849,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1850,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1851,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1852,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1853,Water,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1854,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1855,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1856,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1857,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1858,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1859,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1860,Water,Bareland,Bareland,Water,Non_Wetland,Water
1861,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1862,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1863,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1864,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1865,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1866,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1867,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1868,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1869,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1870,Water,Bareland,Built-up,Water,Non_Wetland,Water
1871,Water,Bareland,Built-up,Water,Non_Wetland,Forest
1872,Water,Bareland,Water,NULL,NULL,Bareland
1873,Water,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1874,Water,Bareland,Water,NULL,Water,Grassland
1875,Water,Bareland,Water,NULL,Water,Bareland
1876,Water,Bareland,Water,NULL,Water,Water
1877,Water,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1878,Water,Bareland,Water,NULL,Water,Forest
1879,Water,Bareland,Water,Non_Water,Water,Grassland
1880,Water,Bareland,Water,Non_Water,Water,Bareland
1881,Water,Bareland,Water,Non_Water,Water,Water
1882,Water,Bareland,Water,Non_Water,Water,Forest
1883,Water,Bareland,Water,Water,Water,Grassland
1884,Water,Bareland,Water,Water,Water,Bareland
1885,Water,Bareland,Water,Water,Water,Water
1886,Water,Bareland,Water,Water,Water,Forest
1887,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1888,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1889,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1890,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1891,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1892,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1893,Water,Bareland,Forest,NULL,Non_Wetland,Water
1894,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1895,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1896,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1897,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1898,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1899,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1900,Water,Bareland,Forest,Water,Non_Wetland,Cropland
1901,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1902,Water,Bareland,Forest,Water,Non_Wetland,Water
1903,Water,Bareland,Forest,Water,Non_Wetland,Forest
1904,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1905,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1906,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
1907,Water,Built-up,NULL,NULL,Non_Wetland,Water
1908,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1909,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland
1910,Water,Built-up,NULL,Non_Water,Non_Wetland,Water
1911,Water,Built-up,NULL,Non_Water,Non_Wetland,Forest
1912,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1913,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1914,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1915,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1916,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1917,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1918,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1919,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1920,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1921,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1922,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1923,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1924,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1925,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1926,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1927,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1928,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1929,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1930,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1931,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1932,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1933,Water,Built-up,Grassland,Water,Non_Wetland,Water
1934,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1935,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1936,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1937,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1938,Water,Built-up,Cropland,Water,Non_Wetland,Water
1939,Water,Built-up,Wetland,NULL,Wetland,Grassland
1940,Water,Built-up,Wetland,NULL,Wetland,Bareland
1941,Water,Built-up,Wetland,NULL,Wetland,Water
1942,Water,Built-up,Wetland,NULL,Wetland,Forest
1943,Water,Built-up,Wetland,Water,Wetland,Forest
1944,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1945,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1946,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1947,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1948,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1949,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1950,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1951,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1952,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1953,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1954,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1955,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1956,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1957,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1958,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1959,Water,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1960,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
1961,Water,Built-up,Water,NULL,Water,Grassland
1962,Water,Built-up,Water,NULL,Water,Cropland
1963,Water,Built-up,Water,NULL,Water,Bareland
1964,Water,Built-up,Water,NULL,Water,Water
1965,Water,Built-up,Water,NULL,Water,Forest
1966,Water,Built-up,Water,Non_Water,Water,Grassland
1967,Water,Built-up,Water,Non_Water,Water,Bareland
1968,Water,Built-up,Water,Non_Water,Water,Water
1969,Water,Built-up,Water,Non_Water,Water,Forest
1970,Water,Built-up,Water,Water,Water,Grassland
1971,Water,Built-up,Water,Water,Water,Cropland
1972,Water,Built-up,Water,Water,Water,Water
1973,Water,Built-up,Water,Water,Water,Forest
1974,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1975,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1976,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1977,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1978,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1979,Water,Built-up,Forest,NULL,Non_Wetland,Water
1980,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1981,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1982,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1983,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1984,Water,Built-up,Forest,Water,Non_Wetland,Forest
1985,Water,Water,NULL,NULL,Non_Wetland,NULL
1986,Water,Water,NULL,NULL,Non_Wetland,Grassland
1987,Water,Water,NULL,NULL,Non_Wetland,Cropland
1988,Water,Water,NULL,NULL,Non_Wetland,Bareland
1989,Water,Water,NULL,NULL,Non_Wetland,Built-up
1990,Water,Water,NULL,NULL,Non_Wetland,Water
1991,Water,Water,NULL,NULL,Non_Wetland,Forest
1992,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1993,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1994,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1995,Water,Water,NULL,Non_Water,Non_Wetland,Water
1996,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1997,Water,Water,NULL,Water,Non_Wetland,Grassland
1998,Water,Water,NULL,Water,Non_Wetland,Bareland
1999,Water,Water,NULL,Water,Non_Wetland,Water
2000,Water,Water,NULL,Water,Non_Wetland,Forest
2001,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2002,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2003,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2004,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2005,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2006,Water,Water,Shrubland,NULL,Non_Wetland,Water
2007,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2008,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2009,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2010,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2011,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2012,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2013,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2014,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2015,Water,Water,Shrubland,Water,Non_Wetland,Water
2016,Water,Water,Shrubland,Water,Non_Wetland,Forest
2017,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2018,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2019,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2020,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2021,Water,Water,Grassland,NULL,Non_Wetland,Water
2022,Water,Water,Grassland,NULL,Non_Wetland,Forest
2023,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2024,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2025,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2026,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2027,Water,Water,Grassland,Water,Non_Wetland,Grassland
2028,Water,Water,Grassland,Water,Non_Wetland,Bareland
2029,Water,Water,Grassland,Water,Non_Wetland,Water
2030,Water,Water,Grassland,Water,Non_Wetland,Forest
2031,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2032,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2033,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2034,Water,Water,Cropland,NULL,Non_Wetland,Water
2035,Water,Water,Cropland,NULL,Non_Wetland,Forest
2036,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2037,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2038,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2039,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2040,Water,Water,Cropland,Water,Non_Wetland,Grassland
2041,Water,Water,Cropland,Water,Non_Wetland,Bareland
2042,Water,Water,Cropland,Water,Non_Wetland,Water
2043,Water,Water,Cropland,Water,Non_Wetland,Forest
2044,Water,Water,Wetland,NULL,Wetland,Grassland
2045,Water,Water,Wetland,NULL,Wetland,Bareland
2046,Water,Water,Wetland,NULL,Wetland,Water
2047,Water,Water,Wetland,NULL,Wetland,Forest
2048,Water,Water,Wetland,Non_Water,Wetland,Grassland
2049,Water,Water,Wetland,Non_Water,Wetland,Bareland
2050,Water,Water,Wetland,Non_Water,Wetland,Water
2051,Water,Water,Wetland,Non_Water,Wetland,Forest
2052,Water,Water,Wetland,Water,Wetland,Grassland
2053,Water,Water,Wetland,Water,Wetland,Cropland
2054,Water,Water,Wetland,Water,Wetland,Bareland
2055,Water,Water,Wetland,Water,Wetland,Water
2056,Water,Water,Wetland,Water,Wetland,Forest
2057,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2058,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2059,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2060,Water,Water,Bareland,NULL,Non_Wetland,Water
2061,Water,Water,Bareland,NULL,Non_Wetland,Forest
2062,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2063,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2064,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2065,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2066,Water,Water,Bareland,Water,Non_Wetland,Grassland
2067,Water,Water,Bareland,Water,Non_Wetland,Bareland
2068,Water,Water,Bareland,Water,Non_Wetland,Water
2069,Water,Water,Bareland,Water,Non_Wetland,Forest
2070,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2071,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2072,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2073,Water,Water,Built-up,NULL,Non_Wetland,Water
2074,Water,Water,Built-up,NULL,Non_Wetland,Forest
2075,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2076,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2077,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2078,Water,Water,Built-up,Water,Non_Wetland,Bareland
2079,Water,Water,Built-up,Water,Non_Wetland,Water
2080,Water,Water,Built-up,Water,Non_Wetland,Forest
2081,Water,Water,Water,NULL,Water,Grassland
2082,Water,Water,Water,NULL,Water,Cropland
2083,Water,Water,Water,NULL,Water,Bareland
2084,Water,Water,Water,NULL,Water,Built-up
2085,Water,Water,Water,NULL,Water,Water
2086,Water,Water,Water,NULL,Water,Forest
2087,Water,Water,Water,Non_Water,Water,Grassland
2088,Water,Water,Water,Non_Water,Water,Bareland
2089,Water,Water,Water,Non_Water,Water,Water
2090,Water,Water,Water,Non_Water,Water,Forest
2091,Water,Water,Water,Water,Water,Grassland
2092,Water,Water,Water,Water,Water,Cropland
2093,Water,Water,Water,Water,Water,Wetland
2094,Water,Water,Water,Water,Water,Bareland
2095,Water,Water,Water,Water,Water,Built-up
2096,Water,Water,Water,Water,Water,Water
2097,Water,Water,Water,Water,Water,Forest
2098,Water,Water,Forest,NULL,Non_Wetland,Grassland
2099,Water,Water,Forest,NULL,Non_Wetland,Cropland
2100,Water,Water,Forest,NULL,Non_Wetland,Bareland
2101,Water,Water,Forest,NULL,Non_Wetland,Built-up
2102,Water,Water,Forest,NULL,Non_Wetland,Water
2103,Water,Water,Forest,NULL,Non_Wetland,Forest
2104,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2105,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2106,Water,Water,Forest,Non_Water,Non_Wetland,Water
2107,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2108,Water,Water,Forest,Water,Non_Wetland,Grassland
2109,Water,Water,Forest,Water,Non_Wetland,Bareland
2110,Water,Water,Forest,Water,Non_Wetland,Water
2111,Water,Water,Forest,Water,Non_Wetland,Forest
2112,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2113,Water,Forest,NULL,NULL,Non_Wetland,NULL
2114,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2115,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2116,Water,Forest,NULL,NULL,Non_Wetland,Water
2117,Water,Forest,NULL,NULL,Non_Wetland,Forest
2118,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland
2119,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
2120,Water,Forest,NULL,Water,Non_Wetland,Bareland
2121,Water,Forest,NULL,Water,Non_Wetland,Forest
2122,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2123,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2124,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2125,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2126,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
2127,Water,Forest,Shrubland,NULL,Non_Wetland,Water
2128,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2129,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2130,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2131,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
2132,Water,Forest,Shrubland,Water,Non_Wetland,Water
2133,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2134,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2135,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2136,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
2137,Water,Forest,Grassland,NULL,Non_Wetland,Water
2138,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2139,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2140,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2141,Water,Forest,Grassland,Water,Non_Wetland,Grassland
2142,Water,Forest,Grassland,Water,Non_Wetland,Bareland
2143,Water,Forest,Grassland,Water,Non_Wetland,Water
2144,Water,Forest,Grassland,Water,Non_Wetland,Forest
2145,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2146,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
2147,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2148,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2149,Water,Forest,Cropland,Water,Non_Wetland,Water
