Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMT_M_R
326,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
327,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
328,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
329,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
330,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
332,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
333,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
334,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
336,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
339,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
340,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
342,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
343,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
346,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
347,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
348,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
349,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
350,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
370,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
391,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
396,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
397,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
402,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
403,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
405,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
406,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
407,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
408,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
409,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
410,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
411,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
412,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
413,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
414,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
415,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
416,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
417,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
418,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Built-up
419,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
420,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
421,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
422,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
429,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
431,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
433,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
434,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
436,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
439,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
441,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
450,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
453,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
472,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
483,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
486,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
490,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
491,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
493,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
494,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
495,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
497,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
498,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
499,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
500,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
502,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
512,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
513,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
514,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
515,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
516,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
518,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
520,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
521,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
522,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
523,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
524,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
525,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
539,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
540,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
559,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
560,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
561,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
562,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
566,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
567,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
568,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
569,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
570,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
574,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
575,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
577,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
579,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
580,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
581,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
582,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
583,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
584,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
586,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
589,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
590,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
591,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
592,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
593,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
594,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
596,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
597,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
599,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
601,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
603,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
604,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
605,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
606,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
607,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
608,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
609,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
610,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
611,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
612,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
613,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
615,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
616,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
617,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
619,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
620,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
621,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
622,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
623,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
624,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
625,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
627,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
629,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
630,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
631,NULL,Wetland,Water,Water,Water,Water,Water,Water
632,NULL,Wetland,Water,Water,Water,Water,Forest,Water
633,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
634,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
635,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
636,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
638,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
641,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
642,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
643,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
644,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
645,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
646,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
647,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
649,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
650,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
651,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
652,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
653,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
654,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
655,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
656,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
657,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
