Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGE_M_R
334,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
335,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
336,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
337,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
338,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
339,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
340,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
341,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Built-up,NULL
342,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
343,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
344,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
345,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
346,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
347,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Built-up,NULL
348,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
349,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
350,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
351,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
352,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
353,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
354,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Built-up,NULL
355,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
356,NULL,Wetland,Wetland,NULL,Wetland,Water,Built-up,NULL
357,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
358,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
359,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
360,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
361,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
362,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
363,NULL,Wetland,Water,NULL,Water,Grassland,Water,NULL
364,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
365,NULL,Wetland,Water,NULL,Water,Wetland,Water,NULL
366,NULL,Wetland,Water,NULL,Water,Water,Wetland,NULL
367,NULL,Wetland,Water,NULL,Water,Water,Water,NULL
368,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
369,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
370,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
371,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
372,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
373,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
374,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
375,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
376,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
377,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
378,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
379,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
380,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
381,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
382,NULL,Bareland,Wetland,NULL,NULL,Wetland,Water,NULL
383,NULL,Bareland,Wetland,NULL,NULL,Bareland,Built-up,NULL
384,NULL,Bareland,Wetland,NULL,NULL,Bareland,Water,NULL
385,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
386,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
387,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
388,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
389,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
390,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
391,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
392,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
393,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
394,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
395,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
396,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
397,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
398,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
399,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
400,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
401,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
402,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
403,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
404,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
405,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
406,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
407,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
408,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
409,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
410,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
411,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
412,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
413,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
414,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
415,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
438,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
439,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
454,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
455,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
456,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
457,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
458,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
459,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
464,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
465,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
466,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
467,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,NULL
468,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
469,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
470,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
471,NULL,Built-up,Wetland,NULL,NULL,Grassland,Bareland,NULL
472,NULL,Built-up,Wetland,NULL,NULL,Wetland,Wetland,NULL
473,NULL,Built-up,Wetland,NULL,NULL,Wetland,Built-up,NULL
474,NULL,Built-up,Wetland,NULL,NULL,Wetland,Water,NULL
475,NULL,Built-up,Wetland,NULL,NULL,Bareland,Bareland,NULL
476,NULL,Built-up,Wetland,NULL,NULL,Bareland,Built-up,NULL
477,NULL,Built-up,Wetland,NULL,NULL,Bareland,Water,NULL
478,NULL,Built-up,Wetland,NULL,NULL,Built-up,Bareland,NULL
479,NULL,Built-up,Wetland,NULL,NULL,Built-up,Built-up,NULL
480,NULL,Built-up,Wetland,NULL,NULL,Built-up,Water,NULL
481,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,NULL
482,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
483,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
484,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
485,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
486,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
487,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
488,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
489,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
490,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
491,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
492,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
493,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
494,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
495,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
496,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
497,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
498,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
499,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
500,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
501,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
502,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
503,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
504,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
505,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
506,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,NULL
507,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,NULL
508,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
509,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,NULL
510,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
511,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,NULL
512,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
513,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
514,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
515,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
516,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
517,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
518,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
519,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,NULL
520,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
521,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
522,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
523,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
524,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
525,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,NULL
526,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
527,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
528,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
529,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
530,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
531,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
532,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
533,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
535,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,NULL
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
560,NULL,Built-up,Water,NULL,NULL,Bareland,Built-up,NULL
561,NULL,Built-up,Water,NULL,NULL,Bareland,Water,NULL
562,NULL,Built-up,Water,NULL,NULL,Built-up,Bareland,NULL
563,NULL,Built-up,Water,NULL,NULL,Built-up,Built-up,NULL
564,NULL,Built-up,Water,NULL,NULL,Built-up,Water,NULL
565,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,NULL
566,NULL,Built-up,Water,NULL,Water,Bareland,Water,NULL
567,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
568,NULL,Built-up,Water,NULL,Water,Built-up,Water,NULL
569,NULL,Built-up,Water,NULL,Water,Water,Built-up,NULL
570,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
571,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
572,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
573,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
574,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
575,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
576,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
577,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
578,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
579,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
580,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
581,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
582,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
583,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
584,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
585,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
586,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
587,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
588,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
589,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
590,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
591,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,NULL
592,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
593,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,NULL
594,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
595,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
596,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
597,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
598,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
599,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
600,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
601,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
602,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
603,NULL,Water,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
604,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
605,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
606,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
607,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
608,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
609,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
610,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
611,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
612,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
613,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
614,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
615,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
616,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
617,NULL,Water,Wetland,NULL,NULL,Wetland,Grassland,NULL
618,NULL,Water,Wetland,NULL,NULL,Bareland,Grassland,NULL
619,NULL,Water,Wetland,NULL,NULL,Bareland,Wetland,NULL
620,NULL,Water,Wetland,NULL,NULL,Bareland,Bareland,NULL
621,NULL,Water,Wetland,NULL,NULL,Bareland,Water,NULL
622,NULL,Water,Wetland,NULL,NULL,Water,Water,NULL
623,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
624,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,NULL
625,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
626,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
627,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
628,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
629,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
630,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
631,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,NULL
632,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,NULL
633,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
634,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
635,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
636,NULL,Water,Wetland,NULL,Wetland,Built-up,Built-up,NULL
637,NULL,Water,Wetland,NULL,Wetland,Water,NULL,NULL
638,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
639,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
640,NULL,Water,Wetland,NULL,Wetland,Water,Built-up,NULL
641,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
642,NULL,Water,Wetland,NULL,Wetland,Water,Forest,NULL
643,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
644,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
645,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
646,NULL,Water,Bareland,NULL,Non_Wetland,Water,Built-up,NULL
647,NULL,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
648,NULL,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
649,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
650,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
651,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
652,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
653,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
654,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
655,NULL,Water,Water,NULL,NULL,Bareland,Bareland,NULL
656,NULL,Water,Water,NULL,NULL,Bareland,Water,NULL
657,NULL,Water,Water,NULL,NULL,Water,Water,NULL
658,NULL,Water,Water,NULL,Water,Wetland,Wetland,NULL
659,NULL,Water,Water,NULL,Water,Water,Wetland,NULL
660,NULL,Water,Water,NULL,Water,Water,Water,NULL
661,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
662,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
663,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
664,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
665,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
666,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
667,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
668,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
669,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
670,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
671,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
672,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
673,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
674,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
675,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
676,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
677,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
678,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
679,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
680,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
