Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
2329,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2330,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2331,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2332,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2333,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2334,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2335,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2336,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2337,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2339,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2340,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2341,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
2347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
2354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2356,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2357,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2358,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2359,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2360,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2361,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2362,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2363,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2364,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2365,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2366,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2367,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2368,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2369,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2370,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2371,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2372,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2373,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
2374,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2375,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2376,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2377,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2378,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2379,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2380,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2381,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2382,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2383,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
2384,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2385,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2386,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2387,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2388,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
2389,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
2390,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2391,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2392,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
2393,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2394,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2395,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2396,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2397,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2398,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2399,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2400,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2401,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2402,NULL,NULL,Forest,NULL,Non_Wetland,Water,Built-up,NULL
2403,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2404,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2405,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
2406,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2407,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2408,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2409,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2410,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2411,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2412,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2413,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2414,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
2415,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2416,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2417,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2418,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2419,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2420,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2421,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2422,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2423,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2424,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2425,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2426,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2427,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2428,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2429,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2430,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2431,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2432,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2433,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2434,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2435,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2436,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2437,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2438,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2439,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2440,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2441,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2442,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2443,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2444,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2445,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2446,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2447,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2448,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
2449,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2450,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2451,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2452,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2453,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2454,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2455,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
2456,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2457,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2458,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2459,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2460,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2461,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2462,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2463,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2464,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2465,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2466,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2467,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2468,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2469,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2470,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2471,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2472,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2473,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2474,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2475,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2476,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2477,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2478,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
2479,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
2480,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2481,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2482,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2483,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2484,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2485,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2486,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2487,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2488,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2489,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2490,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2491,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2492,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2493,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2494,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2495,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2496,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2497,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2498,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2499,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2500,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2501,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2502,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2503,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
2504,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
2505,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
2506,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2507,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2508,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
2509,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2510,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
2511,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
2512,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
2513,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
2514,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2515,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Grassland
2516,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
2517,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
2518,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Bareland
2519,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
2520,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
2521,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2522,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
2523,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
2524,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
2525,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
2526,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2527,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2528,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2529,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2530,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2531,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
2532,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2533,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
2534,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
2535,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
2536,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
2537,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Bareland
2538,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
2539,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
2540,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2541,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2542,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Bareland
2543,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2544,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
2545,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2546,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2547,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2548,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2549,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2550,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2551,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2552,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
2553,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
2554,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
2555,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2556,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
2557,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
2558,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2559,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2560,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
2561,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
2562,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
2563,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
2564,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
2565,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2566,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2567,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2568,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2569,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2570,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2571,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2572,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2573,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2574,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2575,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2576,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2577,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2578,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2579,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2580,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2581,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2582,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2583,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2584,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2585,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2586,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2587,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2588,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2589,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2590,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2591,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2592,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2593,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2594,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2595,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2596,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2597,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2598,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2599,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2600,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2601,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2602,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2603,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2604,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2605,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2606,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2607,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2608,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2609,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2610,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2611,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2612,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2614,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2615,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2616,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2617,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2618,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2619,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2620,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2621,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2622,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2623,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2624,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2625,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2626,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2627,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2628,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2629,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2630,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2631,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2632,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2633,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2634,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2635,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2636,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2637,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
2638,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2639,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2640,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2641,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2642,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2643,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2644,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2645,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2646,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
