Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMA_M_R
334,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
336,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
337,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
339,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
340,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
341,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
343,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
344,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
345,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
346,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
347,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
348,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
349,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
350,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
351,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
352,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
354,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
355,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
356,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
357,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
358,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
359,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
360,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
361,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
362,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
363,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
364,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
376,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
391,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
400,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
402,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
403,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
404,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
406,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
407,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
408,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
410,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
411,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
412,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
413,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
415,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
416,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
417,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
418,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
419,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
420,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
421,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
422,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
423,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Water,Water
424,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
425,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
426,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
427,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
428,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
429,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
430,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
431,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
432,NULL,NULL,Water,Water,Water,NULL,Wetland,Forest
433,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
434,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
435,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
436,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
437,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
438,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
439,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
440,NULL,NULL,Water,Water,Water,Wetland,Water,Water
441,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
442,NULL,NULL,Water,Water,Water,Bareland,Water,Water
443,NULL,NULL,Water,Water,Water,Built-up,Water,Water
444,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
445,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
446,NULL,NULL,Water,Water,Water,Water,Water,Wetland
447,NULL,NULL,Water,Water,Water,Water,Water,Water
448,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
470,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
473,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
488,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
497,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
502,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
503,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
505,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
506,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
507,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
508,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
509,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
510,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
513,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
514,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
515,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
516,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
517,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
518,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
519,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
520,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
521,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
522,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
526,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
528,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
538,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
540,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
541,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
542,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
543,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
544,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
545,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
546,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
547,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
548,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
549,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
550,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
551,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
552,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
553,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
555,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
556,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
557,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
558,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
559,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
560,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
561,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
563,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
564,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
565,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
566,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
567,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
568,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
569,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
570,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
571,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
572,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
574,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
575,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
576,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
577,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
578,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
579,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
580,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
581,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
582,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
583,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
584,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
586,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
587,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
588,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
589,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
590,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
591,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
592,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
593,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
594,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
595,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
596,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
597,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
598,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
599,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
600,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
601,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
602,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
603,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
604,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
605,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
606,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
607,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
608,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
609,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
610,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
611,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
612,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
613,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
614,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
615,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
616,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
617,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
618,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
619,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
620,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
621,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
622,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
623,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
624,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
625,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
626,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
627,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
629,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
630,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
631,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
632,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
633,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
634,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
635,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
636,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
637,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
639,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
640,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
641,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
643,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
644,NULL,Wetland,Water,Water,Water,Grassland,Water,Grassland
645,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
646,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
647,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
648,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
649,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
650,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
651,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
652,NULL,Wetland,Water,Water,Water,Water,Water,Water
653,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
654,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
656,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
657,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
658,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
659,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
660,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
661,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
662,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
663,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
664,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
665,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
666,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
667,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
668,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
669,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
670,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
671,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
672,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
673,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
674,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
675,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
