Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R
1715,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1716,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1717,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1718,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1719,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1720,Forest,NULL,Forest,Water,Non_Wetland,NULL
1721,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1722,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1723,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1724,Forest,NULL,Forest,Water,Non_Wetland,Water
1725,Forest,NULL,Forest,Water,Non_Wetland,Forest
1726,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1732,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1733,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1734,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1735,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1736,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1737,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1738,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1739,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1740,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1741,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1742,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1743,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1744,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1745,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1746,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1747,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1748,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1749,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1750,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1751,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1752,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1753,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1754,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1755,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1756,Forest,Wetland,Wetland,Water,Wetland,Grassland
1757,Forest,Wetland,Wetland,Water,Wetland,Cropland
1758,Forest,Wetland,Water,NULL,Water,Cropland
1759,Forest,Wetland,Water,NULL,Water,Water
1760,Forest,Wetland,Water,Water,Water,Grassland
1761,Forest,Wetland,Water,Water,Water,Cropland
1762,Forest,Wetland,Water,Water,Water,Wetland
1763,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1764,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1765,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1766,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1767,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1768,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1769,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1770,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
1771,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
1772,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1773,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1774,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1775,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1776,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1777,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1778,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1779,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1780,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1781,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1782,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1783,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1784,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1785,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1786,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
1787,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1788,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1789,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1790,Forest,Bareland,Cropland,NULL,Non_Wetland,Built-up
1791,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1792,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1793,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1794,Forest,Bareland,Bareland,NULL,Non_Wetland,Built-up
1795,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
1796,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1797,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1798,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1799,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1800,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1801,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1802,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
1803,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
1804,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
1805,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
1806,Forest,Bareland,Water,NULL,Water,Grassland
1807,Forest,Bareland,Water,Water,Water,Water
1808,Forest,Bareland,Water,Water,Water,Forest
1809,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1810,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1811,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
1812,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1813,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
1814,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1815,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1816,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1822,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1823,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1824,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1825,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1826,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1827,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1828,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1829,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1830,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1831,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1832,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1833,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1834,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1835,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1836,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1837,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1838,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1839,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1840,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1841,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1842,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1843,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1844,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1845,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1846,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1847,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1848,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1849,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1850,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1851,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1852,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1853,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1854,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1855,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1856,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1857,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1858,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1859,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1860,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1861,Forest,Water,Shrubland,Water,Non_Wetland,Water
1862,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1863,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1864,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1865,Forest,Water,Grassland,NULL,Non_Wetland,Water
1866,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1867,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1868,Forest,Water,Grassland,Water,Non_Wetland,Water
1869,Forest,Water,Grassland,Water,Non_Wetland,Forest
1870,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1871,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1872,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1873,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
1874,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1875,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1876,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1877,Forest,Water,Cropland,Water,Non_Wetland,Forest
1878,Forest,Water,Wetland,NULL,Wetland,Forest
1879,Forest,Water,Wetland,Water,Wetland,Grassland
1880,Forest,Water,Wetland,Water,Wetland,Bareland
1881,Forest,Water,Wetland,Water,Wetland,Water
1882,Forest,Water,Wetland,Water,Wetland,Forest
1883,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1884,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1885,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1886,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1887,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1888,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1889,Forest,Water,Bareland,Water,Non_Wetland,NULL
1890,Forest,Water,Bareland,Water,Non_Wetland,Water
1891,Forest,Water,Bareland,Water,Non_Wetland,Forest
1892,Forest,Water,Water,NULL,Water,Grassland
1893,Forest,Water,Water,NULL,Water,Cropland
1894,Forest,Water,Water,NULL,Water,Bareland
1895,Forest,Water,Water,NULL,Water,Water
1896,Forest,Water,Water,NULL,Water,Forest
1897,Forest,Water,Water,Non_Water,Water,Grassland
1898,Forest,Water,Water,Non_Water,Water,Water
1899,Forest,Water,Water,Non_Water,Water,Forest
1900,Forest,Water,Water,Water,Water,Grassland
1901,Forest,Water,Water,Water,Water,Cropland
1902,Forest,Water,Water,Water,Water,Wetland
1903,Forest,Water,Water,Water,Water,Bareland
1904,Forest,Water,Water,Water,Water,Water
1905,Forest,Water,Water,Water,Water,Forest
1906,Forest,Water,Forest,NULL,Non_Wetland,NULL
1907,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1908,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1909,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1910,Forest,Water,Forest,NULL,Non_Wetland,Water
1911,Forest,Water,Forest,NULL,Non_Wetland,Forest
1912,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1913,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1914,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1915,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1916,Forest,Water,Forest,Water,Non_Wetland,Grassland
1917,Forest,Water,Forest,Water,Non_Wetland,Wetland
1918,Forest,Water,Forest,Water,Non_Wetland,Water
1919,Forest,Water,Forest,Water,Non_Wetland,Forest
1920,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1921,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1922,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1923,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1924,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1925,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1926,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1927,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1928,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1929,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1930,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1935,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1936,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1937,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1938,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1939,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1940,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1941,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1942,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1943,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1944,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1945,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1946,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1947,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1948,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1949,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1950,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1951,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1952,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1953,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1954,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1958,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1959,Forest,Forest,Wetland,NULL,Wetland,Forest
1960,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1961,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1962,Forest,Forest,Wetland,Water,Wetland,Forest
1963,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1964,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1965,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1966,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1967,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1968,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1969,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1970,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1971,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1972,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1973,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1974,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1975,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1976,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1977,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1978,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1979,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1980,Forest,Forest,Water,NULL,Water,Grassland
1981,Forest,Forest,Water,NULL,Water,Bareland
1982,Forest,Forest,Water,NULL,Water,Water
1983,Forest,Forest,Water,NULL,Water,Forest
1984,Forest,Forest,Water,Non_Water,Water,Grassland
1985,Forest,Forest,Water,Non_Water,Water,Cropland
1986,Forest,Forest,Water,Non_Water,Water,Water
1987,Forest,Forest,Water,Non_Water,Water,Forest
1988,Forest,Forest,Water,Water,Water,NULL
1989,Forest,Forest,Water,Water,Water,Grassland
1990,Forest,Forest,Water,Water,Water,Bareland
1991,Forest,Forest,Water,Water,Water,Water
1992,Forest,Forest,Water,Water,Water,Forest
1993,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1994,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1995,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1996,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1997,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1998,Forest,Forest,Forest,NULL,Non_Wetland,Water
1999,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2000,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2001,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2002,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2003,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2004,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2005,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2006,Forest,Forest,Forest,Water,Non_Wetland,NULL
2007,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2008,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2009,Forest,Forest,Forest,Water,Non_Wetland,Water
2010,Forest,Forest,Forest,Water,Non_Wetland,Forest
