Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPT_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
378,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
380,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
393,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
395,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Built-up
398,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
401,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
412,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
415,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
419,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
425,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
430,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
434,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
444,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Bareland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
489,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
494,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
496,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
499,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
506,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
514,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
517,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
520,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
531,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
538,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
545,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
549,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
560,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
563,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
577,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
578,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
579,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
580,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
581,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
582,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
583,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
585,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
586,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
587,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
588,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
589,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
590,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,NULL
591,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
592,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
593,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Bareland,Forest
594,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
595,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
596,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
597,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
