Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
343,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
344,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
346,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
347,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
348,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
349,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
350,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
351,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
355,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
357,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
359,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
361,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
362,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
363,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
366,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
367,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
368,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
369,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
370,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
371,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
373,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
374,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
375,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,NULL
378,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
382,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
384,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
387,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
388,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
391,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
392,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
393,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
397,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
398,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
400,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
402,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
405,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
406,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
407,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
408,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
410,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
412,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
418,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
419,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
423,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
424,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
425,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
429,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
430,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
434,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
435,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
440,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
496,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
500,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
504,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
507,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
515,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
526,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
529,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
548,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
557,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
558,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
563,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
571,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
572,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
573,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
575,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
576,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
578,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
579,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
580,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
582,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
583,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
584,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Water,Grassland
585,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
586,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
588,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
589,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
590,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
591,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Bareland
592,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
593,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
594,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
597,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
598,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
599,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
600,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
601,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
602,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
636,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
637,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
639,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
641,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
642,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
643,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
644,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
645,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
646,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
647,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
648,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
649,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
650,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
651,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
652,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
