Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZG_M_R
1391,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1392,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1393,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1394,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1395,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1396,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1397,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1400,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1401,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1402,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1403,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1404,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1405,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1406,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1407,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1408,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1409,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1410,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1411,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1412,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1414,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1415,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1416,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1417,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1418,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1419,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1420,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1421,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1423,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1424,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1425,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1426,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1427,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1428,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1430,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1431,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1433,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1434,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1435,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1436,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1437,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1438,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1439,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1440,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1441,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1442,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1443,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1444,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1445,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1446,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1448,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1449,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1450,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1452,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1453,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1456,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1457,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1458,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1459,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1460,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1462,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1463,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1464,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1465,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1466,Forest,Wetland,Wetland,NULL,NULL,NULL,NULL,Wetland
1467,Forest,Wetland,Wetland,NULL,NULL,NULL,NULL,Water
1468,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1469,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1470,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1471,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1472,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1473,Forest,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1474,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1475,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1476,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1477,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1478,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1479,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1480,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1481,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1482,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1483,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1484,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1485,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1486,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1487,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1488,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1489,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1490,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1491,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1492,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1493,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1494,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1495,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1496,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1497,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1498,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1499,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1500,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1501,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1503,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1504,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1505,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1506,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1507,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1508,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1509,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1510,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1511,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1512,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1513,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1514,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1516,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1518,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1520,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1521,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1523,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1524,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1526,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1527,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1528,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1530,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1531,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1532,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1533,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1534,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1535,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1536,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1537,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1539,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1541,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1542,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1543,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1544,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1545,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1547,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1548,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1549,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1550,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1551,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1552,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1553,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1554,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1555,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1557,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1559,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1560,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1561,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1562,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1563,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1564,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1565,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1566,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1567,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1568,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1569,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1570,Forest,Water,Wetland,NULL,NULL,NULL,NULL,Forest
1571,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1572,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1573,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1574,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1575,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1576,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Grassland
1577,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1578,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
1579,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Forest
1580,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1581,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1582,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1583,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1584,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1585,Forest,Water,Wetland,Water,NULL,NULL,NULL,Wetland
1586,Forest,Water,Wetland,Water,NULL,NULL,NULL,Water
1587,Forest,Water,Wetland,Water,NULL,NULL,NULL,Forest
1588,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1589,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1590,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1591,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1592,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1593,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1594,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1595,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1596,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1597,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1598,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1599,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1600,Forest,Water,Water,NULL,NULL,NULL,NULL,Wetland
1601,Forest,Water,Water,NULL,NULL,NULL,NULL,Water
1602,Forest,Water,Water,NULL,NULL,NULL,NULL,Forest
1603,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1604,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1605,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1606,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
1607,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Water
1608,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Forest
1609,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1610,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1611,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1612,Forest,Water,Water,Water,NULL,NULL,NULL,Grassland
1613,Forest,Water,Water,Water,NULL,NULL,NULL,Wetland
1614,Forest,Water,Water,Water,NULL,NULL,NULL,Water
1615,Forest,Water,Water,Water,NULL,NULL,NULL,Forest
1616,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1617,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1618,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1619,Forest,Water,Water,Water,Water,NULL,NULL,Water
1620,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1621,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1623,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1624,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1625,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1626,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1627,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1628,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1629,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1630,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1631,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1632,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1634,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1635,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1636,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1637,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1639,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1640,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1641,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1642,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1647,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1648,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1649,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1650,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1651,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1652,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1654,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1656,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1658,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1659,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1660,Forest,Forest,Wetland,NULL,NULL,NULL,NULL,Wetland
1661,Forest,Forest,Wetland,NULL,NULL,NULL,NULL,Forest
1662,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1663,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1664,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1665,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1666,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1667,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1668,Forest,Forest,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1669,Forest,Forest,Wetland,Non_Water,NULL,NULL,NULL,Water
1670,Forest,Forest,Wetland,Non_Water,NULL,NULL,NULL,Forest
1671,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1672,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1673,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1674,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1675,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1676,Forest,Forest,Wetland,Water,NULL,NULL,NULL,Water
1677,Forest,Forest,Wetland,Water,NULL,NULL,NULL,Forest
1678,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1679,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1680,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1681,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1682,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1684,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1685,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1686,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1687,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1688,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1689,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1690,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1693,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1694,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1696,Forest,Forest,Water,NULL,NULL,NULL,NULL,Wetland
1697,Forest,Forest,Water,NULL,NULL,NULL,NULL,Water
1698,Forest,Forest,Water,NULL,NULL,NULL,NULL,Forest
1699,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1700,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1701,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1702,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1703,Forest,Forest,Water,Non_Water,NULL,NULL,NULL,Forest
1704,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1705,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1706,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1707,Forest,Forest,Water,Water,NULL,NULL,NULL,Wetland
1708,Forest,Forest,Water,Water,NULL,NULL,NULL,Water
1709,Forest,Forest,Water,Water,NULL,NULL,NULL,Forest
1710,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1711,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1712,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1713,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1714,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1715,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1717,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1718,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1719,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1720,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1721,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1722,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1723,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1724,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1725,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1726,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1727,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1728,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1729,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1730,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
