Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRU_M_R
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
334,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
349,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
356,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
358,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
360,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
361,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
365,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
368,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
369,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
371,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
372,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
377,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
379,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
380,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
381,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
384,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
386,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
387,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
388,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
389,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
390,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
391,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
392,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
393,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
394,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
395,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
396,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
397,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
398,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
399,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
402,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
403,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
404,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
406,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
407,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
408,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
409,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
410,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
411,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
412,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
413,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
415,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
416,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
417,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
418,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
419,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
420,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
421,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
422,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
423,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
425,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
436,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
437,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
438,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
439,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
440,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
441,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
442,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
443,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
444,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
445,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
446,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
447,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
455,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
457,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
458,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
459,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
460,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
461,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
463,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
464,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
465,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
466,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
467,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
468,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
469,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
470,NULL,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
471,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
474,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
475,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
477,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
480,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
481,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
482,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
483,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
484,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
485,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
486,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
487,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
488,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
489,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
490,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
491,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
492,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
493,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
494,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
495,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
496,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
497,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
498,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
499,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
502,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
503,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
504,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
505,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
506,NULL,Water,Water,Water,Water,Wetland,Water,Forest
507,NULL,Water,Water,Water,Water,Water,Water,Water
508,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
509,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
510,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
511,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
512,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
515,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
517,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
518,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
519,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
521,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
522,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
524,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
525,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
526,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
529,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
530,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
531,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
533,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
534,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
535,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
538,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
539,NULL,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
540,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
541,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
542,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
543,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
544,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
545,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
546,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
547,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
548,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
549,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
550,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
551,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
552,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
553,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
554,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
555,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
556,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
557,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
558,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
559,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
560,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
561,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
562,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
564,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
565,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
566,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
568,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
569,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
571,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
572,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
574,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
578,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
579,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
580,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
582,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
583,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
584,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
585,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
586,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
587,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
588,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
589,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
591,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
592,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
593,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
595,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
596,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
597,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
598,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
599,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
601,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
602,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
603,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
604,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
605,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
606,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
607,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
608,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
609,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
610,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
611,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
612,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
613,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
623,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
624,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
626,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
627,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
629,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
630,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
631,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
632,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
633,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
635,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
636,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
637,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
639,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
640,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
641,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
642,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
643,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
644,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
645,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
646,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
647,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
648,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
649,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
650,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
651,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
652,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
653,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
654,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
655,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
656,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
657,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
658,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
659,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
660,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
661,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
662,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
663,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
664,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
665,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
666,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
667,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
668,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
669,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
670,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
