Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXV_M_R
320,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
321,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
323,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
327,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
328,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
337,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
343,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
345,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
349,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
353,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
367,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
369,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
370,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
374,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
405,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
406,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
408,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
409,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
410,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
411,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
413,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
414,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
415,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
416,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
417,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
418,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
438,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
456,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
459,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
460,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
463,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
468,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
469,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
471,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
472,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
473,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
474,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
476,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
478,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
479,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
480,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
481,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
482,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
483,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
484,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
485,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
486,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
487,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
488,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
490,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
491,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
492,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
493,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
494,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
496,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
497,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
498,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
499,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
500,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
501,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
502,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
503,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
504,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
505,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
506,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
507,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
508,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
509,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
510,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
511,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
512,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
514,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
515,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
516,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
517,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
518,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
519,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
521,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
522,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
523,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
524,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
525,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
526,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
527,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
528,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
529,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
530,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
531,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
532,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
533,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
534,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
535,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
536,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
537,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
538,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
539,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
540,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
541,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
546,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
547,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
548,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
550,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
552,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
553,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
554,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
558,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
560,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
562,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
564,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
565,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
566,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
568,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
569,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
571,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
572,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
573,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
574,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
575,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
576,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
577,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
578,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
579,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
580,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
581,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
582,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
583,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
584,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
585,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
586,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
587,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
588,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
589,NULL,NULL,Water,NULL,Water,Grassland,Forest,Wetland
590,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
591,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
592,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
593,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
594,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
595,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
596,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
597,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
598,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
599,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
600,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
601,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
602,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
603,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
604,NULL,NULL,Water,NULL,Water,Forest,Grassland,Wetland
605,NULL,NULL,Water,NULL,Water,Forest,Grassland,Forest
606,NULL,NULL,Water,NULL,Water,Forest,Forest,Wetland
607,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
608,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
609,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
610,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
611,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
612,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
613,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
614,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
615,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
616,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
617,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
618,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
619,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
620,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
621,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
622,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
623,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
624,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
625,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
626,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
627,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
628,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
629,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
630,NULL,NULL,Water,Water,Water,Grassland,Water,Water
631,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
632,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
633,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
634,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
635,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
636,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
637,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
638,NULL,NULL,Water,Water,Water,Water,Grassland,Water
639,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
640,NULL,NULL,Water,Water,Water,Water,Water,Wetland
641,NULL,NULL,Water,Water,Water,Water,Water,Water
642,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
650,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
652,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
654,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
657,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
659,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
660,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
661,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
666,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
667,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
668,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
670,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
671,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
672,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
