Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KED_M_R
6029,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6030,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6031,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6032,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
6033,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
6034,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Cropland
6035,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6036,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Cropland
6037,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
6038,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6039,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
6040,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
6041,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6042,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
6043,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6044,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
6045,Cropland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
6046,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
6047,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
6048,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6049,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6050,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6051,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
6052,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6053,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6054,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
6055,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
6056,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6057,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6058,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6059,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6060,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6061,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6062,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
6063,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6064,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
6065,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6066,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
6067,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6068,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
6069,Cropland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
6070,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
6071,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
6072,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6073,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
6074,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
6075,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
6076,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Water
6077,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6078,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6079,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6080,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6081,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6082,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6083,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6084,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6085,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6086,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6087,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
6088,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6089,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6090,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6091,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6092,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6093,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6094,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6095,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6096,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6097,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6098,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
6099,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6100,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6101,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6102,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6103,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6104,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6105,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6106,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6107,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6108,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6109,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6110,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6111,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
6112,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6113,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6114,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6115,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6116,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6117,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6118,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6119,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6120,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6121,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6122,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6123,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6124,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6125,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6126,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6127,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6128,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6129,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6130,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6131,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6132,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
6133,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6134,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6135,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6136,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6137,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6138,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6139,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6140,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6141,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6142,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
6143,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
6144,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6145,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6146,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
6147,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
6148,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6149,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
6150,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6151,Cropland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
6152,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Water
6153,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Cropland
6154,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Water
6155,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
6156,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
6157,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
6158,Cropland,NULL,Water,Non_Water,Water,Bareland,NULL,Water
6159,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Water
6160,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
6161,Cropland,NULL,Water,Water,Water,NULL,Water,Water
6162,Cropland,NULL,Water,Water,Water,NULL,Water,Forest
6163,Cropland,NULL,Water,Water,Water,Grassland,NULL,Cropland
6164,Cropland,NULL,Water,Water,Water,Grassland,NULL,Water
6165,Cropland,NULL,Water,Water,Water,Wetland,NULL,Water
6166,Cropland,NULL,Water,Water,Water,Bareland,NULL,Water
6167,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
6168,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
6169,Cropland,NULL,Water,Water,Water,Water,Water,Water
6170,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6171,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6172,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6173,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6174,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6175,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6176,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6177,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6178,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6179,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
6180,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6181,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6182,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6183,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6184,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6185,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6186,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6187,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6188,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6189,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6190,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6191,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6192,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6193,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6194,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6195,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6196,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6197,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6198,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6199,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6200,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6201,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6202,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6203,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6204,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6205,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6206,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6207,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6208,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6209,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6210,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6211,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6212,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6213,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6214,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6215,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6216,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6217,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6218,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6219,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6220,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6221,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6222,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6223,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6224,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
6225,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6226,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6227,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6228,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6229,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6230,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
6231,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
6232,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
6233,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
6234,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6235,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6236,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6237,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6238,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6239,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
6240,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6241,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6242,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6243,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6244,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6245,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6246,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6247,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6248,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6249,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6250,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6251,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6252,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
6253,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6254,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6255,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6256,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6257,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6258,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
6259,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
6260,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6261,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
6262,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
6263,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6264,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6265,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
6266,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6267,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6268,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6269,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6270,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6271,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6272,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6273,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6274,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6275,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6276,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6277,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6278,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6279,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6280,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6281,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6282,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6283,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
6284,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6285,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6286,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6287,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6288,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6289,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6290,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6291,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6292,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6293,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
6294,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6295,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6296,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6297,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6298,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6299,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6300,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6301,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6302,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6303,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6304,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6305,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6306,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6307,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6308,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6309,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6310,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6311,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6312,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6313,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
6314,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6315,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
6316,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6317,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6318,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6319,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6320,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
6321,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6322,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6323,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6324,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6325,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6326,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6327,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6328,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6329,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6330,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
6331,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6332,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
6333,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6334,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6335,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6336,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6337,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6338,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
6339,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6340,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6341,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6342,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6343,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6344,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6345,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6346,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6347,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6348,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6349,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6350,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
6351,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
6352,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6353,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
6354,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
