Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLK_M_R
1443,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1444,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1445,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1446,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1447,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1448,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1449,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1450,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1451,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1452,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1453,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1454,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1455,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1456,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1457,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1458,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1459,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1460,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1461,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1462,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1463,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1464,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1465,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1466,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1467,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1468,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1469,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1470,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1471,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1472,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1473,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1474,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1475,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1476,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1477,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1478,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1479,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1480,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1481,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1482,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1483,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1484,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1485,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1486,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1487,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1488,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1489,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1490,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1491,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1492,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1493,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1494,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1495,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1496,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1497,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1498,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1499,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1500,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1501,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1502,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1503,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1504,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1505,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1506,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1507,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1508,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1509,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1510,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
