Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R
327,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
329,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
330,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
331,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
332,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
333,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
334,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
335,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
337,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
338,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
340,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
343,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
344,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
348,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
349,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
378,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
380,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
381,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
387,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
391,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
392,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
393,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Bareland
395,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
396,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
397,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
398,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
399,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
400,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
401,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
402,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
403,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
404,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
406,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
407,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
408,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
409,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
410,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
411,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
412,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
413,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
414,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
415,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
416,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Wetland
417,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
418,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
421,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
422,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
426,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
427,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
428,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
432,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
435,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
439,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
440,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
441,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
458,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
461,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
471,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
473,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
478,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
486,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
487,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
488,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
489,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
491,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
493,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
494,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
496,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
497,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
498,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
499,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
500,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
501,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
502,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
512,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
513,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
514,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
515,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
516,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
517,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
518,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
519,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
520,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
521,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
522,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
549,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
551,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
552,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
553,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
557,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
558,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
559,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
568,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
569,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
571,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
572,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
575,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
577,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
578,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
579,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
580,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
581,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
582,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
583,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
584,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
588,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
589,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
590,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
591,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
592,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
593,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
594,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
595,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
596,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
597,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
598,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
599,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
600,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
601,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
602,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
603,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
605,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
606,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
607,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
608,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
609,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
610,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
612,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
614,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
615,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
616,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
617,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
618,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
619,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
620,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
621,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
623,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
624,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
625,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
626,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
627,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
628,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
630,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
631,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
632,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
633,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
634,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
635,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
636,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
637,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
638,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
639,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
640,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
641,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
642,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
643,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
644,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
645,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
646,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
647,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
648,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
649,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
650,NULL,Wetland,Water,NULL,Water,NULL,Water,Grassland
651,NULL,Wetland,Water,Water,Water,Grassland,Water,Grassland
652,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
653,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
654,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
655,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
656,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
657,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
658,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
659,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
660,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
661,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
