Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXP_M_R
8653,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8654,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8655,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8656,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8657,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8658,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8659,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8660,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8661,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8662,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8663,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8664,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8665,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8666,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8667,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
8668,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8669,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8670,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8671,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8672,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8673,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8674,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8675,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8676,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8677,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8678,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8679,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8680,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8681,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8682,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8683,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8684,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8685,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8686,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8687,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8688,Grassland,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Wetland
8689,Grassland,Built-up,Water,Water,Water,Grassland,NULL,Cropland
8690,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8691,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8692,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8693,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8694,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8695,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8696,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8697,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8698,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8699,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8700,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8701,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8702,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8703,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8704,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8705,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8706,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8707,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8708,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8709,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8710,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8711,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8712,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8713,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8714,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
8715,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
8716,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8717,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8718,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8719,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8720,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8721,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8722,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
8723,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8724,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
8725,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8726,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8727,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8728,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8729,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Wetland
8730,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8731,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8732,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8733,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8734,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8735,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8736,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8737,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8738,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8739,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8740,Grassland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8741,Grassland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8742,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8743,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8744,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8745,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8746,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8747,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8748,Grassland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
8749,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8750,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8751,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8752,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8753,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8754,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8755,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8756,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8757,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8758,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8759,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8760,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8761,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8762,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8763,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8764,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8765,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8766,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8767,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8768,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8769,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8770,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8771,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8772,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8773,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8774,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8775,Grassland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8776,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8777,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
8778,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
8779,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
8780,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8781,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8782,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8783,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8784,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8785,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8786,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8787,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8788,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8789,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8790,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8791,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8792,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8793,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8794,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
8795,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8796,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8797,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8798,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8799,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8800,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8801,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8802,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8803,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8804,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
8805,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8806,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
8807,Grassland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
8808,Grassland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
8809,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
8810,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
8811,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
8812,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8813,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8814,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Bareland
8815,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
8816,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8817,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8818,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8819,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8820,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8821,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8822,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8823,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
8824,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
8825,Grassland,Water,Wetland,NULL,Wetland,Built-up,NULL,Grassland
8826,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
8827,Grassland,Water,Wetland,NULL,Wetland,Water,Water,NULL
8828,Grassland,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
8829,Grassland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
8830,Grassland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8831,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8832,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8833,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
8834,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8835,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8836,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8837,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
8838,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
8839,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
8840,Grassland,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
8841,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8842,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
8843,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
8844,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8845,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8846,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8847,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
8848,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8849,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8850,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8851,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8852,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8853,Grassland,Water,Water,NULL,Water,Grassland,NULL,Grassland
8854,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8855,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8856,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8857,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8858,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8859,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8860,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8861,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
8862,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8863,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8864,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8865,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8866,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8867,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8868,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8869,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8870,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8871,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
8872,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8873,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8874,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8875,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8876,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8877,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8878,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8879,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Cropland
8880,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8881,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8882,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8883,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8884,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8885,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8886,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8887,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8888,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8889,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8890,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8891,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8892,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8893,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8894,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8895,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8896,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8897,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8898,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8899,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8900,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8901,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8902,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8903,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8904,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8905,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8906,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8907,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8908,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8909,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8910,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8911,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8912,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8913,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8914,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8915,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8916,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8917,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8918,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8919,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8920,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8921,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8922,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8923,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8924,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8925,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8926,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8927,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8928,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8929,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8930,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8931,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8932,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8933,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8934,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8935,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8936,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8937,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8938,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8939,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
8940,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8941,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8942,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8943,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8944,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
8945,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8946,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8947,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8948,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8949,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8950,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8951,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
8952,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8953,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8954,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8955,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8956,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8957,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8958,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8959,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8960,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8961,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8962,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8963,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8964,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
