Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHQ_M_R
1408,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1409,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1410,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1411,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1412,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1413,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1414,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1415,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1416,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1417,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1418,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
1419,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1420,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest,Forest
1421,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1422,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1423,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1424,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1425,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1426,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1427,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1428,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1429,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1430,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1431,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
1432,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1433,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1434,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1435,Forest,Forest,Water,NULL,Water,Water,Water,Water
1436,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1437,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1438,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1439,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1440,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1441,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1442,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1443,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1444,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1445,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1446,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1447,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1448,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1449,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1450,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1451,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1452,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1453,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1454,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1455,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1456,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1457,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1458,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1459,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1460,Forest,Forest,Water,Water,Water,NULL,Water,Water
1461,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1462,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1463,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1464,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1465,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1466,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1467,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1468,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1469,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1470,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1471,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1472,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1473,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1474,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1475,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1476,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1477,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1478,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1479,Forest,Forest,Water,Water,Water,Water,Water,Water
1480,Forest,Forest,Water,Water,Water,Water,Water,Forest
1481,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1482,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1483,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1484,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1485,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1486,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1487,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1488,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1489,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1490,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1491,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1492,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1493,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1494,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1495,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1496,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1497,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1498,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1499,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1500,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1501,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1502,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1503,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1504,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1505,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1506,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1507,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1508,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1509,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1510,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1511,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1512,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1513,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1514,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1515,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1516,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1517,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1518,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1519,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1520,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1521,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
1522,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1523,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1524,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1525,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1526,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1527,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1528,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1529,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1530,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1531,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1532,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1533,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1534,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1535,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1536,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1537,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1538,Forest,Forest,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1539,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1540,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1541,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1542,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1543,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1544,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1545,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1546,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1547,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1548,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1549,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1550,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1551,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1552,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1553,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1554,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1555,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1556,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1557,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1558,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1559,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1560,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1561,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1562,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1563,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1564,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1565,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1566,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1567,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1568,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1569,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1570,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1571,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1572,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1573,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1574,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1575,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1576,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1577,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1578,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1579,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1580,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1581,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1582,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1583,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1584,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1585,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1586,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1587,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1588,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1589,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1590,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1591,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1592,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1593,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1594,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1595,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1596,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
