Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCK_M_R
342,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
343,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
344,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
345,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
346,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
354,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
355,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
356,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
357,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
362,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
363,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
365,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
366,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
367,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
368,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
369,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
370,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
371,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
372,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
375,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
376,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
377,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
378,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
379,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
380,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
381,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
382,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
383,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
385,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
386,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
387,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
388,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
389,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
390,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
391,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
393,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
394,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
395,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
396,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Water
397,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
398,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Water
399,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
400,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
401,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
406,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
407,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
408,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
409,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
411,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
412,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
413,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
414,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
415,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
416,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
417,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
418,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
419,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
420,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Bareland
421,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
422,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
423,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
424,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
425,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
426,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
455,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
457,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
458,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
459,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
460,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
461,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
462,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
463,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
464,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
465,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
466,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
467,NULL,Built-up,Water,Non_Water,Water,Built-up,Bareland,Water
468,NULL,Built-up,Water,Non_Water,Water,Built-up,Bareland,Forest
469,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
470,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
471,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Forest
472,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
473,NULL,Built-up,Water,Water,Water,NULL,Water,Water
474,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Water
475,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Forest
476,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
477,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
478,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
479,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
480,NULL,Built-up,Water,Water,Water,Water,Water,Water
481,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
482,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
483,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
485,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
486,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
487,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
489,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
491,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
492,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
493,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
494,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
495,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
496,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
498,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
499,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
500,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
501,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
502,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
503,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
504,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
505,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
506,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
507,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
508,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
509,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
510,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
511,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
512,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
513,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
514,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
516,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
517,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Forest
518,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Water
519,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
520,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Forest
521,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
523,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
525,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
527,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
528,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
529,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
530,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
531,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
532,NULL,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
533,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
534,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Forest
535,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
536,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
539,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
540,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
541,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
542,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
543,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
544,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
545,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
546,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
547,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
548,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
549,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
550,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
551,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
552,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
553,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
554,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
555,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
556,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
557,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
558,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
559,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Water
560,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
561,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
562,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
563,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
564,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
565,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
566,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
567,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
568,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Water
569,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
570,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
571,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
572,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
573,NULL,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
574,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
575,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
576,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
577,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
578,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
579,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
580,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
582,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
583,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
584,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
585,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
586,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
587,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
588,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
589,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
590,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
591,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
592,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
593,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
594,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
595,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
596,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
597,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
598,NULL,Water,Water,NULL,Water,NULL,NULL,Water
599,NULL,Water,Water,NULL,Water,Grassland,Grassland,Water
600,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
601,NULL,Water,Water,NULL,Water,Grassland,Water,Forest
602,NULL,Water,Water,NULL,Water,Water,Grassland,Grassland
603,NULL,Water,Water,NULL,Water,Water,Grassland,Forest
604,NULL,Water,Water,NULL,Water,Water,Wetland,Forest
605,NULL,Water,Water,NULL,Water,Water,Water,Grassland
606,NULL,Water,Water,NULL,Water,Water,Water,Water
607,NULL,Water,Water,Non_Water,Water,Water,Wetland,Grassland
608,NULL,Water,Water,Non_Water,Water,Water,Wetland,Water
609,NULL,Water,Water,Non_Water,Water,Water,Water,Bareland
610,NULL,Water,Water,Non_Water,Water,Water,Water,Water
611,NULL,Water,Water,Non_Water,Water,Water,Forest,Bareland
612,NULL,Water,Water,Water,Water,NULL,NULL,Water
613,NULL,Water,Water,Water,Water,Grassland,NULL,Forest
614,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
615,NULL,Water,Water,Water,Water,Water,NULL,Water
616,NULL,Water,Water,Water,Water,Water,Grassland,Water
617,NULL,Water,Water,Water,Water,Water,Wetland,Water
618,NULL,Water,Water,Water,Water,Water,Bareland,Water
619,NULL,Water,Water,Water,Water,Water,Water,Grassland
620,NULL,Water,Water,Water,Water,Water,Water,Bareland
621,NULL,Water,Water,Water,Water,Water,Water,Water
622,NULL,Water,Water,Water,Water,Water,Water,Forest
623,NULL,Water,Water,Water,Water,Water,Forest,Water
624,NULL,Water,Water,Water,Water,Water,Forest,Forest
625,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
628,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
629,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
630,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
631,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
632,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
633,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
634,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
635,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
636,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
638,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
639,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
640,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
641,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
642,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
643,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
644,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
645,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
646,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
647,NULL,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
649,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
650,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
651,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
652,NULL,Water,Forest,Water,Non_Wetland,Water,Forest,Water
653,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
654,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
655,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
656,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
657,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
658,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
659,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
660,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
661,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
662,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
663,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
664,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
665,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
666,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
667,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
668,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
669,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
670,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
671,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
672,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
673,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
674,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
675,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
676,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
677,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
678,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
679,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
680,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
681,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
682,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
683,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
684,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
685,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
686,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
687,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
688,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
689,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
690,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
691,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
692,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
