Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNV_M_R
337,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
338,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
339,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
340,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
341,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
342,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
343,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
344,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
345,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
346,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
347,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
348,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
349,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
350,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
351,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
352,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
353,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
354,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
355,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
357,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
358,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Grassland
359,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
360,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
362,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
363,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
364,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
365,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
366,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
367,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
369,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
370,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
371,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
372,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
374,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
375,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
376,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
377,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
378,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
379,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
380,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
381,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
382,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
383,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
384,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
385,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
386,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
387,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
388,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
391,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
392,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
393,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
394,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
395,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
396,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
397,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Grassland
398,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
399,NULL,Built-up,Water,Water,Water,Water,Water,Water
400,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
402,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
405,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
406,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
409,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
410,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
411,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
412,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
413,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
414,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
415,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
416,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
417,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
419,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
420,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Water
421,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
422,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
423,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
424,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
425,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
426,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
427,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
428,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
429,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
430,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
431,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
432,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
433,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
434,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
435,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
436,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
437,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
438,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
439,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
440,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
441,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
442,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
443,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
444,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
445,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
446,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
447,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
448,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
449,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
450,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
451,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
452,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
453,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
454,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
455,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
456,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
457,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
458,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
459,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
460,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
461,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
462,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
463,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
464,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
465,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
466,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
467,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
468,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
469,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
470,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
471,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
472,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
473,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
474,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
475,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
476,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
477,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
478,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
479,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
480,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
481,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
482,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
483,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Water
484,NULL,Water,Water,NULL,Water,Water,Water,Grassland
485,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
486,NULL,Water,Water,Water,Water,Grassland,Water,Water
487,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
488,NULL,Water,Water,Water,Water,Water,Wetland,Water
489,NULL,Water,Water,Water,Water,Water,Water,Grassland
490,NULL,Water,Water,Water,Water,Water,Water,Forest
491,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
492,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
493,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
494,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
495,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
496,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
498,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
499,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
502,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
503,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
504,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
505,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
506,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
507,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
508,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
510,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
512,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
513,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
514,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
515,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
516,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
517,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
518,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
519,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
520,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
522,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
523,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
524,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
525,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
526,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
527,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
528,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
529,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
530,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
531,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
532,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
533,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
534,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
535,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
536,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
537,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
538,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
539,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
540,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
541,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
542,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
543,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
544,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
545,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
546,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
547,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
548,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
549,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
550,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
551,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
552,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
553,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
554,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
555,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
556,NULL,Forest,Wetland,Water,Wetland,Water,Water,Forest
557,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
558,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
559,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
560,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
561,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
562,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
563,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
564,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
566,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
567,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
568,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
569,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
570,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
571,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
572,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Water
573,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
575,NULL,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
576,NULL,Forest,Water,Water,Water,Water,Water,Grassland
577,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
578,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
583,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
584,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
586,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
587,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
588,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
589,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
590,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
591,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
592,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
593,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
594,NULL,Forest,Forest,Water,Non_Wetland,Water,Water,Water
595,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
596,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
597,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
598,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
599,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
600,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
601,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
602,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
603,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
604,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
605,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
606,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
607,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
608,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
613,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
614,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
615,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
616,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
617,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
618,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
619,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
620,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
621,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
622,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
623,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
624,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
625,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
627,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
628,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
629,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
630,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
631,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
632,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
633,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
636,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
637,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
638,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
639,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
640,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
641,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
642,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
643,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
644,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
645,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
646,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
647,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
648,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
649,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
650,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
651,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
652,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
653,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
654,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
655,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
656,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
657,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
658,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
659,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
660,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
661,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
662,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
663,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
664,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
665,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
666,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
667,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
668,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
669,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
670,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
671,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
672,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
673,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
674,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
675,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
676,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
677,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
678,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
679,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
680,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
681,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
682,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
683,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
684,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
