Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPB_M_R
333,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
334,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
335,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
336,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
337,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
338,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
341,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
342,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
343,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
344,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
348,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
349,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
350,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
351,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
352,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
353,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
354,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
355,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
356,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
357,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
358,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
362,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
363,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
365,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
366,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
368,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
369,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
370,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
371,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
372,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
373,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
374,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
375,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
376,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
377,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
378,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
379,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
381,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
382,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
383,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
384,NULL,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
385,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
386,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
387,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
388,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
389,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
390,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
391,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
392,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
393,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
394,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
395,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
396,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
397,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
399,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
400,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
401,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
402,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
403,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
405,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
406,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
408,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
409,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
414,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
415,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
416,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
417,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
418,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
419,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
420,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
421,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
422,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
423,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
424,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
425,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
426,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
427,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
428,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
429,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
430,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
431,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
432,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
433,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
435,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
436,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
437,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
438,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
439,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
440,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
441,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
442,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
443,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
444,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
445,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
446,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
447,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
448,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
449,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
450,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
451,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
452,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
453,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
455,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
457,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
458,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
459,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
461,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
462,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
463,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
464,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
465,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
466,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
467,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
468,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
469,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
471,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
473,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
474,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
476,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
477,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
478,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
479,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
480,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
481,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
482,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
483,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
484,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
485,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
486,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
487,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
488,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
489,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
491,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
492,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
493,NULL,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
494,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
495,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
496,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
497,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
498,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
514,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
527,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
529,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
531,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
532,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Wetland
533,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
534,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
536,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Wetland
538,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
539,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
540,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
541,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
542,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
543,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
544,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
545,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
546,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
547,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
548,NULL,NULL,Water,NULL,Water,Water,Water,Water
549,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
550,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
551,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
552,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
553,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
554,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
555,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
556,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
557,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
558,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
559,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
560,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
561,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
562,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
563,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
564,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
565,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
566,NULL,NULL,Water,Water,Water,Wetland,Water,Water
567,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
568,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
569,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
570,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
571,NULL,NULL,Water,Water,Water,Water,Water,Grassland
572,NULL,NULL,Water,Water,Water,Water,Water,Wetland
573,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
577,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
587,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
589,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
593,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
594,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
595,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
596,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
600,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
602,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
606,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
612,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
623,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
626,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
637,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
638,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
640,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
641,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
642,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
643,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
644,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
645,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
646,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
647,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
648,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
649,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
650,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
651,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
652,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
653,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
654,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
656,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
657,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
658,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
659,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
660,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
661,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
662,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
663,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
664,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
665,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
666,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
667,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
668,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
669,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
670,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
671,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
672,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
673,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
674,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
675,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
676,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
677,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
678,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
679,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
680,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
