Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGE_M_R
1110,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1112,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1113,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1114,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1116,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1118,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1121,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1122,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1123,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1124,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1126,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1127,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1131,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1132,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1133,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1134,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1137,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1138,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1139,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1140,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1141,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1142,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1143,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1144,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1145,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1146,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1148,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1150,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1151,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1152,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1153,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1154,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1155,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1156,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1157,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1158,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1159,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1160,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1161,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1162,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1163,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1164,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1165,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1166,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1167,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1168,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1169,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1170,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1171,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1172,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1173,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1174,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1175,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1176,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1179,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1181,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1182,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1183,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1184,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1185,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1186,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1187,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1188,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1189,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1190,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1191,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1194,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1195,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1196,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1197,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1198,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1199,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1200,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1201,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1202,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1203,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1204,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1205,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1206,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1207,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1208,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1209,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1210,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1211,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1213,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1214,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1215,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1216,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1217,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1218,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1219,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1220,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1221,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1222,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1223,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1224,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1225,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1226,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1227,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1229,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1231,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1233,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1234,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1235,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1236,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1237,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1238,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1239,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1240,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1241,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1242,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1243,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1244,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1245,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1246,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1247,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1248,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1249,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
1250,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1251,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1253,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1254,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1255,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1256,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1258,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1259,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1260,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1261,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1262,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1263,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1264,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1265,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1266,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1267,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1268,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1270,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1271,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1273,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1275,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1277,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1278,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1279,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1280,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1283,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1285,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1286,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1287,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1289,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1290,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1291,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1292,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1293,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1294,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1295,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1297,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1298,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1299,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1300,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1302,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1303,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1304,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1305,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1306,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1307,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1308,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1309,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1310,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1311,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1312,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1313,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1314,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1315,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1316,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1317,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1318,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1319,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1320,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1321,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1323,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1324,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1325,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1326,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1327,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1328,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1329,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1331,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1332,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1333,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1334,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1335,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1336,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1337,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1338,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1339,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1340,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1341,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1342,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1343,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1344,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1345,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1346,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1347,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1348,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1349,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1350,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1351,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1352,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1353,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1355,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1356,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1357,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1358,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1359,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1360,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1361,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1362,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1363,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1364,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1365,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1366,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1367,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1368,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1369,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1371,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1374,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1377,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1379,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1380,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1381,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1382,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1383,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1384,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1385,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1386,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1387,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1388,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1389,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1390,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1391,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1392,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1393,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1394,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1395,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1398,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1399,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1400,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1401,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1402,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1403,Wetland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1404,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1405,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1406,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1407,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1408,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1409,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1410,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1411,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1412,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1413,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1415,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1416,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1417,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1418,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1419,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1420,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1421,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1423,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1424,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1425,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1426,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1427,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1428,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1429,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1430,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1432,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1433,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1434,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1435,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1436,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1437,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1438,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1439,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1440,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1441,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1442,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1443,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1444,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1445,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1446,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1447,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1448,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1449,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1450,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
