Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R
1784,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1785,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1786,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
1787,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1788,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1789,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1790,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1791,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1792,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1793,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1794,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1795,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1796,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1797,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1798,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1799,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1800,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1801,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1802,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1803,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1804,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1805,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1806,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1807,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1808,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1809,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1810,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1811,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1812,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1813,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1814,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1815,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1816,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1817,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1818,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1819,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1820,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1821,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1822,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1823,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1824,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1825,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1826,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1827,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1828,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1829,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1830,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1831,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1832,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1833,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1834,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1835,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1836,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1837,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1838,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1839,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1840,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1841,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1842,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1843,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1844,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1845,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1846,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1847,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1848,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1849,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1850,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1851,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1852,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1853,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1854,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1855,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1856,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1857,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1858,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1859,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1860,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1861,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1862,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1863,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1864,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1865,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1866,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1867,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1868,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1869,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1870,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1871,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1872,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1873,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1874,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1875,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
1876,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
1877,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,NULL
1878,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1879,NULL,Built-up,Water,Water,Water,Shrubland,Water,Forest
1880,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
1881,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1882,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1883,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1884,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1885,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1886,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1887,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1888,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1889,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1890,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1891,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1892,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1893,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1894,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1895,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1896,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1897,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1898,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1899,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1900,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1901,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1902,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1903,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1904,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1905,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1906,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1907,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1908,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1909,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1910,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1912,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1913,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1914,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1915,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1916,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1917,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1918,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1919,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1920,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1921,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1922,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1923,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1924,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1925,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1926,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1927,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1928,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1929,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1930,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1931,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1932,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1933,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1934,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1935,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1936,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Water,Forest
1937,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1938,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1939,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1940,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1941,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1942,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1943,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1944,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1945,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1946,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1947,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1948,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1949,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1950,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1951,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1952,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1953,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
1954,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
1955,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1956,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
1957,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
1958,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1959,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1960,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1961,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1962,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1963,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1964,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1965,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1966,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1967,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
1968,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1969,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1970,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1971,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1972,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1973,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1974,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1975,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1976,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
1977,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1978,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
1979,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1980,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
1981,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
1982,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1983,NULL,Water,Water,NULL,Water,NULL,Shrubland,Forest
1984,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
1985,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
1986,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
1987,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
1988,NULL,Water,Water,NULL,Water,Shrubland,Water,Forest
1989,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1990,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1991,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1992,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1993,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1994,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1995,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1996,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1997,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1998,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
1999,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2000,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2001,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2002,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2003,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2004,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
2005,NULL,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
2006,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2007,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2008,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2009,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2010,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2011,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2012,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2013,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2014,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2015,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2016,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2017,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2018,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2019,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2020,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2021,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2022,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2023,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2024,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2025,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2026,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2027,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2028,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2029,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2030,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2031,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2032,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2033,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2034,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2035,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2036,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2037,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2038,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2039,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2040,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2041,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2042,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2043,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2044,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2045,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2046,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2047,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2048,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2049,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2050,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2051,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2052,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2053,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2054,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2055,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2056,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2057,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2058,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2059,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2060,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2061,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2062,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2063,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2064,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2065,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2066,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2067,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2068,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2069,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2070,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2071,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2072,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2073,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2074,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2075,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2076,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2077,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2078,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2079,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2080,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2081,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2082,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2083,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2084,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2085,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2086,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2087,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2088,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2089,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2090,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2091,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2092,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2093,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2094,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2095,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2096,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2097,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2098,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2099,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2100,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2101,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2102,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2103,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2104,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2105,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
