Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R
2660,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2661,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2662,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2663,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2664,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
2665,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2666,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2667,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2668,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2669,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2670,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2671,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2672,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2673,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,NULL
2674,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2675,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2676,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
2677,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2678,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2679,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2680,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
2681,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2682,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2683,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2684,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2685,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2686,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2687,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2688,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2689,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2690,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2691,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2692,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2693,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2694,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2695,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2696,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2697,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2698,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2699,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2700,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2701,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
2702,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2703,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
2704,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
2705,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
2706,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2707,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2708,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2709,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2710,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2711,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2712,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2713,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2714,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2715,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2716,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2717,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2718,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2719,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2720,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2721,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
2722,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2723,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2724,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
2725,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2726,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2727,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2728,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2729,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2730,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2731,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2732,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
2733,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2734,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2735,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2736,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
2737,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2738,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2739,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2740,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2741,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2742,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2743,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2744,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2745,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2746,NULL,Cropland,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2747,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2748,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2749,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2750,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2751,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2752,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2753,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2754,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2755,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2756,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2757,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2758,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2759,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2760,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2761,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2762,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2763,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2764,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2765,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2766,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2767,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2768,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2769,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2770,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2771,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2772,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2773,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2774,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2775,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2776,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2777,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2778,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2779,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2780,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2781,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2782,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2783,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2784,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2785,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2786,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2787,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2788,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2789,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2790,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2791,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2792,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2793,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2794,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2795,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2796,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2797,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2798,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2799,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2800,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2801,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2802,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2803,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2804,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2805,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2806,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2807,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2808,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2809,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2810,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2811,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2812,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2813,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2814,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2815,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2816,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2817,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2818,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2819,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2820,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2821,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2822,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2823,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2824,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2825,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2826,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2827,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
2828,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2829,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2830,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2831,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2832,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2833,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2834,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2835,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2836,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2837,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2838,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2839,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2840,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2841,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2842,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2843,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2844,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2845,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2846,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2847,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2848,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2849,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2850,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2851,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2852,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2853,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2854,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2855,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2856,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2857,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2858,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2859,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2860,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2861,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2862,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2863,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2864,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2865,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2866,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2867,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2868,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2869,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2870,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2871,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2872,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2873,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2874,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2875,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2876,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2877,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2878,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2879,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2880,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2881,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2882,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2883,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2884,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2885,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2886,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2887,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2888,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2889,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2890,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2891,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2892,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2893,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2894,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
2895,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2896,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
2897,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
2898,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Built-up
2899,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
2900,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
2901,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
2902,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Forest
2903,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Built-up,NULL
2904,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2905,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2906,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2907,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2908,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2909,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
2910,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
2911,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
2912,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2913,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2914,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2915,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
2916,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2917,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2918,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2919,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2920,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
2921,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2922,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2923,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2924,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2925,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2926,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2927,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2928,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2929,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2930,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Built-up
2931,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2932,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2933,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2934,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2935,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2936,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2937,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2938,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2939,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2940,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2941,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2942,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2943,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2944,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2945,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2946,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2947,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2948,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2949,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2950,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2951,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2952,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2953,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2954,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2955,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2956,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2957,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2958,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2959,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2960,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2961,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2962,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2963,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2964,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2965,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2966,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2967,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2968,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2969,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2970,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2971,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2972,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2973,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2974,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
