Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLQ_M_R
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Water
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
351,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
353,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
354,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
355,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
358,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
359,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
363,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
366,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
475,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
482,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Cropland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
608,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
609,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
610,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
611,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
612,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
613,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
614,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
615,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
616,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
617,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
618,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
620,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Bareland,Bareland
621,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
622,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
624,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
625,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
626,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
627,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
628,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
629,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
630,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
634,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
635,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
636,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Cropland,Built-up,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Cropland,Built-up,Forest
641,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
642,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
643,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
646,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
647,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
648,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
649,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
650,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
651,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
652,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
653,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
654,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
655,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
656,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
657,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
658,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
