Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
1364,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1365,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1366,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1367,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1368,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1369,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1370,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
1371,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1372,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1373,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1374,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1375,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1376,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1377,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1378,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
1379,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1380,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1381,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1382,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1383,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1384,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1385,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1386,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1387,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1388,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1389,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1390,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1391,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1392,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1393,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1394,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1395,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1396,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1397,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1398,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1399,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1400,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1401,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1402,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1403,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
1404,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1405,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1406,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1407,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1408,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1409,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1410,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1411,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1412,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1413,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1414,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1415,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1416,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1417,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1418,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1419,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
1420,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1421,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1422,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1423,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1424,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1425,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1426,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1427,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1428,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1429,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1430,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1431,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1432,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1433,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
1434,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1435,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1436,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1437,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1438,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
1439,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1440,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1441,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1442,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1443,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
1444,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
1445,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
1446,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
1447,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1448,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1449,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1450,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1451,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1452,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1453,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1454,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1455,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
1456,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1457,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1458,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1459,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1460,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1461,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1462,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1463,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1464,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1465,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
1466,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1467,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1468,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1469,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1470,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1471,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
1472,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1473,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
1474,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
1475,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
1476,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
1477,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1478,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
1479,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1480,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1481,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1482,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
1483,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1484,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1485,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1486,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1487,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1488,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1489,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1490,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1491,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1492,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1493,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1494,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1495,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1496,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1497,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1498,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1499,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1500,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1501,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1502,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1503,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1504,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1505,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1506,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1507,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1508,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1509,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
1510,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1511,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1512,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1513,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1514,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1515,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1516,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1517,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1518,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1519,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1520,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1521,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1522,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1523,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1524,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1525,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
1526,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
1527,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1528,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1529,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1530,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1531,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
1532,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
1533,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
1596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1599,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1600,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
1603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
1611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
1612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
1637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
1642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1676,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1677,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1678,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
