Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZR_M_R
4377,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4378,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4379,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4380,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4381,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4382,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4383,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4384,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4385,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4386,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4387,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4388,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4389,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4390,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4391,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4392,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4393,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4394,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4395,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4396,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4397,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4398,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4399,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4400,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4401,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4402,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4403,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4404,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
4405,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4406,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4407,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4408,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4409,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4410,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4411,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4412,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
4413,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4414,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4415,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4416,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4417,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4418,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4419,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4420,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4421,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4422,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4423,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4424,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4425,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
4426,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4427,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4428,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4429,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4430,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4431,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4432,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4433,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4434,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4435,NULL,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
4436,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4437,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4438,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4439,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4440,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4441,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4442,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
4443,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4444,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4445,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4446,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4447,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4448,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4449,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4450,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4451,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4452,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4453,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4454,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4455,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4456,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4457,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4458,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4459,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
4460,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4461,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4462,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
4463,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4464,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4465,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
4466,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4467,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4468,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4469,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4470,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4471,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4472,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4473,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4474,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4475,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4476,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4477,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4478,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4479,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4480,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4481,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4482,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4483,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4484,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4485,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4486,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4487,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4488,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4489,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4491,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4492,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4493,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4494,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4495,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4497,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4498,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4499,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4500,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4501,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4502,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4503,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4504,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4505,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4506,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4507,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
4508,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4509,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4510,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4511,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4512,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4513,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4514,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4515,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
4516,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4517,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
4518,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4519,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4520,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4521,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4522,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4523,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4524,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4525,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4526,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
4527,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4528,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4529,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4530,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4531,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4532,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4533,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
4534,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Built-up
4535,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
4536,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4537,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4538,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Built-up
4539,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4540,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4541,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4542,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4543,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4544,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4545,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4546,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4547,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4548,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4549,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4550,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4551,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
4552,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
4553,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4554,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4555,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4556,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
4557,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
4558,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4559,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4560,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
4561,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4562,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4563,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
4564,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
4565,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
4566,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4567,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
4568,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4569,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4570,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
4571,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4572,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4573,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4574,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4575,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4576,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4577,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
4578,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4579,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4580,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4581,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4582,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4583,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4584,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4585,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4586,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4587,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4588,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4589,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4590,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4591,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4592,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
4593,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
4594,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4595,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4596,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4597,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4598,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4599,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4600,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4601,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4602,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4603,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4604,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4605,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
4606,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4607,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4608,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
4609,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
4610,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4611,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Forest,Grassland
4612,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4613,Grassland,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
4614,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4615,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4616,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4617,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4618,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Built-up
4619,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
4620,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
4621,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4622,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
4623,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4624,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
4625,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
4626,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
4627,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
4628,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4629,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
4630,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4631,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
4632,Grassland,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
4633,Grassland,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
4634,Grassland,NULL,NULL,Water,Non_Wetland,Cropland,Water,Grassland
4635,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
4636,Grassland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
4637,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4638,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4639,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4640,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4641,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4642,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4643,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4644,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4645,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4646,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4647,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4648,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4649,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4650,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4651,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4652,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4653,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4654,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
4655,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4656,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4657,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4658,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4659,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4660,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
4661,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4665,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4690,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4691,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4692,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4693,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4694,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4695,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
