Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLR_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
335,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
361,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
390,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,NULL
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,NULL
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
413,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
414,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
416,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
417,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
419,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
420,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
421,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
422,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Water
423,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
424,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
425,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
426,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
427,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
428,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
429,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
430,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
431,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Water
432,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
433,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
434,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
435,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
436,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
437,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
501,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
514,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
520,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
522,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
523,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
537,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Water
538,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
539,NULL,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
540,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
542,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
543,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
546,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
547,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
548,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
549,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
550,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
551,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
552,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
553,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
554,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
555,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
557,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
560,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
561,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
562,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
563,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
564,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
565,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
566,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
567,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
568,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
569,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
571,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
572,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
573,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
575,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
576,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
577,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
578,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
579,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
580,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
581,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
583,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
584,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
585,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
586,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
587,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
588,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
589,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
590,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
591,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
592,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
593,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
594,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
595,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
596,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
597,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
598,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
599,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
601,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
602,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
603,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
604,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
606,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
607,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
608,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
609,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
610,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
611,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
612,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
613,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
614,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
615,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
616,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
618,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
620,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
621,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
622,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
623,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
624,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
625,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
626,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
627,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
628,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
631,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
632,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
633,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
634,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
635,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
636,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
637,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
638,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
639,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
641,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
642,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
643,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
644,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
645,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
646,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
648,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
649,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
650,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
651,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
652,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
653,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
654,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
655,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
656,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Grassland
657,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
658,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
659,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
660,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
662,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
