Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGV_M_R
1679,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1680,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1681,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1682,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1683,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1684,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1685,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1686,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1687,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1688,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1689,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1691,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1692,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1693,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1694,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1695,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1696,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1697,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1698,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1699,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1700,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1701,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1704,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1705,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1706,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1707,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1708,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1709,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1710,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1712,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1713,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1714,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1716,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1719,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1720,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1721,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1722,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1723,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1724,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1725,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1726,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1728,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1729,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1731,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1732,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1735,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1736,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1737,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1738,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1740,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1741,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
