Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
1732,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1733,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1734,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1735,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1736,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1737,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1738,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1739,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1740,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1741,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1742,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1743,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1744,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1745,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1746,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1747,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1748,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1749,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1750,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
1751,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1752,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1753,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
1754,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1756,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1757,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1758,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1759,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1760,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1761,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1762,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1763,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1764,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1765,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1766,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1767,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1768,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1769,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1770,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1771,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1772,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1773,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1774,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1775,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1776,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1777,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1778,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1779,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1780,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1781,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1782,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1783,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1784,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1785,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1786,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1787,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1788,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1789,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1790,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1791,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1792,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1793,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1794,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1795,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1796,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1797,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1798,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1799,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1800,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1801,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1802,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1803,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1804,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1805,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1806,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1807,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1808,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1809,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1810,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1811,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1812,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1813,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1814,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1815,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1816,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1817,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1818,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1819,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1820,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1821,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1822,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1823,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1824,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1825,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1826,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1827,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1828,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1829,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1830,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1831,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1832,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1833,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1834,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1835,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1836,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1837,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1838,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1839,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1840,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1841,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1842,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1843,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1844,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1845,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1846,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1847,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
1848,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1849,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1850,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1851,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1852,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1853,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1854,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1855,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1856,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1857,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1858,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1859,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1860,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1861,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1862,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1863,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1864,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1865,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1866,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1867,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1868,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1869,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1870,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1871,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1872,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1873,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1874,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1875,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1876,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1877,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1878,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1879,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1880,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1881,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1882,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1883,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1884,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1885,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1886,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1887,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1888,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1889,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1890,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1891,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1892,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1893,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1894,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1895,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1896,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1897,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1898,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1899,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1900,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1901,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1902,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1903,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1904,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1905,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1906,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1907,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1908,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1909,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1910,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1911,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1912,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1913,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1914,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1915,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1916,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1917,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1918,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1919,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1920,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1921,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1922,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1923,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1924,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1925,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1943,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1944,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
1945,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1946,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1947,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
1948,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1949,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1960,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1961,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1962,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1963,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1964,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1965,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1966,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1995,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1996,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1997,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1998,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
1999,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2000,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2001,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2002,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2003,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
2004,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2005,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2006,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2007,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2008,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2009,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2010,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2011,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2012,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2013,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2014,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2015,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2016,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2017,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2018,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2019,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2020,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2021,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2022,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2023,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2024,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2025,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2026,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2027,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2028,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2029,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2030,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2031,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2032,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2033,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2034,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2035,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2036,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2037,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2038,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2039,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2040,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2041,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2042,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2043,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2044,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
