Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHU_M_R
340,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
341,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
342,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
343,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
344,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
345,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
346,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
347,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
348,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
349,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
350,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
351,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
352,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
353,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
354,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
355,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
356,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
357,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
358,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
359,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
360,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
361,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
362,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
363,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
364,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
365,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
366,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
367,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
368,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
369,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
370,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
371,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
372,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
373,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
374,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
375,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
376,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Water
377,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
378,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
379,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
380,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
381,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Water
382,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
383,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
390,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
391,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
392,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
393,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
394,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
395,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
396,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
397,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
398,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
399,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Bareland
400,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
401,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
402,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
403,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
404,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
405,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
406,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
407,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
408,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
409,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
410,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
411,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
412,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Bareland
413,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
414,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
415,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
416,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
417,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Water
418,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
419,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
420,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
421,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
422,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
423,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
424,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
425,NULL,Built-up,Water,NULL,Water,Wetland,Water,Forest
426,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
427,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
428,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
429,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,Built-up
430,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,Forest
431,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
432,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
433,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
434,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
435,NULL,Built-up,Water,NULL,Water,Water,Wetland,Grassland
436,NULL,Built-up,Water,NULL,Water,Water,Wetland,Forest
437,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Water
438,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
439,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
440,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
441,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
442,NULL,Built-up,Water,Water,Water,Water,Water,Bareland
443,NULL,Built-up,Water,Water,Water,Water,Water,Water
444,NULL,Built-up,Water,Water,Water,Water,Water,Forest
445,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
446,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
447,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
449,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
450,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
451,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
452,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
453,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
454,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
455,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
456,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
457,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
458,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
459,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
460,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
461,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
462,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
463,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
464,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
466,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
467,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
468,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
469,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
470,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
471,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
472,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
473,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
474,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
475,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
476,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
477,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
478,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
479,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
480,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
481,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
482,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
483,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
484,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
485,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
486,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
487,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
488,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
489,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
490,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
491,NULL,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
492,NULL,Water,Water,Water,Water,Water,Water,Grassland
493,NULL,Water,Water,Water,Water,Water,Water,Water
494,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
495,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
496,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
497,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
498,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
499,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
502,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
503,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
504,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
505,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
507,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
508,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
509,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
510,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
511,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
512,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
513,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
514,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
515,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
516,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
517,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
518,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
519,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
520,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
521,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
522,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
523,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
524,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
525,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
526,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
527,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
528,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
529,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
530,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
531,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
532,NULL,Forest,Water,NULL,Water,Water,Wetland,Grassland
533,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
534,NULL,Forest,Water,Water,Water,Wetland,Water,Forest
535,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
536,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
538,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
539,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
540,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
541,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
542,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
543,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
544,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
546,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
547,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
548,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
549,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
550,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
551,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
552,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
553,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
554,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
555,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
563,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
564,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
565,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
566,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
567,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
570,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
571,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
574,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
575,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
576,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
577,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
578,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
579,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
580,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
581,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
582,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
583,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
584,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
585,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
586,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
587,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
588,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
589,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
590,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
591,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
592,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
593,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
594,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
595,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
596,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
597,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
598,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
599,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
600,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
601,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
602,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
603,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
604,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
605,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
606,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
607,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
608,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
609,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
610,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
611,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
612,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
613,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
614,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
615,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
616,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
617,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
618,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
619,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
620,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
621,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
622,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
623,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
624,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
625,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
626,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
627,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
628,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
629,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
630,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
631,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
632,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
633,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
634,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
635,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
636,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
637,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
638,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
639,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
640,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
641,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
642,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
643,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
644,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
645,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
646,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
647,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
648,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
649,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
650,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
652,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
653,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
654,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
655,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
656,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
657,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
658,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
659,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
660,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
661,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
662,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
663,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
664,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
665,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
666,Grassland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
667,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
668,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
669,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
670,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
671,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
672,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
673,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
674,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
675,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
676,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
677,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
678,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
679,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
680,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
681,Grassland,NULL,Water,Water,Water,Water,Water,Water
682,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
683,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
