Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R
2503,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2504,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2505,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2506,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2507,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2508,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2509,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2510,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2511,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2512,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2513,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2514,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2515,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2516,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2517,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2518,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2519,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2520,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2521,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2522,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2523,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2524,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2525,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2526,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2527,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2528,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2529,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2530,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2531,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2532,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2533,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2534,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2535,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2536,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2537,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2538,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2548,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2549,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2551,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2552,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
2553,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
2554,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2555,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2556,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2557,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2558,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2559,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2560,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2561,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
2568,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2569,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2570,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2571,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
2572,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2573,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
2574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2577,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2578,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2579,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2580,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2581,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2582,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2583,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2584,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
2585,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2586,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2587,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
2588,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
2589,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2590,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2591,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2592,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
2593,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2594,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
2595,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
2596,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2597,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2598,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
2599,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
2600,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
2601,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2602,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
2603,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2604,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2605,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2606,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2607,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2608,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2609,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2610,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2611,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2612,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2613,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
2614,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2615,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2616,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2617,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2618,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2619,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2620,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2621,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2622,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2623,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2624,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2625,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2626,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2627,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2628,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2629,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2630,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2631,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2632,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2633,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2634,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2635,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2636,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2637,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2638,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2639,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2640,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2641,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2642,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2643,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2644,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2645,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2646,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2647,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2648,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2649,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2650,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2651,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2652,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2653,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2654,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2655,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2656,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2657,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2658,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2659,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2660,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2661,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2662,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2663,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2664,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2665,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2666,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2667,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2668,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2669,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2670,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2671,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2672,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2673,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2674,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2675,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2676,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2677,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2678,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2679,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2680,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2681,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
2682,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
2683,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Cropland
2684,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
2685,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
2686,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
2687,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Forest
2688,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2689,Grassland,NULL,Water,NULL,Water,Water,NULL,Grassland
2690,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2691,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2692,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Bareland
2693,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
2694,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2695,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
2696,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
2697,Grassland,NULL,Water,Water,Water,NULL,Wetland,Forest
2698,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
2699,Grassland,NULL,Water,Water,Water,NULL,Water,Water
2700,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
2701,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2702,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2703,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2704,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2705,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2706,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2707,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2708,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2709,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2710,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2711,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2712,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2713,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2714,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2715,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2716,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2717,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2718,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2719,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2720,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2721,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2722,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2723,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2724,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2725,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2726,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2727,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2728,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2729,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2730,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2731,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2732,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2733,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2734,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2735,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2736,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2742,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2743,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2744,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2745,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2746,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2747,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2748,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2749,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2750,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
2751,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2752,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2753,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2754,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2755,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2756,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2764,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
2765,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2766,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2767,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2768,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2769,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2770,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2771,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2772,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2773,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2774,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2775,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2776,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2777,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2778,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2779,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2780,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2781,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2782,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2783,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2784,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2785,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2786,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2787,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2788,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2789,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2790,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2791,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2792,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2793,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
2794,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2795,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2796,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2797,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2798,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2799,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
2800,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2801,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2802,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2803,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2804,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2805,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2806,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
2807,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2808,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2809,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2810,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2811,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2812,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2813,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2814,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2815,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2816,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
2817,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2818,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2819,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2820,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2821,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2822,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2823,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2824,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2825,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2826,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2827,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2828,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
