Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCN_M_R
1640,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1641,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1642,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1643,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1644,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1645,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1646,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1647,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1648,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1649,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1650,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1651,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1652,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1653,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1654,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1655,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1656,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1657,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1658,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1659,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1660,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1661,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1662,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1663,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1664,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1665,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1666,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1667,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1668,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1669,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1670,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1671,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1672,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1673,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1674,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1675,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1676,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1677,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1678,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1679,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1680,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1681,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1682,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1683,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1684,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1685,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1686,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1687,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1688,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1689,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1690,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1691,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1692,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
1693,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
1694,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1695,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1696,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
1697,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1698,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1699,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1700,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1701,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
1702,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1703,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1704,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1705,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1706,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1707,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1708,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1709,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1710,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1711,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1712,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1713,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1714,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1715,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1716,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1717,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1718,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1719,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1720,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1721,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1722,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1723,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1724,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1725,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1726,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1727,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1728,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1729,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1730,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1731,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1732,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1733,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1734,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1735,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1736,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1737,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
1738,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1739,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1740,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1741,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1742,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1743,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1744,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1745,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1746,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1747,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1748,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1749,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1750,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1751,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1752,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1753,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1754,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1755,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1756,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1757,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1758,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1759,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1760,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1761,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1762,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1763,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1764,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1765,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1766,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1767,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1768,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1769,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
1770,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
1771,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Cropland
1772,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Bareland
1773,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Built-up
1774,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
1775,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Bareland
1776,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Built-up
1777,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
1778,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
1779,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Built-up
1780,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Built-up
1781,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Forest
1782,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
1783,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
1784,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
1785,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
1786,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
1787,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
1788,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
1789,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
1790,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Built-up
1791,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1792,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1793,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1794,NULL,Built-up,Water,NULL,Water,Water,NULL,Bareland
1795,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1796,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1797,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1798,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1799,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1800,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1801,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1802,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1803,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1804,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1805,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1806,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Forest
1807,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1808,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1809,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1810,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1811,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1812,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1813,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
1814,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1815,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1816,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
1817,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1818,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1819,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1820,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1821,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1822,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1823,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1824,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
1825,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1826,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1827,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1828,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1829,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1830,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1831,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1832,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1833,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1834,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1835,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1836,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1837,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1838,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1839,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1840,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1841,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1842,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1843,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1844,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1845,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
1846,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1847,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1848,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1849,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1850,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1851,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1852,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1853,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1854,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1855,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1856,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
1857,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1858,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1859,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1860,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1861,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1862,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1863,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1864,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1865,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1866,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1867,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
1868,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1869,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
1870,NULL,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1871,NULL,Water,Water,NULL,Water,Wetland,NULL,Grassland
1872,NULL,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1873,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
1874,NULL,Water,Water,NULL,Water,Water,Wetland,Wetland
1875,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
1876,NULL,Water,Water,Water,Water,Water,Wetland,Wetland
1877,NULL,Water,Water,Water,Water,Water,Water,Water
1878,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1879,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1880,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1881,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1882,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1883,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1884,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1885,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1886,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1887,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1888,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1889,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1890,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1891,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1892,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1893,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1894,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1895,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1896,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1897,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1898,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1899,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1900,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1901,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1902,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1903,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1904,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1905,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1906,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1907,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1908,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1909,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1910,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1912,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1913,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1914,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1915,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1916,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1917,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1918,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1919,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1920,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1921,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1922,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1923,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1924,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1925,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1926,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1927,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1928,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1929,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1930,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1931,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1932,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1933,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1934,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1935,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1936,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1937,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1938,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1939,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1940,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1941,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1942,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1943,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1944,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1945,NULL,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Built-up
1946,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1947,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1948,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1949,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1950,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1951,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1952,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1953,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1954,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1955,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1956,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1957,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1958,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1959,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1960,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1961,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1962,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1963,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1964,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1965,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1966,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1967,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1968,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1969,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
