Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCG_M_R
1134,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1135,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1138,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1142,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1143,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1146,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1150,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1151,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1154,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1155,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1156,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1157,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1158,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1159,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1160,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1161,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1162,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1166,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1167,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1169,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1170,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1171,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1172,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
1173,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1176,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1177,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1178,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1179,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1180,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1181,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1182,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1183,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1184,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1185,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1188,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1189,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1190,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1191,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1195,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1196,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1197,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1199,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1202,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1203,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1204,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1205,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1206,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1207,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1208,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1209,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1210,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1212,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1213,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1214,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1215,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1217,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1218,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1219,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1222,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1223,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1225,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1226,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1227,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1228,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1229,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1230,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1232,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1235,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1236,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1237,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1238,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1239,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1242,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1244,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1245,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1246,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1247,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1248,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1250,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1251,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1252,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1253,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1254,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1255,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1258,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1259,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1261,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1263,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1265,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1266,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1267,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1268,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1269,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1270,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1272,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1273,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1274,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1275,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1276,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1279,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1280,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1281,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1282,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1283,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1284,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1285,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1286,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1287,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1288,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1289,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1290,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1291,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1292,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1293,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1294,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1295,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1296,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1297,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1298,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1299,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1300,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1301,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1302,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1303,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1304,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1305,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1306,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1307,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1308,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1310,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1311,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1312,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1313,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1314,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1316,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1317,Wetland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1319,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1320,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1322,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1324,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1325,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1327,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1331,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1332,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1333,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1335,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1337,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1338,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1339,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1340,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1341,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1342,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1343,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1344,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1345,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1347,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1348,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1349,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1350,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1351,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1352,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1353,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1356,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1357,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1358,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1362,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1363,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1364,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1365,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1366,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1367,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1368,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1369,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1370,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1371,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1373,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1374,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1375,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1377,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1378,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1379,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1380,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1381,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
1382,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1383,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1384,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1385,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
1386,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1387,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1388,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1390,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1392,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1393,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1394,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1396,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1397,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1398,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1399,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1400,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1401,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1402,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1403,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1404,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1405,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1406,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1407,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1408,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1409,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1410,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1411,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1412,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1413,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1415,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1416,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1417,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1418,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1419,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1420,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1421,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1422,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1423,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1425,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1426,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1427,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1429,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1430,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1431,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1433,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1435,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1436,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1437,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1438,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1440,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1441,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1442,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1443,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1445,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1446,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1447,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1448,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1449,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1450,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1451,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1452,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1453,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1454,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1455,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1456,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1457,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1458,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1459,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1460,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1461,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1462,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1463,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1464,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1465,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1466,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1467,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1468,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1469,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1470,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1471,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1472,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
