Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWQ_M_R
5778,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5779,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5780,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5781,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5782,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5783,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5784,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5785,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5786,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
5787,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5788,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5789,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5790,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
5791,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
5792,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
5793,Grassland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5794,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5795,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5796,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5797,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
5798,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5799,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
5800,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
5801,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
5802,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
5803,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5804,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5805,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5806,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
5807,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5808,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,NULL
5809,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
5810,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
5811,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5812,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
5813,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5814,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5815,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
5816,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5817,Grassland,Forest,Wetland,Water,Wetland,Shrubland,NULL,Wetland
5818,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
5819,Grassland,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
5820,Grassland,Forest,Wetland,Water,Wetland,Forest,NULL,Wetland
5821,Grassland,Forest,Wetland,Water,Wetland,Forest,NULL,Water
5822,Grassland,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
5823,Grassland,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5824,Grassland,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5825,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
5826,Grassland,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
5827,Grassland,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
5828,Grassland,Forest,Water,Non_Water,Water,Forest,NULL,Grassland
5829,Grassland,Forest,Water,Non_Water,Water,Forest,NULL,Forest
5830,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
5831,Grassland,Forest,Water,Water,Water,Shrubland,NULL,Wetland
5832,Grassland,Forest,Water,Water,Water,Forest,NULL,Water
5833,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5834,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5835,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5836,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5837,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5838,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5839,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5840,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5841,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5842,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5843,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5844,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5845,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5846,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5847,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5848,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5849,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5850,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5851,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5852,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5853,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
5854,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
5855,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5856,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5857,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5858,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5859,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5860,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5861,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5862,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5863,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5864,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5865,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5866,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5867,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5868,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5869,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5870,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5871,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5872,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5873,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5874,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5875,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5876,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
5877,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5878,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5879,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5880,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5881,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5882,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5883,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5884,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5885,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5886,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5887,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5888,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5889,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
5890,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5891,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
5892,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
5893,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5894,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5895,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
5896,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5897,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5898,Grassland,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
5899,Grassland,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
5900,Grassland,Forest,Forest,Water,Non_Wetland,Forest,NULL,Grassland
5901,Grassland,Forest,Forest,Water,Non_Wetland,Forest,NULL,Wetland
5902,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5903,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5904,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5905,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5906,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5907,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5908,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5909,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5910,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5911,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5912,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5913,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5914,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5915,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5916,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5917,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5918,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5919,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5920,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5921,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5922,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5923,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
5924,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5925,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5926,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5927,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5928,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5929,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5930,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
5931,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5932,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5933,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5934,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5935,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5936,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5937,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5938,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5939,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5940,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5941,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5942,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5943,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5944,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5945,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5946,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
5947,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5948,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5949,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5950,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5951,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5952,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5953,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5954,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5955,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5956,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5957,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5958,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5959,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5960,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5961,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5962,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5963,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5964,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5965,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5966,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5967,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5968,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5969,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5970,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5971,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5972,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5973,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5974,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5975,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5976,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5977,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5978,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5979,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5980,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5981,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5982,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
5983,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5984,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5985,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5986,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5987,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5988,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5989,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5990,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5991,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5992,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5993,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
5994,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
5995,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5996,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5997,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5998,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5999,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6000,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6001,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
6002,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6003,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6004,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6005,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6006,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6007,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6008,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
6009,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6010,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6011,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Cropland
6012,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
6013,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6014,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6015,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6016,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6017,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6018,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6019,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6020,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6021,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6022,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6023,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6024,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6025,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6026,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6027,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
6028,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
6029,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6030,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
6031,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6032,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6033,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
6034,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
6035,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
6036,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6037,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6038,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6039,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6040,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6041,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6042,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6043,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6044,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6045,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6046,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6047,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
6048,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6049,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6050,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6051,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6052,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6053,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6054,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6055,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6056,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6057,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6058,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6059,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6060,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6061,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6062,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6063,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6064,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6065,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6066,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6067,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6068,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6069,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6075,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6083,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6084,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6085,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
6086,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6087,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6088,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6089,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6090,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6091,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6092,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6093,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6094,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6095,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6096,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6097,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
