Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRV_M_R
333,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
334,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
335,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
338,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
340,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
345,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
346,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
348,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
350,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
351,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
356,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
358,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
359,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
360,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
364,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
365,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
366,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
367,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
368,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
369,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
370,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
371,NULL,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
372,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
373,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
374,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
375,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
376,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
377,NULL,NULL,Water,Water,Water,Wetland,Water,Water
378,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
379,NULL,NULL,Water,Water,Water,Water,Water,Wetland
380,NULL,NULL,Water,Water,Water,Water,Water,Water
381,NULL,NULL,Water,Water,Water,Water,Water,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
385,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
403,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
404,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
406,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
407,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
427,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
433,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
434,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
435,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
437,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
438,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
439,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
441,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
443,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
444,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
445,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
446,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
447,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
449,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
451,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
453,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
454,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
455,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
456,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
457,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
458,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
459,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
460,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
462,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
463,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
464,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
465,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
473,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
474,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
477,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
479,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
482,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
484,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
485,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
486,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
487,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
488,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
489,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
490,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
491,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
493,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
494,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
495,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
497,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
502,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
503,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
504,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
506,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
507,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
508,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
509,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
510,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
511,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
513,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
514,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
515,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
516,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
517,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
518,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
519,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
520,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
521,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
522,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
523,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
524,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
525,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
526,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
527,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
528,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
529,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
531,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
532,NULL,Wetland,Water,NULL,Water,Forest,Wetland,Forest
533,NULL,Wetland,Water,NULL,Water,Forest,Water,Forest
534,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Water
535,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
536,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
537,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
538,NULL,Wetland,Water,Water,Water,Water,Water,Water
539,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
540,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
541,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
544,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
545,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
546,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
548,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
549,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
550,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
551,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
552,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
553,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
554,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
557,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
558,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
559,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
560,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
561,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
562,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
563,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
564,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
565,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
566,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
570,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
571,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
572,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Water
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
593,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
597,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
598,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
600,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
601,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
602,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
604,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
605,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
606,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
608,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
609,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
610,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Built-up
612,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
613,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
614,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
616,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
617,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
618,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
619,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
620,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
621,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
622,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
623,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
624,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
625,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
626,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
627,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
636,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
637,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
640,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
641,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
644,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
645,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
646,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
647,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
648,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
649,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
650,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
651,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
653,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
654,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
655,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
656,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
657,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
658,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
659,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
660,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
661,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
662,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
663,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
664,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
665,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
666,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
667,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
668,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
669,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
670,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
671,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
