Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGR_M_R
338,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
339,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
340,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
341,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
342,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
343,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
344,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
345,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
346,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
347,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
348,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
349,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
350,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
351,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
352,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
353,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
354,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
355,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
356,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
357,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
358,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
359,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
360,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
361,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
362,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
363,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
364,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
365,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
366,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
367,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
368,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
369,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
370,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
371,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
372,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
373,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
374,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
375,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
376,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
377,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
378,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
379,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
380,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
381,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
382,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
383,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
384,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
385,Grassland,NULL,Water,Water,Water,Water,Water,Water
386,Grassland,NULL,Water,Water,Water,Water,Water,Forest
387,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
388,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
389,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
391,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
392,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
393,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
394,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
395,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
396,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
397,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
398,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
399,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
400,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
401,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
402,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
403,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
404,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
405,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
406,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
407,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
408,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
409,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
410,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
411,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
412,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
413,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
414,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
415,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
416,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
417,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
418,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
419,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
420,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
421,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
422,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
423,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
424,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
425,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
426,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
427,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
428,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
429,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
430,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
431,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
432,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
433,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
434,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
435,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
436,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
437,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
438,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
439,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
440,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
441,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
442,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
443,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
444,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
445,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
446,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
447,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
448,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
449,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
450,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
451,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
452,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
453,Grassland,Wetland,Water,Water,Water,Water,Water,Water
454,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
455,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
456,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
457,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
458,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
459,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
460,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
461,Grassland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
462,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
463,Grassland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
464,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
465,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
466,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
467,Grassland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
468,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
469,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
470,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
471,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
472,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
473,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
474,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
475,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
476,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
477,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Forest
478,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
479,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
480,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
481,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
482,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
483,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
484,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
485,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
486,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
487,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
488,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
489,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Water
490,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
491,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
492,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
493,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
494,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
495,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
496,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
498,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
499,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
500,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
501,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
502,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
503,Grassland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
504,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
505,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
506,Grassland,Water,Water,NULL,Water,Water,Water,Grassland
507,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
508,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
509,Grassland,Water,Water,Water,Water,Wetland,Water,Water
510,Grassland,Water,Water,Water,Water,Water,Wetland,Grassland
511,Grassland,Water,Water,Water,Water,Water,Wetland,Water
512,Grassland,Water,Water,Water,Water,Water,Water,Grassland
513,Grassland,Water,Water,Water,Water,Water,Water,Wetland
514,Grassland,Water,Water,Water,Water,Water,Water,Water
515,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
516,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
517,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
518,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
519,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
520,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
521,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
522,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
523,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
524,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
525,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
526,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
527,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
528,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
529,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
530,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
531,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
532,Grassland,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
533,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
534,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
535,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
536,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
537,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
538,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
539,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
540,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
541,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
542,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
543,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
544,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
545,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
546,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
547,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
548,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
549,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
550,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
551,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
552,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
553,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Forest
554,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
555,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
556,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
557,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
558,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
559,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
560,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
561,Grassland,Forest,Water,NULL,Water,Water,Wetland,Grassland
562,Grassland,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
563,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
564,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
565,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
566,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
567,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
568,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
569,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
570,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
571,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
572,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
573,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
574,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
575,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
576,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
577,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
578,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
579,Grassland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
580,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
581,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
582,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
583,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
584,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
585,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
586,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
587,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
588,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
589,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
590,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
591,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
592,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
593,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
594,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
595,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
596,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
597,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
598,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
599,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
600,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
601,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Water
602,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
603,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
604,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
605,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
606,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
607,Cropland,NULL,Water,Water,Water,Water,Water,Water
608,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
609,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
610,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
611,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
612,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
613,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
614,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
615,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
616,Cropland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
617,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
618,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
619,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
620,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
621,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
622,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
623,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
624,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
625,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
626,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
627,Cropland,Water,Water,Water,Water,Wetland,Water,Grassland
628,Cropland,Water,Water,Water,Water,Wetland,Water,Water
629,Cropland,Water,Water,Water,Water,Water,Water,Grassland
630,Cropland,Water,Water,Water,Water,Water,Water,Water
631,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
632,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
633,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
634,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
635,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
636,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
637,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
638,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
639,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
640,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
641,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
642,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
643,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
644,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
645,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
646,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
647,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
648,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
649,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
650,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
651,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
652,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
653,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
654,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
655,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
656,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
657,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
658,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
659,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
660,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
661,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
662,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
663,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
664,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
665,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
666,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
667,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
668,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
669,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
670,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
671,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
672,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
673,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
674,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
675,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
676,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
