Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R
8417,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8418,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8419,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8420,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8421,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
8422,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8423,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8424,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8425,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8426,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8427,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
8428,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8429,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8430,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8431,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8432,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8433,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8434,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8435,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8436,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8437,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8438,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8439,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8440,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8441,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8442,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8443,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8444,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8445,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8446,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8447,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8448,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8449,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8450,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8451,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8452,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8453,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8454,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8455,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8456,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8457,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8458,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8459,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8460,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8461,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8462,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8463,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8464,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8465,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8466,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8467,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8468,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8469,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8470,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8471,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
8472,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
8473,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
8474,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8475,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
8476,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8477,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8478,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
8479,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
8480,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
8481,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8482,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
8483,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
8484,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8485,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8486,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8487,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8488,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
8489,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
8490,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
8491,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
8492,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8493,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8494,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
8495,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
8496,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8497,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8498,Cropland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
8499,Cropland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
8500,Cropland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
8501,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
8502,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Built-up,Built-up
8503,Cropland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
8504,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8505,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8506,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
8507,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
8508,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
8509,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
8510,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8511,Cropland,NULL,Wetland,Non_Water,NULL,NULL,NULL,Grassland
8512,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8513,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8514,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8515,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
8516,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8517,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
8518,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
8519,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8520,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8521,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8522,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
8523,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
8524,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
8525,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8526,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
8527,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
8528,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
8529,Cropland,NULL,Wetland,Water,NULL,NULL,Water,Wetland
8530,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
8531,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
8532,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
8533,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
8534,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
8535,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
8536,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
8537,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
8538,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8539,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
8540,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
8541,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8542,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8543,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
8544,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8545,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8546,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
8547,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8548,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8549,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8550,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
8551,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
8552,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8553,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
8554,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
8555,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8556,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
8557,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8558,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8559,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8560,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8561,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8562,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8563,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8564,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8565,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8566,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8567,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8568,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8569,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8570,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8571,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8572,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8573,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8574,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8575,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8576,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8577,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8578,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8579,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8580,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
8581,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
8582,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
8583,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
8584,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
8585,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
8586,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8587,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8588,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
8589,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
8590,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
8591,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8592,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8593,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8594,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8595,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8596,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8597,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8598,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8599,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8600,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8601,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8602,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8603,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8604,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8605,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
8606,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8607,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
8608,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
8609,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8610,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8611,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland,NULL,Grassland
8612,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
8613,Cropland,NULL,Water,NULL,Water,NULL,Water,Forest
8614,Cropland,NULL,Water,Non_Water,Water,NULL,Water,Water
8615,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
8616,Cropland,NULL,Water,Water,Water,NULL,Water,Water
8617,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8618,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8619,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8620,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8621,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8622,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8623,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8624,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8625,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8626,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8627,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8628,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8629,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
8630,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8631,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8632,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8633,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8634,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8635,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8636,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
8637,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8638,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
8639,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8640,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8641,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
8642,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8643,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8644,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8645,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8646,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8647,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8648,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8649,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8650,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8651,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8652,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8653,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8654,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8655,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8656,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8657,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8658,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8659,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8660,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8661,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8662,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8663,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8664,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8665,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8666,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8667,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8668,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8669,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8670,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8671,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8672,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8673,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
8674,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
8675,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
8676,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8677,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8678,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8679,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8680,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8681,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8682,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8683,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8684,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
8685,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
8686,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
8687,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
8688,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8689,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8690,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8691,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8692,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8693,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8694,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8695,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8696,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8697,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8698,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8699,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8700,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8701,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8702,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8703,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8704,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8705,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8706,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8707,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8708,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8709,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8710,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8711,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8712,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8713,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8714,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8715,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8716,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8717,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8718,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
8719,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8720,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8721,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8722,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8723,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8724,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8725,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8726,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
8727,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8728,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8729,Cropland,NULL,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8730,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8731,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
8732,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
8733,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
8734,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8735,Cropland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
8736,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
8737,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8738,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8739,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8740,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
