Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
5181,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5182,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5183,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5184,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5185,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5186,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
5187,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
5188,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5189,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5190,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5191,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
5192,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
5193,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
5194,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5195,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
5196,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
5197,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
5198,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5199,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5200,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5201,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5202,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
5203,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5204,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5205,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5206,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5207,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5208,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5209,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5210,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5211,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5212,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5213,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5214,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5215,Cropland,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
5216,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5217,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5218,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5219,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5220,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
5221,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5222,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5223,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5224,Cropland,NULL,Wetland,Non_Water,NULL,NULL,Wetland,Wetland
5225,Cropland,NULL,Wetland,Non_Water,NULL,NULL,Water,Grassland
5226,Cropland,NULL,Wetland,Non_Water,NULL,Bareland,Water,Grassland
5227,Cropland,NULL,Wetland,Non_Water,NULL,Bareland,Water,Bareland
5228,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5229,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
5230,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5231,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5232,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
5233,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5234,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5235,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5236,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5237,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5238,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5239,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5240,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5241,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5242,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5243,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5244,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5245,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5246,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5247,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5248,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5249,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5250,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5251,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5252,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5253,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5254,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5255,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5256,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5257,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5258,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5259,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
5260,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
5261,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
5262,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
5263,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
5264,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5265,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5266,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
5267,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5268,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
5269,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5270,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5271,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5272,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5273,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5274,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5275,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5276,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5277,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5278,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5279,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5280,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5281,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5282,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5283,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5284,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5285,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5286,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5287,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5288,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5289,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5290,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5291,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5292,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5293,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5294,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5295,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5296,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5297,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5298,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5299,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5300,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5301,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5302,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5303,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5304,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5305,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5306,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5307,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5308,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5309,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5310,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5311,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5312,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5313,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5314,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5315,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5316,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
5317,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5318,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5319,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5320,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5321,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5322,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5323,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5324,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5325,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5326,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5327,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5328,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5329,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5330,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5331,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5332,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5333,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5334,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5335,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5336,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
5337,Cropland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
5338,Cropland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
5339,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5340,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5341,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5342,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5343,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5344,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5345,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5346,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5347,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5348,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5349,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5350,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5351,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5352,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5353,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5354,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5355,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5356,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5357,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5358,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5359,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
5360,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5361,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5362,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5363,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5364,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5365,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5366,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5367,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5368,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5369,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5370,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5371,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5372,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5373,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5374,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5375,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5376,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5377,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5378,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5379,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5380,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5381,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5382,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5383,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5384,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5385,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5386,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5387,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5388,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5389,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5390,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5391,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5392,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5393,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5394,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5395,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5396,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5397,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5398,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5399,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5400,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5401,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5402,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5403,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5404,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5405,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5406,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5407,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5408,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5409,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
5410,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
5411,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5412,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5413,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5414,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5415,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5416,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5417,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5418,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5419,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5420,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5421,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5422,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5423,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5424,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5425,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5426,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
5427,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5428,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5429,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5430,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5431,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5432,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5433,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5434,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
5435,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5436,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
5437,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
5438,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
5439,Cropland,Cropland,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
5440,Cropland,Cropland,NULL,Water,Non_Wetland,Forest,Forest,Forest
5441,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5442,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5443,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5444,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5445,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5446,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5447,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5450,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5451,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
5460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5473,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5474,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5475,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5476,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5477,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5478,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5479,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5481,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5482,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5483,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5486,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5487,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5488,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5489,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5490,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5496,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5498,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5499,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
