Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R
4638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
4649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
4688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4690,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
4691,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4692,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4693,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4694,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4695,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4699,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4700,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
4722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4725,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4726,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4727,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4728,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4729,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4730,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4731,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4732,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4733,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4734,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4735,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4736,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4737,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4738,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4739,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4740,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4741,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4742,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4743,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4744,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4745,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4746,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4747,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4748,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4749,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4750,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4751,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4752,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4753,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4754,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4755,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Water
4756,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4757,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4758,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4759,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4760,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4761,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4762,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4763,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4764,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4765,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4766,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4767,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4768,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4769,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4770,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4771,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4772,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4773,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4774,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4775,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4776,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4777,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4778,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4779,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4780,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4781,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4782,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4783,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4784,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4785,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4786,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
4787,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4788,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4789,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4790,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4791,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4792,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4793,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4794,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4795,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4796,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4797,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4798,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4799,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4800,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4801,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4802,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4803,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4804,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4805,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4806,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4807,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4808,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4809,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4810,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4811,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
4812,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4813,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4814,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4815,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4816,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4817,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4818,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4819,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4820,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4821,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4822,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4823,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4824,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4825,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4826,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4827,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4828,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4829,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4830,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4831,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4832,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4833,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4834,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4835,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4836,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4837,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4838,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4839,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4840,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4841,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4842,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4843,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4844,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4845,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4846,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4847,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4848,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4849,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4850,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4851,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4852,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4853,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4854,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4855,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4856,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4857,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4858,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4859,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4860,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4861,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4862,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
4863,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4864,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4865,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4866,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4867,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4868,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4869,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4870,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4871,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4872,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4873,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4874,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4875,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4876,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4877,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
4878,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4879,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4880,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4881,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4882,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4883,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4884,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4885,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4886,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4887,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4888,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4889,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4890,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4891,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4892,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4893,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4894,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4895,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4896,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
4897,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4898,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
4899,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4900,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4901,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
4902,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
4903,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
4904,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4905,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4906,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4907,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4908,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4909,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4910,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4911,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Water
4912,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
4913,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4914,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4915,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4916,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4917,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4918,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
4919,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4920,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4921,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4922,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4923,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4924,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4925,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4926,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
4927,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4928,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4929,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4930,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4931,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
4932,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4933,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4934,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4935,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4936,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4937,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4938,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4939,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4940,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4941,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4942,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
4943,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4944,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4945,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4946,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4947,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4948,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4949,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
