Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
329,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
338,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
343,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
355,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
362,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
367,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
371,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
372,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
376,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
381,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
395,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
397,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
400,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
404,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
405,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
412,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
417,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
418,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
421,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
422,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
442,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
448,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
449,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
450,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
452,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
453,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
454,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
455,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
456,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
457,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
458,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
459,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
460,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
461,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
462,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
463,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
465,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
467,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
469,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
472,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
473,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
478,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
479,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
481,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
482,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
485,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
487,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
489,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
490,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
493,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
494,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
497,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
498,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
502,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
507,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
509,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
511,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
513,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
514,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
515,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
516,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
517,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
518,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
519,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
520,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
521,NULL,NULL,Water,NULL,Water,Wetland,NULL,Water
522,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
523,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
524,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
525,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
526,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
527,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
528,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
529,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
530,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
531,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Water
532,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
533,NULL,NULL,Water,NULL,Water,Bareland,Forest,Forest
534,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
535,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
536,NULL,NULL,Water,NULL,Water,Water,Water,Water
537,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
538,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
539,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
540,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
541,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
542,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
543,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
544,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
545,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
546,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
547,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
548,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
549,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
550,NULL,NULL,Water,Water,Water,Wetland,Water,Water
551,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
552,NULL,NULL,Water,Water,Water,Water,NULL,Water
553,NULL,NULL,Water,Water,Water,Water,Grassland,Water
554,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
555,NULL,NULL,Water,Water,Water,Water,Wetland,Water
556,NULL,NULL,Water,Water,Water,Water,Water,Wetland
557,NULL,NULL,Water,Water,Water,Water,Water,Water
558,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
559,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
562,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
563,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
565,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
566,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
568,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
572,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
587,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
591,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
592,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
594,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
595,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
597,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
598,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
604,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
606,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
611,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
613,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
615,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
616,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
619,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
620,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
624,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
625,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
626,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
629,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
633,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
635,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
637,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
643,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
644,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
645,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
646,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
647,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
648,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
649,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
650,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
652,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
653,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
654,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
656,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
657,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
658,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
659,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
660,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
661,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
662,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
663,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
664,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
665,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
666,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
667,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
668,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
