Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYQ_M_R
339,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
340,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
341,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
342,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
343,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
344,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
345,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
346,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
347,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
348,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
349,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
350,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
351,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
352,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
353,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
354,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
355,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
356,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
358,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
359,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
360,NULL,Wetland,Water,Water,Water,Water,Water,Water
361,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
362,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
363,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
364,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
365,NULL,Bareland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
366,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
368,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
369,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
370,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
371,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
372,NULL,Bareland,Cropland,Water,Non_Wetland,Cropland,NULL,Water
373,NULL,Bareland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
374,NULL,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
375,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
376,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
377,NULL,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
378,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
379,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
380,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
381,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Bareland
382,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
383,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
384,NULL,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
385,NULL,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
386,NULL,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
387,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
388,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
389,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
390,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
391,NULL,Bareland,Wetland,Water,Wetland,Cropland,NULL,Grassland
392,NULL,Bareland,Wetland,Water,Wetland,Cropland,NULL,Bareland
393,NULL,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
394,NULL,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
395,NULL,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
396,NULL,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
397,NULL,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
398,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Grassland
399,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
400,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
401,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
402,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
403,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
404,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
405,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
406,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
407,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
408,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
409,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
410,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
411,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
412,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
413,NULL,Bareland,Water,Water,Water,Grassland,Water,Water
414,NULL,Bareland,Water,Water,Water,Water,Water,Water
415,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
416,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
429,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
431,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
432,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
434,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
435,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
437,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
438,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
439,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
441,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
442,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
443,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
444,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
446,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
447,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
449,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
450,NULL,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
451,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
452,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
453,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
454,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
455,NULL,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
456,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
458,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
459,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
460,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
461,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
462,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
463,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
465,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
466,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
467,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
468,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
469,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
470,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
471,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
472,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
473,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
474,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
475,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
477,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
478,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
479,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
480,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
481,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
482,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
484,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
485,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
486,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
487,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
488,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
489,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
490,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
491,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
492,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
493,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
494,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
495,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
496,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
498,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
499,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
500,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
502,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
503,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
504,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
505,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
506,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
507,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
508,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
509,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
510,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
511,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
512,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
513,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
514,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
515,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
516,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
517,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
518,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
519,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
520,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
521,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
522,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
523,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
524,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
525,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
526,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
527,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
528,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
529,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
530,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
531,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
532,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
533,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
534,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
535,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
536,NULL,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
537,NULL,Water,Wetland,Water,Wetland,Cropland,Water,Water
538,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
539,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
540,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
541,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
542,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
543,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
544,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
545,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
546,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
547,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
548,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
549,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
550,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
551,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
552,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
553,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
554,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
555,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
556,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
557,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
558,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
559,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
560,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
561,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
562,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
564,NULL,Water,Water,NULL,Water,Grassland,Water,Water
565,NULL,Water,Water,Water,Water,Grassland,Water,Bareland
566,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
567,NULL,Water,Water,Water,Water,Water,Water,Water
568,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
569,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
571,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
572,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
573,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
574,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
575,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
576,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
578,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
580,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
581,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
582,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
583,NULL,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
584,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
585,NULL,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
586,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
589,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
590,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
592,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
593,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
594,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
597,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
598,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
599,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
600,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
601,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
602,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
603,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
604,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
606,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
607,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
608,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
609,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
610,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
611,NULL,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
612,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
613,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
614,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
615,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
616,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
617,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
618,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
619,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
621,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
622,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
623,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
625,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
626,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
627,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
628,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
629,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
630,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
631,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
632,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
633,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
634,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
635,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
636,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
637,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
647,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
648,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
650,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
651,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
652,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
653,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
654,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
655,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
656,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
657,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
658,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
659,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
660,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
661,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
662,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
663,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
664,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
665,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
666,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
667,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
668,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
669,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
670,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
671,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
672,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
673,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
674,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
675,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
676,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
677,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
678,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
679,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
680,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
681,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
682,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
683,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
684,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
685,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
686,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
687,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
688,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
689,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
690,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
691,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
