Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRA_M_R
329,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
330,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
338,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
339,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
340,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
344,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
346,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
347,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
348,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
349,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
351,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
352,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
353,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
354,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
355,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
356,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
357,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
358,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
359,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
362,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
363,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
364,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
365,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
366,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
367,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
368,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
369,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
370,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
371,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
372,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
373,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
374,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
375,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
376,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
377,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
378,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
380,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
381,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
382,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
383,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
384,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
385,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
386,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
387,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
388,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
389,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
390,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
391,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
392,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
393,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
394,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
395,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
396,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
397,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
398,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
399,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
400,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
402,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
405,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
407,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
408,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
409,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
410,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
411,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
412,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
413,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
414,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
415,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
416,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
417,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
418,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
419,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
421,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Grassland,Grassland
422,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
423,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
424,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
425,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
426,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
427,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
428,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
429,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
431,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
433,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
434,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
435,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
436,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
437,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
438,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
439,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
441,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
442,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
444,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
445,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
446,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
447,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
449,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
450,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
451,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
452,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
453,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
454,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
455,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
457,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
458,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
459,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
460,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
461,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
462,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
463,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
464,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
465,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
466,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
467,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
468,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
469,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
470,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
473,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
474,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
478,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
479,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
480,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
482,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
484,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
485,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
487,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
488,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
489,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
491,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
492,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
493,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
494,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
495,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
496,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
498,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
499,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
500,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
501,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
502,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
503,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
507,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
508,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
515,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
516,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
519,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
524,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
537,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
538,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
541,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
545,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
546,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
547,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
550,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
551,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
554,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
555,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
556,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
557,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
558,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
560,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
562,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
563,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
564,NULL,NULL,Water,NULL,Water,NULL,Wetland,Forest
565,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
566,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
567,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
568,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
569,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
570,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
571,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
572,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
573,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
574,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
575,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
576,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
577,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
578,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
579,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
580,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
581,NULL,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
582,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
583,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
584,NULL,NULL,Water,Water,Water,NULL,Water,Forest
585,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
586,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
587,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
588,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
589,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
590,NULL,NULL,Water,Water,Water,Grassland,Forest,Forest
591,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
592,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
593,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
594,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
595,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
596,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
597,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
598,NULL,NULL,Water,Water,Water,Wetland,Water,Water
599,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
600,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
601,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
602,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
603,NULL,NULL,Water,Water,Water,Bareland,Water,Water
604,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
605,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
606,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
607,NULL,NULL,Water,Water,Water,Water,Wetland,Water
608,NULL,NULL,Water,Water,Water,Water,Water,Grassland
609,NULL,NULL,Water,Water,Water,Water,Water,Wetland
610,NULL,NULL,Water,Water,Water,Water,Water,Water
611,NULL,NULL,Water,Water,Water,Water,Water,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
614,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
639,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
660,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
669,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
670,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
671,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
672,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
673,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
674,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
675,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
676,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
677,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
678,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
679,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
680,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
681,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
