Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R
1080,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1081,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1082,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1083,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1084,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1085,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1088,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1092,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1096,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1100,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1101,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1102,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1103,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1104,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1105,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1106,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1107,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1108,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1109,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1113,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1114,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1115,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1117,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1119,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1120,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1121,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1123,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1124,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1125,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1126,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1127,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1128,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1129,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1130,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1131,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1132,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1133,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1134,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1135,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1136,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1137,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1138,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1139,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1140,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1141,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1142,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1143,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1145,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1146,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1148,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1149,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1150,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1152,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1153,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1154,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1155,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1156,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1157,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1158,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1159,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1160,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1161,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1162,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1163,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1164,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1165,Wetland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1166,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1167,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1170,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1171,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1172,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1173,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1174,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1175,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1176,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1177,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1178,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1179,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1181,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1182,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1184,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1185,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1186,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1187,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1189,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1190,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1191,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1192,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1193,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1194,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1195,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1196,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1197,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1198,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1199,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1200,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1201,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1202,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1203,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1204,Wetland,Water,Water,NULL,Water,NULL,NULL,Cropland
1205,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1206,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1207,Wetland,Water,Water,Water,Water,NULL,NULL,Cropland
1208,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1209,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1210,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1211,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1212,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1213,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1215,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1216,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1218,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1219,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1221,Wetland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1222,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1223,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1224,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1225,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1227,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1228,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1229,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1230,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1231,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1232,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1233,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1235,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1236,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1237,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1239,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1240,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1241,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1243,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1244,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1246,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1247,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1248,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1251,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1252,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1253,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1255,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1256,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1257,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1258,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1259,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1261,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1263,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1265,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1266,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1267,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1269,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1270,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1271,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1273,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1277,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1278,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1280,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1281,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1282,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1283,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1284,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1286,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1287,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1289,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1290,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1291,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1292,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1293,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1294,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1295,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1296,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1297,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1298,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1299,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1300,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1301,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1302,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1303,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1304,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1305,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1306,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1307,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1308,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1309,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1311,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1313,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1314,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1317,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1318,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1319,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1320,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1322,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1324,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1325,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1329,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1331,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1334,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1335,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1336,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1337,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1338,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1340,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1342,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1343,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1344,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1345,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1346,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1347,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1348,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1350,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1351,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1352,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1353,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1354,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1355,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1356,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1357,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1358,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1359,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1360,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1361,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1362,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1363,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1364,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1365,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1366,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1367,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1368,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1370,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1372,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1373,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1374,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1376,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1377,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1378,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1379,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1381,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1382,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1384,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1386,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1390,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1391,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1392,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1394,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1395,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1397,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1399,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1400,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1401,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1402,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1403,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1404,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1405,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1406,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1407,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1409,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1411,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1412,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1415,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1416,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
