Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUG_M_R
1735,Water,NULL,Forest,NULL,Non_Wetland,NULL
1736,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1737,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1738,Water,NULL,Forest,NULL,Non_Wetland,Water
1739,Water,NULL,Forest,NULL,Non_Wetland,Forest
1740,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1741,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1742,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1743,Water,NULL,Forest,Water,Non_Wetland,Grassland
1744,Water,NULL,Forest,Water,Non_Wetland,Bareland
1745,Water,NULL,Forest,Water,Non_Wetland,Water
1746,Water,NULL,Forest,Water,Non_Wetland,Forest
1747,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1748,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1749,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1750,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1751,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1752,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1753,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1754,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1755,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1756,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1757,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1758,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1759,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1760,Water,Cropland,Wetland,NULL,Wetland,Grassland
1761,Water,Cropland,Wetland,NULL,Wetland,Forest
1762,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1763,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1764,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1765,Water,Cropland,Water,NULL,Water,Grassland
1766,Water,Cropland,Water,NULL,Water,Bareland
1767,Water,Cropland,Water,NULL,Water,Forest
1768,Water,Cropland,Water,Non_Water,Water,Grassland
1769,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1770,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1771,Water,Cropland,Forest,NULL,Non_Wetland,Water
1772,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1773,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1774,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1775,Water,Cropland,Forest,Water,Non_Wetland,Forest
1776,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1777,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1778,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1779,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1780,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1781,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1782,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1783,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1784,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1785,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1786,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1787,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1788,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1789,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1790,Water,Wetland,Cropland,Water,Non_Wetland,Water
1791,Water,Wetland,Wetland,NULL,Wetland,Grassland
1792,Water,Wetland,Wetland,NULL,Wetland,Wetland
1793,Water,Wetland,Wetland,NULL,Wetland,Water
1794,Water,Wetland,Wetland,NULL,Wetland,Forest
1795,Water,Wetland,Wetland,Non_Water,Wetland,Water
1796,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1797,Water,Wetland,Wetland,Water,Wetland,Water
1798,Water,Wetland,Wetland,Water,Wetland,Forest
1799,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water
1800,Water,Wetland,Water,NULL,Water,Grassland
1801,Water,Wetland,Water,NULL,Water,Water
1802,Water,Wetland,Water,NULL,Water,Forest
1803,Water,Wetland,Water,Non_Water,Water,Water
1804,Water,Wetland,Water,Non_Water,Water,Forest
1805,Water,Wetland,Water,Water,Water,Grassland
1806,Water,Wetland,Water,Water,Water,Water
1807,Water,Wetland,Water,Water,Water,Forest
1808,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1809,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1810,Water,Wetland,Forest,NULL,Non_Wetland,Water
1811,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1812,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1813,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1814,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1815,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1816,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1817,Water,Wetland,Forest,Water,Non_Wetland,Water
1818,Water,Wetland,Forest,Water,Non_Wetland,Forest
1819,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1820,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1821,Water,Bareland,NULL,NULL,Non_Wetland,Water
1822,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1823,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1824,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1825,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
1826,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1827,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1828,Water,Bareland,NULL,Water,Non_Wetland,Water
1829,Water,Bareland,NULL,Water,Non_Wetland,Forest
1830,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1831,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1832,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1833,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1834,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1835,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1836,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1837,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1838,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1839,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1840,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1841,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1842,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1843,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1844,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1845,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1846,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1847,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1848,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1849,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1850,Water,Bareland,Grassland,Water,Non_Wetland,Water
1851,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1852,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1853,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1854,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1855,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1856,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1857,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1858,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1859,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1860,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1861,Water,Bareland,Cropland,Water,Non_Wetland,Water
1862,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1863,Water,Bareland,Wetland,NULL,Wetland,Grassland
1864,Water,Bareland,Wetland,NULL,Wetland,Bareland
1865,Water,Bareland,Wetland,NULL,Wetland,Water
1866,Water,Bareland,Wetland,NULL,Wetland,Forest
1867,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1868,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1869,Water,Bareland,Wetland,Non_Water,Wetland,Water
1870,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1871,Water,Bareland,Wetland,Water,Wetland,Grassland
1872,Water,Bareland,Wetland,Water,Wetland,Bareland
1873,Water,Bareland,Wetland,Water,Wetland,Water
1874,Water,Bareland,Wetland,Water,Wetland,Forest
1875,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1876,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1877,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1878,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1879,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1880,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1881,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1882,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1883,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1884,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1885,Water,Bareland,Bareland,Water,Non_Wetland,Water
1886,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1887,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1888,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1889,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1890,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1891,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1892,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1893,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1894,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1895,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1896,Water,Bareland,Built-up,Water,Non_Wetland,Water
1897,Water,Bareland,Built-up,Water,Non_Wetland,Forest
1898,Water,Bareland,Water,NULL,Water,Grassland
1899,Water,Bareland,Water,NULL,Water,Bareland
1900,Water,Bareland,Water,NULL,Water,Water
1901,Water,Bareland,Water,NULL,Water,Forest
1902,Water,Bareland,Water,Non_Water,Water,Grassland
1903,Water,Bareland,Water,Non_Water,Water,Bareland
1904,Water,Bareland,Water,Non_Water,Water,Water
1905,Water,Bareland,Water,Non_Water,Water,Forest
1906,Water,Bareland,Water,Water,Water,Grassland
1907,Water,Bareland,Water,Water,Water,Bareland
1908,Water,Bareland,Water,Water,Water,Water
1909,Water,Bareland,Water,Water,Water,Forest
1910,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1911,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1912,Water,Bareland,Forest,NULL,Non_Wetland,Water
1913,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1914,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1915,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1916,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1917,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1918,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1919,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1920,Water,Bareland,Forest,Water,Non_Wetland,Water
1921,Water,Bareland,Forest,Water,Non_Wetland,Forest
1922,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1923,Water,Built-up,NULL,NULL,Non_Wetland,Water
1924,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1925,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1926,Water,Built-up,NULL,Water,Non_Wetland,Bareland
1927,Water,Built-up,NULL,Water,Non_Wetland,Water
1928,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1929,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1930,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1931,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1932,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1933,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1934,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1935,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1936,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1937,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1938,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1939,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1940,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1941,Water,Built-up,Wetland,NULL,Wetland,Grassland
1942,Water,Built-up,Wetland,NULL,Wetland,Bareland
1943,Water,Built-up,Wetland,NULL,Wetland,Forest
1944,Water,Built-up,Wetland,Water,Wetland,Bareland
1945,Water,Built-up,Wetland,Water,Wetland,Water
1946,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1947,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1948,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1949,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1950,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1951,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1952,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1953,Water,Built-up,Water,NULL,Water,Grassland
1954,Water,Built-up,Water,NULL,Water,Bareland
1955,Water,Built-up,Water,NULL,Water,Water
1956,Water,Built-up,Water,NULL,Water,Forest
1957,Water,Built-up,Water,Non_Water,Water,Bareland
1958,Water,Built-up,Water,Non_Water,Water,Water
1959,Water,Built-up,Water,Water,Water,Bareland
1960,Water,Built-up,Water,Water,Water,Water
1961,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1962,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1963,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1964,Water,Built-up,Forest,NULL,Non_Wetland,Water
1965,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1966,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1967,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1968,Water,Built-up,Forest,Water,Non_Wetland,Water
1969,Water,Built-up,Forest,Water,Non_Wetland,Forest
1970,Water,Water,NULL,NULL,Non_Wetland,Grassland
1971,Water,Water,NULL,NULL,Non_Wetland,Bareland
1972,Water,Water,NULL,NULL,Non_Wetland,Water
1973,Water,Water,NULL,NULL,Non_Wetland,Forest
1974,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1975,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1976,Water,Water,NULL,Non_Water,Non_Wetland,Water
1977,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1978,Water,Water,NULL,Water,Non_Wetland,Grassland
1979,Water,Water,NULL,Water,Non_Wetland,Bareland
1980,Water,Water,NULL,Water,Non_Wetland,Water
1981,Water,Water,NULL,Water,Non_Wetland,Forest
1982,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1983,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1984,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1985,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1986,Water,Water,Shrubland,NULL,Non_Wetland,Water
1987,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1988,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1989,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1990,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1991,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1992,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1993,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1994,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1995,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1996,Water,Water,Shrubland,Water,Non_Wetland,Water
1997,Water,Water,Shrubland,Water,Non_Wetland,Forest
1998,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1999,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2000,Water,Water,Grassland,NULL,Non_Wetland,Water
2001,Water,Water,Grassland,NULL,Non_Wetland,Forest
2002,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2003,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2004,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2005,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2006,Water,Water,Grassland,Water,Non_Wetland,Grassland
2007,Water,Water,Grassland,Water,Non_Wetland,Bareland
2008,Water,Water,Grassland,Water,Non_Wetland,Water
2009,Water,Water,Grassland,Water,Non_Wetland,Forest
2010,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2011,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2012,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2013,Water,Water,Cropland,NULL,Non_Wetland,Water
2014,Water,Water,Cropland,NULL,Non_Wetland,Forest
2015,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2016,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2017,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2018,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2019,Water,Water,Cropland,Water,Non_Wetland,Grassland
2020,Water,Water,Cropland,Water,Non_Wetland,Bareland
2021,Water,Water,Cropland,Water,Non_Wetland,Water
2022,Water,Water,Cropland,Water,Non_Wetland,Forest
2023,Water,Water,Wetland,NULL,Wetland,Grassland
2024,Water,Water,Wetland,NULL,Wetland,Bareland
2025,Water,Water,Wetland,NULL,Wetland,Water
2026,Water,Water,Wetland,NULL,Wetland,Forest
2027,Water,Water,Wetland,Non_Water,Wetland,Grassland
2028,Water,Water,Wetland,Non_Water,Wetland,Bareland
2029,Water,Water,Wetland,Non_Water,Wetland,Water
2030,Water,Water,Wetland,Non_Water,Wetland,Forest
2031,Water,Water,Wetland,Water,Wetland,Grassland
2032,Water,Water,Wetland,Water,Wetland,Wetland
2033,Water,Water,Wetland,Water,Wetland,Bareland
2034,Water,Water,Wetland,Water,Wetland,Water
2035,Water,Water,Wetland,Water,Wetland,Forest
2036,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2037,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2038,Water,Water,Bareland,NULL,Non_Wetland,Water
2039,Water,Water,Bareland,NULL,Non_Wetland,Forest
2040,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2041,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2042,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2043,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2044,Water,Water,Bareland,Water,Non_Wetland,Grassland
2045,Water,Water,Bareland,Water,Non_Wetland,Bareland
2046,Water,Water,Bareland,Water,Non_Wetland,Water
2047,Water,Water,Bareland,Water,Non_Wetland,Forest
2048,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2049,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2050,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2051,Water,Water,Built-up,NULL,Non_Wetland,Water
2052,Water,Water,Built-up,NULL,Non_Wetland,Forest
2053,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2054,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2055,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
2056,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2057,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2058,Water,Water,Built-up,Water,Non_Wetland,Grassland
2059,Water,Water,Built-up,Water,Non_Wetland,Bareland
2060,Water,Water,Built-up,Water,Non_Wetland,Built-up
2061,Water,Water,Built-up,Water,Non_Wetland,Water
2062,Water,Water,Built-up,Water,Non_Wetland,Forest
2063,Water,Water,Water,NULL,Water,Grassland
2064,Water,Water,Water,NULL,Water,Bareland
2065,Water,Water,Water,NULL,Water,Built-up
2066,Water,Water,Water,NULL,Water,Water
2067,Water,Water,Water,NULL,Water,Forest
2068,Water,Water,Water,Non_Water,Water,Grassland
2069,Water,Water,Water,Non_Water,Water,Wetland
2070,Water,Water,Water,Non_Water,Water,Bareland
2071,Water,Water,Water,Non_Water,Water,Water
2072,Water,Water,Water,Non_Water,Water,Forest
2073,Water,Water,Water,Water,Water,Grassland
2074,Water,Water,Water,Water,Water,Wetland
2075,Water,Water,Water,Water,Water,Bareland
2076,Water,Water,Water,Water,Water,Water
2077,Water,Water,Water,Water,Water,Forest
2078,Water,Water,Forest,NULL,Non_Wetland,Grassland
2079,Water,Water,Forest,NULL,Non_Wetland,Cropland
2080,Water,Water,Forest,NULL,Non_Wetland,Bareland
2081,Water,Water,Forest,NULL,Non_Wetland,Built-up
2082,Water,Water,Forest,NULL,Non_Wetland,Water
2083,Water,Water,Forest,NULL,Non_Wetland,Forest
2084,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2085,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2086,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2087,Water,Water,Forest,Non_Water,Non_Wetland,Water
2088,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2089,Water,Water,Forest,Water,Non_Wetland,Grassland
2090,Water,Water,Forest,Water,Non_Wetland,Cropland
2091,Water,Water,Forest,Water,Non_Wetland,Wetland
2092,Water,Water,Forest,Water,Non_Wetland,Bareland
2093,Water,Water,Forest,Water,Non_Wetland,Built-up
2094,Water,Water,Forest,Water,Non_Wetland,Water
2095,Water,Water,Forest,Water,Non_Wetland,Forest
2096,Water,Forest,NULL,NULL,Non_Wetland,NULL
2097,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2098,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2099,Water,Forest,NULL,NULL,Non_Wetland,Forest
2100,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland
2101,Water,Forest,NULL,Non_Water,Non_Wetland,Water
2102,Water,Forest,NULL,Water,Non_Wetland,Bareland
2103,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2104,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2105,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2106,Water,Forest,Shrubland,NULL,Non_Wetland,Water
2107,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2108,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2109,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
2110,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2111,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2112,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2113,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
2114,Water,Forest,Grassland,NULL,Non_Wetland,Water
2115,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2116,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2117,Water,Forest,Grassland,Non_Water,Non_Wetland,Water
2118,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2119,Water,Forest,Grassland,Water,Non_Wetland,Water
2120,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2121,Water,Forest,Cropland,NULL,Non_Wetland,Water
2122,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2123,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2124,Water,Forest,Cropland,Water,Non_Wetland,Grassland
2125,Water,Forest,Cropland,Water,Non_Wetland,Forest
2126,Water,Forest,Wetland,NULL,Wetland,Grassland
2127,Water,Forest,Wetland,NULL,Wetland,Bareland
2128,Water,Forest,Wetland,NULL,Wetland,Water
2129,Water,Forest,Wetland,NULL,Wetland,Forest
2130,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2131,Water,Forest,Wetland,Non_Water,Wetland,Bareland
2132,Water,Forest,Wetland,Non_Water,Wetland,Water
2133,Water,Forest,Wetland,Non_Water,Wetland,Forest
2134,Water,Forest,Wetland,Water,Wetland,Grassland
2135,Water,Forest,Wetland,Water,Wetland,Water
2136,Water,Forest,Wetland,Water,Wetland,Forest
2137,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2138,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2139,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2140,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2141,Water,Forest,Bareland,Water,Non_Wetland,Grassland
2142,Water,Forest,Bareland,Water,Non_Wetland,Water
2143,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
2144,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2145,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
2146,Water,Forest,Built-up,Water,Non_Wetland,Water
2147,Water,Forest,Water,NULL,Water,Grassland
2148,Water,Forest,Water,NULL,Water,Bareland
2149,Water,Forest,Water,NULL,Water,Water
2150,Water,Forest,Water,NULL,Water,Forest
2151,Water,Forest,Water,Non_Water,Water,Grassland
2152,Water,Forest,Water,Non_Water,Water,Bareland
2153,Water,Forest,Water,Non_Water,Water,Water
2154,Water,Forest,Water,Non_Water,Water,Forest
2155,Water,Forest,Water,Water,Water,Grassland
2156,Water,Forest,Water,Water,Water,Water
2157,Water,Forest,Water,Water,Water,Forest
2158,Water,Forest,Forest,NULL,Non_Wetland,NULL
2159,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2160,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2161,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2162,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2163,Water,Forest,Forest,NULL,Non_Wetland,Water
2164,Water,Forest,Forest,NULL,Non_Wetland,Forest
2165,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2166,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
2167,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2168,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2169,Water,Forest,Forest,Water,Non_Wetland,Grassland
2170,Water,Forest,Forest,Water,Non_Wetland,Bareland
2171,Water,Forest,Forest,Water,Non_Wetland,Water
2172,Water,Forest,Forest,Water,Non_Wetland,Forest
2173,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2174,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2175,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2176,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2177,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2178,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2179,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2180,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2181,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2182,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2183,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
