Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
332,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
333,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
334,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
335,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
339,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
340,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
342,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
345,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
347,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
349,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
358,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
364,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
368,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
369,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
370,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
371,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
372,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
375,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
376,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
378,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
379,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
380,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
388,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
390,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
393,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
394,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
398,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
399,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
400,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
401,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
402,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
403,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
407,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
408,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
409,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
411,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
412,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
414,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
415,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
416,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
420,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
421,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
425,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
427,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
428,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
429,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
430,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
431,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
432,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
433,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
434,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
435,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
436,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
437,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
438,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
439,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
440,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
441,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
442,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
443,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
444,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
446,NULL,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
447,NULL,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
448,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
449,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
450,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
451,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Water
452,NULL,Bareland,Water,Water,Water,Water,Bareland,Water
453,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
454,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
455,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
456,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
457,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
458,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
459,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
460,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
462,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
465,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
466,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
467,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
468,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
469,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
470,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
472,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
474,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
475,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
476,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
477,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
478,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
479,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
481,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
482,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
483,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
505,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
506,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
507,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
511,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
524,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
525,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
526,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
528,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
531,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
532,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
533,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
535,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
537,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
538,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
539,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
540,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
541,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
542,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
543,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
545,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
546,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
547,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
548,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
549,NULL,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
550,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
551,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
552,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
553,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
554,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
555,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
556,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
557,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
559,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
560,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
561,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
563,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
564,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
587,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
589,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
590,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
591,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
592,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
593,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
594,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
595,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
596,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
597,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
598,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
599,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
601,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
606,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
607,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
609,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
610,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
611,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
612,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
615,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
617,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
619,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
620,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
622,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
623,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
624,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
625,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
626,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
627,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
628,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
629,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
630,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
631,NULL,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
632,NULL,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
633,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
634,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
635,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
636,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
638,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
639,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
640,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
643,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
645,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
646,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
647,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
648,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
649,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
650,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
651,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
652,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
653,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
654,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
655,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Water
656,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
657,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
658,NULL,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
659,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
660,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
