Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
325,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
326,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
327,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
328,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
329,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
330,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
331,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
332,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
334,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
335,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
336,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
337,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
339,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
340,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
341,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
342,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
343,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
344,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
345,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
347,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
348,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
349,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
350,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
351,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
352,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
353,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
354,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
355,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
356,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
357,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
358,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
359,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
360,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
361,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
362,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
363,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
365,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
366,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
367,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
368,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
369,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
370,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
371,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
372,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,NULL
374,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
375,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
377,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
378,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
380,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
383,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
384,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
385,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
386,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
388,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
389,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
391,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
392,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
393,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
399,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
402,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
405,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
408,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
409,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
411,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
412,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
413,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
414,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
415,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
416,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
417,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
418,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
419,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
420,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
421,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
422,NULL,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
423,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
424,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
425,NULL,NULL,Water,Water,Water,Grassland,Water,Water
426,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
427,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
428,NULL,NULL,Water,Water,Water,Water,Water,Grassland
429,NULL,NULL,Water,Water,Water,Water,Water,Wetland
430,NULL,NULL,Water,Water,Water,Water,Water,Water
431,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
432,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
436,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
439,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
442,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
443,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
446,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
448,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
450,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
453,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
455,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
457,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
465,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
467,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
469,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
470,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
478,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
480,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
483,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
487,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
488,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
490,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
492,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
494,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
497,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
499,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
501,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
504,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
506,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
507,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
509,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
511,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
513,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
515,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
517,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
518,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
519,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
522,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
523,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
524,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
525,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
526,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
527,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
529,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
530,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
531,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
532,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
533,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
534,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
535,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
536,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
537,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
538,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
540,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
580,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
581,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
582,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
583,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
584,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
588,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
589,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
590,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
592,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
595,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
596,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
597,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
598,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
599,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
600,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
601,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
602,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
604,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
605,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
611,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
612,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
613,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
614,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
616,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
618,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
619,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
620,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
621,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
622,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
623,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
624,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
625,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
626,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
628,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
629,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
630,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
631,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
632,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
633,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
634,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
635,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
636,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
637,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
639,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
640,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
641,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
642,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
643,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
644,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
645,NULL,Wetland,Wetland,Water,Wetland,Cropland,Water,Forest
646,NULL,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
647,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
648,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
649,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
651,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
652,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
653,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
654,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
655,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
656,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
657,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
658,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
659,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
660,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
661,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
662,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
663,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
