Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWC_M_R
5046,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5047,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5048,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
5049,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
5050,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5051,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5052,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5053,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5054,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5055,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5056,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5057,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5058,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5059,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5060,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5061,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5062,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5063,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5064,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5065,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5066,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5067,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5068,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5069,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
5070,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5071,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5072,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Water
5073,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5074,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5075,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5076,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5077,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5078,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5079,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5080,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5081,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5082,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5083,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5084,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5085,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5086,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5087,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5088,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5089,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5090,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5091,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5092,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5093,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5094,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5095,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
5096,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
5097,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5098,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5099,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5100,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5101,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5102,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5103,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5104,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5105,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5106,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5107,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5108,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5109,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5110,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5111,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5112,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
5113,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
5114,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
5115,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
5116,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5117,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5118,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5119,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5120,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
5121,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5122,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Water
5123,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5124,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5125,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5126,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5127,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5128,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5129,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5130,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5131,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
5132,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5133,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5134,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5135,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5136,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5137,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
5138,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5139,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
5140,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5141,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5142,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
5143,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
5144,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5145,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5146,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5147,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5148,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5149,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5150,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
5151,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
5152,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5153,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
5154,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5155,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5156,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Water
5157,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
5158,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
5159,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5160,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
5161,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
5162,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
5163,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5164,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
5165,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5166,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
5167,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5168,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
5169,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5170,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
5171,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
5172,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
5173,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
5174,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5175,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
5176,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
5177,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
5178,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
5179,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5180,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5181,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
5182,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5183,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
5184,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5185,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5186,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5187,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
5188,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5189,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
5190,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
5191,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Water
5192,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5193,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Built-up
5194,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Water
5195,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
5196,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5197,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
5198,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5199,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Water
5200,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5201,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5202,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5203,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5204,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5205,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5206,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5207,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5208,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5209,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5210,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
5211,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
5212,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5213,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5214,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
5215,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5216,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5217,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5218,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
5219,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
5220,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5221,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5222,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5223,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5224,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
5225,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Water
5226,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Shrubland,Water
5227,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
5228,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Built-up,Forest
5229,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
5230,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Forest
5231,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5232,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5233,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5234,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5235,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5236,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5237,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5238,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5239,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
5240,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5241,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5242,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5243,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5244,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5245,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5246,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5247,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5248,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5249,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
5250,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5251,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5252,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5253,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
5254,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5255,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5256,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5257,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5258,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
5259,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5260,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5261,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
5262,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5263,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5264,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5265,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5266,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5267,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5268,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5269,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5270,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5271,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5272,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5273,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5274,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
5275,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5276,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5277,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5278,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
5279,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5280,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5281,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5282,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5283,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5284,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
5285,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5286,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5287,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5288,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5289,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5290,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5291,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5292,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5293,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5294,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5295,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5296,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
5297,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5298,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
5299,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5300,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5301,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5302,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5303,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5304,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5305,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
5306,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5307,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5308,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5309,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5310,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
5311,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5312,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
5313,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5314,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
5315,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5316,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
5317,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5318,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5319,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5320,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
5321,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5322,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5323,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5324,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5325,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
5326,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5327,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5328,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5329,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5330,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5331,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5332,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5333,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5334,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5335,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5336,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5337,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5338,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5339,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5340,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5341,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5342,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5343,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5344,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5345,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5346,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5347,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5348,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5349,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5350,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5351,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5352,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5353,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5354,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5355,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5356,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5357,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5358,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5359,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5360,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
5361,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5362,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5363,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5364,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5365,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5366,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5367,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5368,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
